number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	0.020865233825624545	2020-10-12 10:04:43.179718	2020-10-12 10:04:56.991507	0 days 00:00:13.811789000	0.25	0.09155972660130819	flat	4	2	COMPLETE
1	0.019831671117692788	2020-10-12 10:04:56.992183	2020-10-12 10:05:06.356046	0 days 00:00:09.363863000	0.30000000000000004	0.0051911787842591275	pyramid_4	6	2	COMPLETE
2	0.019497537046140937	2020-10-12 10:05:06.356657	2020-10-12 10:05:16.234017	0 days 00:00:09.877360000	0.4	0.0010766975373336992	pyramid_4	9	2	COMPLETE
3	0.019573779234872548	2020-10-12 10:05:16.234619	2020-10-12 10:05:29.098719	0 days 00:00:12.864100000	0.5	0.00010801855915562154	pyramid_2	10	3	COMPLETE
4	0.019742560960022214	2020-10-12 10:05:29.099332	2020-10-12 10:05:38.136865	0 days 00:00:09.037533000	0.15000000000000002	0.00455997868230897	pyramid_2	9	3	COMPLETE
5	0.019639715976586796	2020-10-12 10:05:38.137478	2020-10-12 10:06:02.258152	0 days 00:00:24.120674000	0.1	0.0001356492041322208	flat	5	2	COMPLETE
6	0.019760678838850947	2020-10-12 10:06:02.258627	2020-10-12 10:06:11.343375	0 days 00:00:09.084748000		0.011206499249888625		4	1	COMPLETE
7	0.020195352221638072	2020-10-12 10:06:11.343973	2020-10-12 10:06:20.031277	0 days 00:00:08.687304000	0.2	0.051378328325042535	pyramid_4	6	2	COMPLETE
8	0.019524124375380845	2020-10-12 10:06:20.031917	2020-10-12 10:06:38.883730	0 days 00:00:18.851813000	0.5	7.592858346741437e-05	pyramid_2	8	2	COMPLETE
9	0.019976547014149807	2020-10-12 10:06:38.884228	2020-10-12 10:07:54.364810	0 days 00:01:15.480582000	0.4	1.000190033827967e-05	pyramid_2	7	3	COMPLETE
10	0.019616504775690262	2020-10-12 10:07:54.365305	2020-10-12 10:08:04.580545	0 days 00:00:10.215240000		0.0006205950236806933		10	1	COMPLETE
11	0.019753396538537867	2020-10-12 10:08:04.581010	2020-10-12 10:09:13.609389	0 days 00:01:09.028379000		1.2208450574131874e-05		8	1	COMPLETE
12	0.019494308542680226	2020-10-12 10:09:13.610007	2020-10-12 10:09:24.731393	0 days 00:00:11.121386000	0.5	0.00038421153106325394	pyramid_4	8	2	COMPLETE
13	0.019450090145236566	2020-10-12 10:09:24.731815	2020-10-12 10:09:34.241967	0 days 00:00:09.510152000	0.4	0.00045363903904647497	pyramid_4	9	2	COMPLETE
14	0.019674392973652834	2020-10-12 10:09:34.242432	2020-10-12 10:09:44.602800	0 days 00:00:10.360368000	0.4	0.0004812667131951567	pyramid_4	8	3	COMPLETE
15	0.01963201874490708	2020-10-12 10:09:44.603275	2020-10-12 10:10:16.913453	0 days 00:00:32.310178000		4.336827818037387e-05		9	1	COMPLETE
16	0.01961107973699623	2020-10-12 10:10:16.914086	2020-10-12 10:10:26.060818	0 days 00:00:09.146732000	0.0	0.0016407748831858183	pyramid_4	7	2	COMPLETE
17	0.01946970386833768	2020-10-12 10:10:26.061421	2020-10-12 10:10:36.833895	0 days 00:00:10.772474000	0.5	0.0002961045193142506	pyramid_4	10	2	COMPLETE
18	0.01960636865792819	2020-10-12 10:10:36.834500	2020-10-12 10:10:48.932433	0 days 00:00:12.097933000		0.00030791464480548077		10	1	COMPLETE
19	0.01951406839684079	2020-10-12 10:10:48.933035	2020-10-12 10:11:12.106459	0 days 00:00:23.173424000	0.35000000000000003	4.321397139300181e-05	pyramid_4	10	3	COMPLETE
20	0.01964424019594473	2020-10-12 10:11:12.107073	2020-10-12 10:11:20.943418	0 days 00:00:08.836345000	0.45	0.0026441201352917893	pyramid_4	9	2	COMPLETE
21	0.01952899318460626	2020-10-12 10:11:20.944027	2020-10-12 10:11:33.417196	0 days 00:00:12.473169000	0.5	0.00023966289576164856	pyramid_4	8	2	COMPLETE
22	0.01939516165042752	2020-10-12 10:11:33.417665	2020-10-12 10:11:43.284564	0 days 00:00:09.866899000	0.5	0.0006849367260574039	pyramid_4	9	2	COMPLETE
23	0.019476005693388393	2020-10-12 10:11:43.285173	2020-10-12 10:11:52.552791	0 days 00:00:09.267618000	0.45	0.0014054786147071302	pyramid_4	9	2	COMPLETE
24	0.019430088203842823	2020-10-12 10:11:52.553400	2020-10-12 10:12:04.271595	0 days 00:00:11.718195000	0.45	0.00021599123020684486	pyramid_4	10	2	COMPLETE
25	0.019541103082198346	2020-10-12 10:12:04.272122	2020-10-12 10:12:31.546636	0 days 00:00:27.274514000	0.35000000000000003	2.510607712459248e-05	flat	9	2	COMPLETE
26	0.019630127652585753	2020-10-12 10:12:31.547134	2020-10-12 10:12:43.016169	0 days 00:00:11.469035000		0.0007377324801513987		10	1	COMPLETE
27	0.01954066222860529	2020-10-12 10:12:43.016636	2020-10-12 10:12:55.959281	0 days 00:00:12.942645000	0.45	0.00017774674851939824	pyramid_4	9	3	COMPLETE
28	0.02082367140192552	2020-10-12 10:12:55.959779	2020-10-12 10:13:04.679911	0 days 00:00:08.720132000	0.35000000000000003	0.009050559656771432	pyramid_4	10	2	COMPLETE
29	0.01970157009944777	2020-10-12 10:13:04.680527	2020-10-12 10:13:13.936647	0 days 00:00:09.256120000	0.30000000000000004	0.0026017499029212287	pyramid_4	7	2	COMPLETE
30	0.020348527009043618	2020-10-12 10:13:13.937141	2020-10-12 10:13:22.570690	0 days 00:00:08.633549000	0.45	0.030725123234409634	pyramid_4	8	2	COMPLETE
31	0.01946785240626759	2020-10-12 10:13:22.571321	2020-10-12 10:13:33.625595	0 days 00:00:11.054274000	0.5	0.00024286242523722062	pyramid_4	10	2	COMPLETE
32	0.019487664104880995	2020-10-12 10:13:33.626098	2020-10-12 10:13:43.521109	0 days 00:00:09.895011000	0.45	0.0006985309074050069	pyramid_4	10	2	COMPLETE
33	0.019483703276555922	2020-10-12 10:13:43.521585	2020-10-12 10:14:00.383128	0 days 00:00:16.861543000	0.4	8.40070479827983e-05	pyramid_4	9	2	COMPLETE
34	0.019484914064209637	2020-10-12 10:14:00.383624	2020-10-12 10:14:13.214481	0 days 00:00:12.830857000	0.5	0.00017367317612606512	pyramid_4	9	2	COMPLETE
35	0.019535087983333425	2020-10-12 10:14:13.215181	2020-10-12 10:14:23.071162	0 days 00:00:09.855981000	0.45	0.001123059938125797	pyramid_4	10	2	COMPLETE
36	0.01954159024431114	2020-10-12 10:14:23.071637	2020-10-12 10:14:43.147275	0 days 00:00:20.075638000	0.30000000000000004	5.012794351666416e-05	flat	9	2	COMPLETE
37	0.01945513504985773	2020-10-12 10:14:43.147761	2020-10-12 10:15:00.759474	0 days 00:00:17.611713000	0.4	0.00011575305954824227	pyramid_4	10	2	COMPLETE
38	0.019758909800673678	2020-10-12 10:15:00.759957	2020-10-12 10:15:49.758730	0 days 00:00:48.998773000	0.35000000000000003	2.1760409265435803e-05	flat	6	3	COMPLETE
39	0.019457878148644726	2020-10-12 10:15:49.759228	2020-10-12 10:16:05.791281	0 days 00:00:16.032053000	0.25	0.00010233288074781898	pyramid_4	9	2	COMPLETE
40	0.019946996379006265	2020-10-12 10:16:05.791720	2020-10-12 10:16:22.746938	0 days 00:00:16.955218000	0.4	0.0004341352445750557	pyramid_4	5	2	COMPLETE
41	0.01944960983713618	2020-10-12 10:16:22.747560	2020-10-12 10:16:37.858933	0 days 00:00:15.111373000	0.2	0.00012665102608093253	pyramid_4	9	2	COMPLETE
42	0.01945055138512294	2020-10-12 10:16:37.859556	2020-10-12 10:16:51.130523	0 days 00:00:13.270967000	0.2	0.0001532702869132268	pyramid_4	9	2	COMPLETE
43	0.019369872805051383	2020-10-12 10:16:51.131144	2020-10-12 10:17:00.597498	0 days 00:00:09.466354000	0.15000000000000002	0.000856956549908909	pyramid_4	8	2	COMPLETE
44	0.01940417212845927	2020-10-12 10:17:00.597978	2020-10-12 10:17:09.981928	0 days 00:00:09.383950000	0.1	0.0009324828574802251	pyramid_4	8	2	COMPLETE
45	0.019552983370374713	2020-10-12 10:17:09.982544	2020-10-12 10:17:19.092191	0 days 00:00:09.109647000	0.1	0.0020844725587835858	pyramid_2	8	2	COMPLETE
46	0.01975696334902135	2020-10-12 10:17:19.092817	2020-10-12 10:17:28.090142	0 days 00:00:08.997325000	0.1	0.005280944181834472	pyramid_4	7	2	COMPLETE
47	0.019386418127391915	2020-10-12 10:17:28.090757	2020-10-12 10:17:38.295805	0 days 00:00:10.205048000	0.15000000000000002	0.0009030695783434157	pyramid_4	8	2	COMPLETE
48	0.01959430436588021	2020-10-12 10:17:38.296284	2020-10-12 10:17:48.923260	0 days 00:00:10.626976000		0.0008747256689150189		8	1	COMPLETE
49	0.019678370146161344	2020-10-12 10:17:48.923743	2020-10-12 10:17:58.386853	0 days 00:00:09.463110000	0.05	0.0038596413337065303	pyramid_2	7	3	COMPLETE
50	0.019388192877246194	2020-10-12 10:17:58.387335	2020-10-12 10:18:10.571526	0 days 00:00:12.184191000	0.15000000000000002	0.0009177387375658141	pyramid_4	8	2	COMPLETE
51	0.019438012936011356	2020-10-12 10:18:10.572018	2020-10-12 10:18:20.127509	0 days 00:00:09.555491000	0.15000000000000002	0.0010609951263656288	pyramid_4	8	2	COMPLETE
52	0.01946443954744746	2020-10-12 10:18:20.128021	2020-10-12 10:18:29.735133	0 days 00:00:09.607112000	0.15000000000000002	0.000551242848782672	pyramid_4	8	2	COMPLETE
53	0.019596895446186844	2020-10-12 10:18:29.735560	2020-10-12 10:18:39.002523	0 days 00:00:09.266963000	0.15000000000000002	0.0018738267824529673	pyramid_4	7	2	COMPLETE
54	0.019495605093361013	2020-10-12 10:18:39.003151	2020-10-12 10:18:48.381181	0 days 00:00:09.378030000	0.05	0.001262406289006289	pyramid_4	8	2	COMPLETE
55	0.019413089901579587	2020-10-12 10:18:48.381813	2020-10-12 10:18:59.987393	0 days 00:00:11.605580000	0.05	0.0003218871669041203	pyramid_4	8	2	COMPLETE
56	0.019414179162320966	2020-10-12 10:18:59.987922	2020-10-12 10:19:10.422349	0 days 00:00:10.434427000	0.05	0.0003697340687432338	pyramid_4	8	2	COMPLETE
57	0.01954323353772228	2020-10-12 10:19:10.422988	2020-10-12 10:19:20.111715	0 days 00:00:09.688727000	0.0	0.0008284476018097257	pyramid_4	7	2	COMPLETE
58	0.019623345431562703	2020-10-12 10:19:20.112173	2020-10-12 10:19:31.757531	0 days 00:00:11.645358000	0.1	0.000553299419145889	pyramid_2	6	2	COMPLETE
59	0.01948428771292176	2020-10-12 10:19:31.758156	2020-10-12 10:19:40.648905	0 days 00:00:08.890749000	0.2	0.0015886269842042497	pyramid_4	8	2	COMPLETE
60	0.019770066902668897	2020-10-12 10:19:40.649398	2020-10-12 10:19:50.545629	0 days 00:00:09.896231000		0.0035750405612632215		8	1	COMPLETE
61	0.019423608613829232	2020-10-12 10:19:50.546283	2020-10-12 10:20:02.408286	0 days 00:00:11.862003000	0.05	0.00033540061713106	pyramid_4	8	2	COMPLETE
62	0.019430478882550162	2020-10-12 10:20:02.408913	2020-10-12 10:20:13.553306	0 days 00:00:11.144393000	0.05	0.0004026004812540946	pyramid_4	8	2	COMPLETE
63	0.019541476538002703	2020-10-12 10:20:13.553820	2020-10-12 10:20:24.312483	0 days 00:00:10.758663000	0.0	0.0006392458055682151	pyramid_4	7	2	COMPLETE
64	0.01940446913566368	2020-10-12 10:20:24.312976	2020-10-12 10:20:34.239332	0 days 00:00:09.926356000	0.1	0.0009460798143152716	pyramid_4	8	2	COMPLETE
65	0.01940098501268888	2020-10-12 10:20:34.239829	2020-10-12 10:20:44.149633	0 days 00:00:09.909804000	0.1	0.0009307232131485453	pyramid_4	8	2	COMPLETE
66	0.019684065918345546	2020-10-12 10:20:44.150125	2020-10-12 10:20:52.868087	0 days 00:00:08.717962000	0.15000000000000002	0.0026662584255798547	flat	8	2	COMPLETE
67	0.01938493906666274	2020-10-12 10:20:52.868578	2020-10-12 10:21:02.872951	0 days 00:00:10.004373000	0.1	0.0008596457043701404	pyramid_4	8	2	COMPLETE
68	0.01957320209187889	2020-10-12 10:21:02.873445	2020-10-12 10:21:12.558360	0 days 00:00:09.684915000	0.15000000000000002	0.0013086699031462754	pyramid_4	7	2	COMPLETE
