number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	0.018176492058186226	2020-10-12 10:06:30.692556	2020-10-12 10:06:43.689144	0 days 00:00:12.996588000		0.030506909076508888		8	1	COMPLETE
1	0.017354327171703182	2020-10-12 10:06:43.689628	2020-10-12 10:07:17.641647	0 days 00:00:33.952019000	0.45	2.6837449428648547e-05	pyramid_4	9	2	COMPLETE
2	0.01837484726518747	2020-10-12 10:07:17.642313	2020-10-12 10:07:26.303867	0 days 00:00:08.661554000		0.04159680418322748		10	1	COMPLETE
3	0.01855218688386998	2020-10-12 10:07:26.304516	2020-10-12 10:07:35.134293	0 days 00:00:08.829777000	0.2	0.0057707933969626465	flat	10	2	COMPLETE
4	0.017445030096411365	2020-10-12 10:07:35.134763	2020-10-12 10:07:43.492936	0 days 00:00:08.358173000		0.014871137145824342		5	1	COMPLETE
5	0.019662108430552237	2020-10-12 10:07:43.493425	2020-10-12 10:07:51.995743	0 days 00:00:08.502318000		0.027315802704445967		10	1	COMPLETE
6	0.017253521608447387	2020-10-12 10:07:51.996231	2020-10-12 10:08:14.762355	0 days 00:00:22.766124000		0.00017575155685696565		7	1	COMPLETE
7	0.017467522636532378	2020-10-12 10:08:14.762781	2020-10-12 10:08:23.974389	0 days 00:00:09.211608000	0.05	0.010393751489291883	pyramid_2	4	3	COMPLETE
8	0.01746102173756995	2020-10-12 10:08:23.974927	2020-10-12 10:08:51.819887	0 days 00:00:27.844960000	0.5	2.141722992473354e-05	flat	10	2	COMPLETE
9	0.019359792661723985	2020-10-12 10:08:51.820334	2020-10-12 10:09:01.070180	0 days 00:00:09.249846000	0.45	0.0543838009219737	pyramid_2	6	3	COMPLETE
10	0.017255550396120582	2020-10-12 10:09:01.070617	2020-10-12 10:09:21.769482	0 days 00:00:20.698865000		0.0001808011425600937		7	1	COMPLETE
11	0.017248544497038706	2020-10-12 10:09:21.769923	2020-10-12 10:09:38.945407	0 days 00:00:17.175484000		0.0002731476566839731		7	1	COMPLETE
12	0.017229591834647288	2020-10-12 10:09:38.945839	2020-10-12 10:09:53.084299	0 days 00:00:14.138460000		0.000445437341069893		7	1	COMPLETE
13	0.017243194281313483	2020-10-12 10:09:53.084722	2020-10-12 10:10:04.741024	0 days 00:00:11.656302000	0.0	0.0009265165078085571	pyramid_4	6	2	COMPLETE
14	0.01725088255005389	2020-10-12 10:10:04.741601	2020-10-12 10:10:15.581330	0 days 00:00:10.839729000	0.0	0.0014450291815605513	pyramid_4	5	2	COMPLETE
15	0.01737330360345815	2020-10-12 10:10:15.581878	2020-10-12 10:10:26.496696	0 days 00:00:10.914818000	0.2	0.0009695323561521173	pyramid_4	6	3	COMPLETE
16	0.017304699947941	2020-10-12 10:10:26.497121	2020-10-12 10:10:35.425110	0 days 00:00:08.927989000	0.1	0.001878961553880578	pyramid_4	8	2	COMPLETE
17	0.017290058107867302	2020-10-12 10:10:35.425649	2020-10-12 10:10:50.020457	0 days 00:00:14.594808000	0.35000000000000003	0.0004744919565597657	pyramid_4	6	2	COMPLETE
18	0.017267959365907994	2020-10-12 10:10:50.021005	2020-10-12 10:10:59.112560	0 days 00:00:09.091555000	0.30000000000000004	0.0038930101400756274	flat	8	3	COMPLETE
19	0.01760480125565732	2020-10-12 10:10:59.113005	2020-10-12 10:12:00.312365	0 days 00:01:01.199360000	0.1	5.9835376337576817e-05	pyramid_2	4	2	COMPLETE
20	0.017230950862287344	2020-10-12 10:12:00.312825	2020-10-12 10:12:15.819718	0 days 00:00:15.506893000	0.0	0.000618643323506816	pyramid_4	5	2	COMPLETE
21	0.017232080807743407	2020-10-12 10:12:15.820283	2020-10-12 10:12:31.474702	0 days 00:00:15.654419000	0.0	0.0006266484792827221	pyramid_4	5	2	COMPLETE
22	0.017497274059090736	2020-10-12 10:12:31.475223	2020-10-12 10:13:18.341218	0 days 00:00:46.865995000	0.1	6.553255269899635e-05	pyramid_4	5	2	COMPLETE
23	0.01724594471740863	2020-10-12 10:13:18.341685	2020-10-12 10:13:36.609924	0 days 00:00:18.268239000	0.0	0.00044051107700841753	pyramid_4	4	2	COMPLETE
24	0.017266872609517304	2020-10-12 10:13:36.610369	2020-10-12 10:13:49.952011	0 days 00:00:13.341642000	0.15000000000000002	0.0031497371785712573	pyramid_4	5	2	COMPLETE
25	0.017282316105427045	2020-10-12 10:13:49.952572	2020-10-12 10:14:14.838939	0 days 00:00:24.886367000	0.0	0.00011478775131986607	pyramid_4	6	3	COMPLETE
26	0.017245852320049035	2020-10-12 10:14:14.839377	2020-10-12 10:14:30.826093	0 days 00:00:15.986716000	0.05	0.0005845015820723025	pyramid_4	5	2	COMPLETE
27	0.017243397089783237	2020-10-12 10:14:30.826658	2020-10-12 10:14:59.341515	0 days 00:00:28.514857000		0.00030938628610170806		4	1	COMPLETE
28	0.017381832147758368	2020-10-12 10:14:59.341927	2020-10-12 10:15:09.029057	0 days 00:00:09.687130000	0.25	0.0021336757225959746	pyramid_2	7	2	COMPLETE
29	0.01720531971171453	2020-10-12 10:15:09.029624	2020-10-12 10:15:19.416506	0 days 00:00:10.386882000		0.0007476241659431178		9	1	COMPLETE
30	0.017489350864681397	2020-10-12 10:15:19.417087	2020-10-12 10:16:23.564531	0 days 00:01:04.147444000		1.1521673897627294e-05		9	1	COMPLETE
31	0.01717629714307835	2020-10-12 10:16:23.564963	2020-10-12 10:16:34.272663	0 days 00:00:10.707700000		0.0008660535499252019		9	1	COMPLETE
32	0.01717770551082056	2020-10-12 10:16:34.273206	2020-10-12 10:16:44.514671	0 days 00:00:10.241465000		0.0009046277918551849		9	1	COMPLETE
33	0.017193601415485302	2020-10-12 10:16:44.515216	2020-10-12 10:16:54.797087	0 days 00:00:10.281871000		0.0009796621857335796		9	1	COMPLETE
34	0.017209500483540384	2020-10-12 10:16:54.797652	2020-10-12 10:17:06.720315	0 days 00:00:11.922663000		0.0014095953286494432		9	1	COMPLETE
35	0.01765318377319156	2020-10-12 10:17:06.720760	2020-10-12 10:17:15.798950	0 days 00:00:09.078190000		0.006628360067376484		9	1	COMPLETE
36	0.01719894178955168	2020-10-12 10:17:15.799513	2020-10-12 10:17:25.853176	0 days 00:00:10.053663000		0.0010198166367635106		9	1	COMPLETE
37	0.017246864253470922	2020-10-12 10:17:25.853750	2020-10-12 10:17:35.107999	0 days 00:00:09.254249000		0.0031976437992495		8	1	COMPLETE
38	0.017171537119331948	2020-10-12 10:17:35.108571	2020-10-12 10:17:44.384569	0 days 00:00:09.275998000		0.0013877787761075705		10	1	COMPLETE
39	0.017739863744103215	2020-10-12 10:17:44.385137	2020-10-12 10:17:53.663305	0 days 00:00:09.278168000		0.006358011529561698		10	1	COMPLETE
40	0.017925193867111805	2020-10-12 10:17:53.663862	2020-10-12 10:18:03.850500	0 days 00:00:10.186638000		0.010826336420619228		10	1	COMPLETE
