number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	1.2594279267541233	2020-06-30 16:48:59.281108	2020-06-30 16:49:11.154304	0 days 00:00:11.873196000	0.05	0.00043628267123044115	flat	6	3	COMPLETE
1	1.2682807294606042	2020-06-30 16:49:11.154817	2020-06-30 16:49:20.366849	0 days 00:00:09.212032000	0.05	0.013902644136324143	flat	6	3	COMPLETE
2	1.2582795851287518	2020-06-30 16:49:20.367349	2020-06-30 16:49:33.442007	0 days 00:00:13.074658000	0.0	0.0005686090996785061	pyramid_4	6	2	COMPLETE
3	1.2539570385834418	2020-06-30 16:49:33.442526	2020-06-30 16:50:59.404613	0 days 00:01:25.962087000	0.30000000000000004	3.169076693600722e-05	pyramid_2	5	2	COMPLETE
4	1.2562956754198868	2020-06-30 16:50:59.405143	2020-06-30 16:51:08.723849	0 days 00:00:09.318706000	0.15000000000000002	0.0014380480505757664	flat	8	3	COMPLETE
5	1.293537569762177	2020-06-30 16:51:08.724348	2020-06-30 16:51:17.475131	0 days 00:00:08.750783000	0.1	0.008765510334568098		7	1	COMPLETE
6	1.2596278586475946	2020-06-30 16:51:17.475662	2020-06-30 16:52:23.065674	0 days 00:01:05.590012000	0.2	1.918119638824284e-05	pyramid_4	7	2	COMPLETE
7	1.2548058394802273	2020-06-30 16:52:23.066173	2020-06-30 16:52:46.182795	0 days 00:00:23.116622000	0.30000000000000004	0.0005369767655080802	pyramid_4	5	2	COMPLETE
8	1.3134613557311343	2020-06-30 16:52:46.183289	2020-06-30 16:52:54.075106	0 days 00:00:07.891817000	0.0	0.009917258562499053		9	1	COMPLETE
9	1.259004622947716	2020-06-30 16:52:54.075571	2020-06-30 16:53:29.625575	0 days 00:00:35.550004000	0.30000000000000004	0.00010262629041481625	flat	4	3	COMPLETE
10	1.280416259653149	2020-06-30 16:53:29.626057	2020-06-30 16:53:55.107929	0 days 00:00:25.481872000	0.5	1.0661023698013793e-05		10	1	COMPLETE
11	1.2574452317871498	2020-06-30 16:53:55.108409	2020-06-30 16:55:23.743945	0 days 00:01:28.635536000	0.35000000000000003	4.532087281632395e-05	pyramid_2	4	2	COMPLETE
12	1.2514269336801316	2020-06-30 16:55:23.744426	2020-06-30 16:55:47.484162	0 days 00:00:23.739736000	0.4	0.00015828609521476497	pyramid_2	5	2	COMPLETE
13	1.2545092906159299	2020-06-30 16:55:47.484635	2020-06-30 16:56:11.532880	0 days 00:00:24.048245000	0.45	0.00011696176707828763	pyramid_2	5	2	COMPLETE
14	1.2541529494562995	2020-06-30 16:56:11.533359	2020-06-30 16:57:17.969855	0 days 00:01:06.436496000	0.4	3.7445100737958426e-05	pyramid_2	5	2	COMPLETE
15	1.2800247697119316	2020-06-30 16:57:17.970401	2020-06-30 16:57:36.614514	0 days 00:00:18.644113000	0.5	0.00015132165513682014		4	1	COMPLETE
16	1.2595753435560013	2020-06-30 16:57:36.614999	2020-06-30 16:57:45.930393	0 days 00:00:09.315394000	0.25	0.00235498453910279	pyramid_2	5	2	COMPLETE
17	1.3712460988789101	2020-06-30 16:57:45.930904	2020-06-30 16:57:54.149447	0 days 00:00:08.218543000	0.4	0.06838174464659241	pyramid_2	6	2	COMPLETE
18	1.2810980616588588	2020-06-30 16:57:54.149931	2020-06-30 17:00:08.017157	0 days 00:02:13.867226000	0.35000000000000003	1.037499783817504e-05		4	1	COMPLETE
19	1.2528879194998648	2020-06-30 17:00:08.017664	2020-06-30 17:00:19.909197	0 days 00:00:11.891533000	0.25	0.00020715511186667574	pyramid_2	8	3	COMPLETE
