number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	1.8113969805387204	2020-06-30 14:44:26.709239	2020-06-30 14:44:46.626581	0 days 00:00:19.917342000	0.2	0.00015906648055563996		9	1	COMPLETE
1	1.8267952785297918	2020-06-30 14:44:46.627069	2020-06-30 14:45:10.797164	0 days 00:00:24.170095000	0.1	2.385436464088752e-05		5	1	COMPLETE
2	1.8494385892656302	2020-06-30 14:45:10.797636	2020-06-30 14:45:20.190607	0 days 00:00:09.392971000	0.5	0.00555181913674202	pyramid_4	4	3	COMPLETE
3	1.838556122361568	2020-06-30 14:45:20.191085	2020-06-30 14:45:29.424960	0 days 00:00:09.233875000	0.45	0.005265702917046443	flat	6	3	COMPLETE
4	3.484932549808575	2020-06-30 14:45:29.425431	2020-06-30 14:53:49.963602	0 days 00:08:20.538171000	0.45	0.008778612909856993		9	1	COMPLETE
5	1.8138274235411167	2020-06-30 14:53:49.964064	2020-06-30 14:54:01.611957	0 days 00:00:11.647893000	0.2	0.00033451286956349757		10	1	COMPLETE
6	1.8189388962950517	2020-06-30 14:54:01.612410	2020-06-30 14:54:15.160421	0 days 00:00:13.548011000	0.4	7.80095007336717e-05		5	1	COMPLETE
7	3.484932549808575	2020-06-30 14:54:15.160886	2020-06-30 15:02:59.185769	0 days 00:08:44.024883000	0.5	0.06129402665241012		10	1	COMPLETE
8	1.8104043640289689	2020-06-30 15:02:59.186230	2020-06-30 15:03:10.252918	0 days 00:00:11.066688000	0.35000000000000003	0.012559950671025687		6	1	COMPLETE
9	1.8453482484880774	2020-06-30 15:03:10.253378	2020-06-30 15:03:19.566958	0 days 00:00:09.313580000	0.5	0.006806718009511569	pyramid_4	9	2	COMPLETE
10	1.8867912219369656	2020-06-30 15:03:19.567443	2020-06-30 15:03:29.186499	0 days 00:00:09.619056000	0.30000000000000004	0.07814494414728865	pyramid_2	6	2	COMPLETE
11	1.8080592672153155	2020-06-30 15:03:29.187000	2020-06-30 15:03:38.513980	0 days 00:00:09.326980000	0.25	0.0005069165968428323	flat	8	2	COMPLETE
12	1.8056991354441654	2020-06-30 15:03:38.514474	2020-06-30 15:03:49.404155	0 days 00:00:10.889681000	0.30000000000000004	0.0008987070223180518	flat	7	2	COMPLETE
13	1.8038902929464344	2020-06-30 15:03:49.404637	2020-06-30 15:03:58.493968	0 days 00:00:09.089331000	0.05	0.0005701305936732672	flat	8	2	COMPLETE
14	1.8101948216902406	2020-06-30 15:03:58.494449	2020-06-30 15:04:07.550217	0 days 00:00:09.055768000	0.05	0.0017349131024374518	flat	7	2	COMPLETE
15	1.797088296860171	2020-06-30 15:04:07.550734	2020-06-30 15:04:17.089313	0 days 00:00:09.538579000	0.0	0.0013123867773090659	flat	8	3	COMPLETE
16	1.7925214006822403	2020-06-30 15:04:17.089803	2020-06-30 15:04:26.641535	0 days 00:00:09.551732000	0.0	0.0020177155612399237	flat	8	3	COMPLETE
17	1.7994879905794041	2020-06-30 15:04:26.642039	2020-06-30 15:04:36.033959	0 days 00:00:09.391920000	0.0	0.002181770549397105	pyramid_2	8	3	COMPLETE
18	1.9038818924015433	2020-06-30 15:04:36.034463	2020-06-30 15:04:49.194029	0 days 00:00:13.159566000	0.0	0.018959721492235068	flat	8	3	COMPLETE
19	1.7840128643716944	2020-06-30 15:04:49.194531	2020-06-30 15:04:59.010421	0 days 00:00:09.815890000	0.1	0.0024567162688308164	flat	9	3	COMPLETE
20	3.484932549808575	2020-06-30 15:04:59.010916	2020-06-30 15:16:02.132845	0 days 00:11:03.121929000	0.15000000000000002	0.040385797780004465	flat	10	3	COMPLETE
21	1.8031397677093555	2020-06-30 15:16:02.133335	2020-06-30 15:16:11.746516	0 days 00:00:09.613181000	0.05	0.002004346140498724	flat	9	3	COMPLETE
22	1.7931525337121381	2020-06-30 15:16:11.747047	2020-06-30 15:16:21.079708	0 days 00:00:09.332661000	0.0	0.0027885057424023333	flat	8	3	COMPLETE
23	1.8017003170318806	2020-06-30 15:16:21.080198	2020-06-30 15:16:30.462901	0 days 00:00:09.382703000	0.1	0.0036250981674731224	flat	7	3	COMPLETE
24	1.8127820378961104	2020-06-30 15:16:30.463396	2020-06-30 15:16:40.005039	0 days 00:00:09.541643000	0.1	0.0002143066129359373	flat	9	3	COMPLETE
25	1.8314821079349195	2020-06-30 15:16:40.005537	2020-06-30 15:16:48.285920	0 days 00:00:08.280383000	0.0	0.0262439491577166	pyramid_2	8	3	COMPLETE
26	1.7927074418313276	2020-06-30 15:16:48.286410	2020-06-30 15:16:59.305134	0 days 00:00:11.018724000	0.05	0.003018823760973913	pyramid_4	9	3	COMPLETE
27	1.7994045891382868	2020-06-30 15:16:59.305628	2020-06-30 15:17:09.186487	0 days 00:00:09.880859000	0.15000000000000002	0.0009041056641920493	pyramid_4	10	3	COMPLETE
28	1.8085941571709894	2020-06-30 15:17:09.187031	2020-06-30 15:17:19.178014	0 days 00:00:09.990983000	0.15000000000000002	0.01124618807118745	pyramid_4	9	3	COMPLETE
29	1.8102297034215105	2020-06-30 15:17:19.178512	2020-06-30 15:17:31.536715	0 days 00:00:12.358203000	0.05	0.0001696315855057138	pyramid_4	9	3	COMPLETE
30	1.8054635161656152	2020-06-30 15:17:31.537230	2020-06-30 15:17:43.945066	0 days 00:00:12.407836000	0.2	8.66372066302028e-05	pyramid_4	10	2	COMPLETE
