number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	1.2725368363730074	2020-07-06 13:08:41.105671	2020-07-06 13:08:52.146565	0 days 00:00:11.040894000	0.5	0.07316964232008635	pyramid_4	5	2	COMPLETE
1	1.1590478655095364	2020-07-06 13:08:52.147095	2020-07-06 13:09:08.487190	0 days 00:00:16.340095000	0.1	0.0006348498546089041	pyramid_2	4	3	COMPLETE
2	1.1696714525847547	2020-07-06 13:09:08.487709	2020-07-06 13:09:18.079290	0 days 00:00:09.591581000	0.45	0.006990007036119776	pyramid_4	6	2	COMPLETE
3	1.1679410808791348	2020-07-06 13:09:18.079801	2020-07-06 13:09:38.699343	0 days 00:00:20.619542000	0.25	6.421071904410283e-05		8	1	COMPLETE
4	1.2082834126904716	2020-07-06 13:09:38.699875	2020-07-06 13:09:47.731952	0 days 00:00:09.032077000	0.5	0.012971180620672223	pyramid_2	9	2	COMPLETE
5	1.1736528872345204	2020-07-06 13:09:47.732466	2020-07-06 13:09:58.583498	0 days 00:00:10.851032000	0.4	0.0030503237548055308	pyramid_2	10	3	COMPLETE
6	1.158196449543401	2020-07-06 13:09:58.584018	2020-07-06 13:10:11.139426	0 days 00:00:12.555408000	0.25	0.00015803760202289533	flat	6	3	COMPLETE
7	1.1678924124701984	2020-07-06 13:10:11.139961	2020-07-06 13:10:24.838740	0 days 00:00:13.698779000	0.15000000000000002	0.0003632273467741998		7	1	COMPLETE
8	1.1575760144984393	2020-07-06 13:10:24.839232	2020-07-06 13:10:41.679984	0 days 00:00:16.840752000	0.45	0.00021516127485430306	pyramid_4	6	3	COMPLETE
9	1.1597142076751532	2020-07-06 13:10:41.680505	2020-07-06 13:10:53.256989	0 days 00:00:11.576484000	0.15000000000000002	0.00016229548395337663	pyramid_2	8	2	COMPLETE
10	1.2250974031787725	2020-07-06 13:10:53.257479	2020-07-06 13:13:08.761601	0 days 00:02:15.504122000	0.35000000000000003	1.108648166732104e-05	pyramid_4	4	3	COMPLETE
11	1.1584581476877793	2020-07-06 13:13:08.762107	2020-07-06 13:13:41.112585	0 days 00:00:32.350478000	0.0	2.2304346391803657e-05	flat	6	3	COMPLETE
12	1.1570303535654745	2020-07-06 13:13:41.113099	2020-07-06 13:14:08.826123	0 days 00:00:27.713024000	0.30000000000000004	7.066107875207883e-05	flat	6	3	COMPLETE
