number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_layer_size_architecture	params_max_layer_size_exponent	params_num_layers	state
0	1.1495577995157809	2020-06-30 16:46:37.576028	2020-06-30 16:46:51.825215	0 days 00:00:14.249187000	0.2	0.009030135609757038	flat	4	2	COMPLETE
1	1.1502522328781015	2020-06-30 16:46:51.825744	2020-06-30 16:47:02.217440	0 days 00:00:10.391696000	0.5	0.006228946300127836	flat	6	3	COMPLETE
2	1.1588671564988382	2020-06-30 16:47:02.217953	2020-06-30 16:47:12.482247	0 days 00:00:10.264294000	0.2	0.021126789920378076	pyramid_2	8	3	COMPLETE
3	1.14832801754082	2020-06-30 16:47:12.482741	2020-06-30 16:47:28.132620	0 days 00:00:15.649879000	0.5	0.0001642097153593509	flat	6	3	COMPLETE
4	1.1564619844757236	2020-06-30 16:47:28.133128	2020-06-30 16:47:42.031275	0 days 00:00:13.898147000	0.30000000000000004	3.173500609055228e-05		8	1	COMPLETE
5	1.1469266432722747	2020-06-30 16:47:42.031763	2020-06-30 16:47:54.683559	0 days 00:00:12.651796000	0.45	8.725663688348912e-05	pyramid_4	10	2	COMPLETE
6	1.1531882963412619	2020-06-30 16:47:54.684064	2020-06-30 16:48:09.158371	0 days 00:00:14.474307000	0.35000000000000003	0.0001911872636668037	pyramid_4	7	3	COMPLETE
7	1.1484947152777316	2020-06-30 16:48:09.158878	2020-06-30 16:48:22.531237	0 days 00:00:13.372359000	0.25	3.197090464628293e-05	flat	10	2	COMPLETE
8	1.1485738671156533	2020-06-30 16:48:22.531740	2020-06-30 16:48:35.332163	0 days 00:00:12.800423000	0.15000000000000002	3.027640581972059e-05	flat	9	3	COMPLETE
9	2.628562523971929	2020-06-30 16:48:35.332658	2020-06-30 16:55:00.464387	0 days 00:06:25.131729000	0.05	0.02618124625442004		8	1	COMPLETE
10	1.1476771179268301	2020-06-30 16:55:00.464908	2020-06-30 16:55:10.780509	0 days 00:00:10.315601000	0.4	0.0006621781003865579	pyramid_4	10	2	COMPLETE
11	1.146744388392502	2020-06-30 16:55:10.781003	2020-06-30 16:55:20.844958	0 days 00:00:10.063955000	0.4	0.0011123047071470863	pyramid_4	10	2	COMPLETE
12	1.1482712253987215	2020-06-30 16:55:20.845454	2020-06-30 16:55:31.087642	0 days 00:00:10.242188000	0.45	0.0018103245758162199	pyramid_4	10	2	COMPLETE
13	1.1608315239535527	2020-06-30 16:55:31.088135	2020-06-30 16:55:41.545172	0 days 00:00:10.457037000	0.4	0.0002364763176571271		9	1	COMPLETE
14	1.1492732563461363	2020-06-30 16:55:41.545692	2020-06-30 16:55:52.670665	0 days 00:00:11.124973000	0.5	0.0012642246439654992	pyramid_4	9	2	COMPLETE
15	1.2024418444976201	2020-06-30 16:55:52.671176	2020-06-30 16:56:02.491156	0 days 00:00:09.819980000	0.35000000000000003	0.09783970554177764	pyramid_4	4	2	COMPLETE
16	1.1595356335124527	2020-06-30 16:56:02.491649	2020-06-30 16:56:12.942912	0 days 00:00:10.451263000	0.4	8.924284400357312e-05		10	1	COMPLETE
