number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	0.5547323010086247	2020-07-23 13:12:39.399951	2020-07-23 13:22:57.953449	0 days 00:10:18.553498000		0.014160339328420512	9	1				COMPLETE
1	0.5503208532104849	2020-07-23 13:22:57.953936	2020-07-23 13:33:23.564613	0 days 00:10:25.610677000		0.0001329977974362693	9	1				COMPLETE
2	0.5450203746704244	2020-07-23 13:33:23.565077	2020-07-23 13:44:33.151739	0 days 00:11:09.586662000	0.15000000000000002	0.017463180561256227	10	2				COMPLETE
3	0.5321504806795014	2020-07-23 13:44:33.152237	2020-07-23 13:55:53.521515	0 days 00:11:20.369278000	0.4	0.0004865499056077213	8	2			pyramid_4	COMPLETE
4	0.5312128678527511	2020-07-23 13:55:53.522033	2020-07-23 14:06:46.027126	0 days 00:10:52.505093000	0.2	0.0017312540371747173	8	2			pyramid_4	COMPLETE
5	0.5338043764806644	2020-07-23 14:06:46.027637	2020-07-23 14:17:25.614814	0 days 00:10:39.587177000	0.15000000000000002	0.00026280490210666156	10	2				COMPLETE
6	inf	2020-07-23 14:17:25.615296	2020-07-23 14:25:12.196515	0 days 00:07:46.581219000	0.4	0.010527847308971725	10	3				COMPLETE
7	0.5300677899595313	2020-07-23 14:25:12.196996	2020-07-23 14:36:07.386513	0 days 00:10:55.189517000	0.4	0.0005537842593860591	7	3	pyramid_2			COMPLETE
8	0.5452057474248942	2020-07-23 14:36:07.387015	2020-07-23 14:46:41.351123	0 days 00:10:33.964108000		0.0019509297662906508	10	1				COMPLETE
9	0.5324469955573647	2020-07-23 14:46:41.351613	2020-07-23 14:58:21.181860	0 days 00:11:39.830247000	0.35000000000000003	0.004727239109056829	6	3		flat		COMPLETE
10	0.5294590514120061	2020-07-23 14:58:21.182374	2020-07-23 15:17:39.360566	0 days 00:19:18.178192000	0.5	1.4792740723896807e-05	6	3		pyramid_4		COMPLETE
11	0.5292393460142759	2020-07-23 15:17:39.361111	2020-07-23 15:39:16.019703	0 days 00:21:36.658592000	0.5	1.1990878343403761e-05	6	3		pyramid_4		COMPLETE
12	0.5292398256472438	2020-07-23 15:39:16.020274	2020-07-23 16:00:55.110928	0 days 00:21:39.090654000	0.5	1.0378885128113886e-05	6	3		pyramid_4		COMPLETE
13	0.53240255974079	2020-07-23 16:00:55.111448	2020-07-23 16:16:48.564684	0 days 00:15:53.453236000	0.5	1.0380122281532638e-05	7	3	flat			COMPLETE
14	0.5418945149032084	2020-07-23 16:16:48.565167	2020-07-23 16:28:17.039946	0 days 00:11:28.474779000	0.05	4.1331627579650704e-05	6	3		pyramid_4		COMPLETE
15	0.5291779717646587	2020-07-23 16:28:17.040522	2020-07-23 16:41:59.574011	0 days 00:13:42.533489000	0.5	4.3391355807460255e-05	7	3	pyramid_2			COMPLETE
16	0.5418689979584436	2020-07-23 16:41:59.574587	2020-07-23 16:55:55.762231	0 days 00:13:56.187644000	0.30000000000000004	4.0415421307716455e-05	7	2			flat	COMPLETE
17	0.5295838834850639	2020-07-23 16:55:55.762736	2020-07-23 17:10:12.274490	0 days 00:14:16.511754000	0.5	3.001029423806661e-05	7	3	pyramid_2			COMPLETE
18	0.5289321266254579	2020-07-23 17:10:12.274988	2020-07-23 17:23:25.691701	0 days 00:13:13.416713000	0.45	0.00010559961425319658	7	3	pyramid_2			COMPLETE
19	0.5364363647897922	2020-07-23 17:23:25.692197	2020-07-23 17:34:59.716477	0 days 00:11:34.024280000	0.45	0.00010378355412354038	8	2			pyramid_2	COMPLETE
20	0.5294008779564773	2020-07-23 17:34:59.716980	2020-07-23 17:46:31.928539	0 days 00:11:32.211559000	0.30000000000000004	8.706470354396899e-05	7	3	pyramid_2			COMPLETE
21	0.5295401116420762	2020-07-23 17:46:31.929077	2020-07-23 18:02:53.645906	0 days 00:16:21.716829000	0.45	2.1099757524874628e-05	7	3	pyramid_2			COMPLETE
22	0.5301376839888019	2020-07-23 18:02:53.646506	2020-07-23 18:16:30.021762	0 days 00:13:36.375256000	0.45	5.663621126934545e-05	6	3		pyramid_2		COMPLETE
23	0.5297856065202776	2020-07-23 18:16:30.022310	2020-07-23 18:27:40.754587	0 days 00:11:10.732277000	0.5	0.0002474722738901392	7	3	pyramid_2			COMPLETE
24	0.5368584812550012	2020-07-23 18:27:40.755068	2020-07-23 18:41:13.235569	0 days 00:13:32.480501000	0.35000000000000003	2.1834572067578937e-05	6	3		flat		COMPLETE
