number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_3	state
0	inf	2020-07-23 11:14:10.729772	2020-07-23 11:23:39.676889	0 days 00:09:28.947117000	0.5	0.014685619389743242	10	2			COMPLETE
1	0.6662142400602232	2020-07-23 11:23:39.677458	2020-07-23 11:33:55.624584	0 days 00:10:15.947126000		3.6595934903844815e-05	6	1			COMPLETE
2	0.557355467842588	2020-07-23 11:33:55.625057	2020-07-23 11:50:28.089878	0 days 00:16:32.464821000	0.30000000000000004	5.397953188779635e-05	7	2		pyramid_2	COMPLETE
3	0.6189879359518973	2020-07-23 11:50:28.090432	2020-07-23 12:02:19.379132	0 days 00:11:51.288700000	0.0	2.974514993793566e-05	8	2		flat	COMPLETE
4	0.553597877683032	2020-07-23 12:02:19.379634	2020-07-23 12:12:41.466868	0 days 00:10:22.087234000	0.15000000000000002	0.0040197671331370696	8	2		flat	COMPLETE
5	inf	2020-07-23 12:12:41.467361	2020-07-23 12:20:57.787667	0 days 00:08:16.320306000	0.2	0.013861572423861062	7	3	pyramid_2		COMPLETE
6	0.5815990203375847	2020-07-23 12:20:57.788182	2020-07-23 12:33:43.395134	0 days 00:12:45.606952000		0.002284217698224443	8	1			COMPLETE
7	0.5479922518571311	2020-07-23 12:33:43.395653	2020-07-23 12:44:47.139070	0 days 00:11:03.743417000	0.5	0.0018125654188560565	10	3			COMPLETE
8	0.5481029425442114	2020-07-23 12:44:47.139528	2020-07-23 12:57:02.589748	0 days 00:12:15.450220000	0.35000000000000003	0.00026322130893732706	10	2			COMPLETE
9	0.6197251399991667	2020-07-23 12:57:02.590233	2020-07-23 13:09:42.307758	0 days 00:12:39.717525000	0.0	8.389486949763644e-05	6	2		pyramid_4	COMPLETE
10	0.5470161381291758	2020-07-23 13:09:42.308293	2020-07-23 13:20:09.557519	0 days 00:10:27.249226000	0.5	0.0009378334002897994	9	3			COMPLETE
11	0.5461927782077667	2020-07-23 13:20:09.558041	2020-07-23 13:30:36.173578	0 days 00:10:26.615537000	0.5	0.000875889398861501	9	3			COMPLETE
12	0.5441308496454039	2020-07-23 13:30:36.174078	2020-07-23 13:41:21.924356	0 days 00:10:45.750278000	0.4	0.0004074672376131003	9	3			COMPLETE
13	0.5433184276204023	2020-07-23 13:41:21.924824	2020-07-23 13:52:41.421840	0 days 00:11:19.497016000	0.4	0.00030088163233797513	9	3			COMPLETE
14	0.5415817749183962	2020-07-23 13:52:41.422406	2020-07-23 14:05:23.293592	0 days 00:12:41.871186000	0.4	0.00019513389739258903	9	3			COMPLETE
15	0.5402671227067761	2020-07-23 14:05:23.294135	2020-07-23 14:18:26.684018	0 days 00:13:03.389883000	0.4	0.00014306368741433243	9	3			COMPLETE
16	0.5424845522998161	2020-07-23 14:18:26.684567	2020-07-23 14:40:45.896527	0 days 00:22:19.211960000	0.4	1.042163181825616e-05	9	3			COMPLETE
17	0.5400761782157358	2020-07-23 14:40:45.897010	2020-07-23 14:52:27.815454	0 days 00:11:41.918444000	0.25	0.0001382792188183828	10	3			COMPLETE
18	0.5423944614840697	2020-07-23 14:52:27.815966	2020-07-23 15:09:30.113689	0 days 00:17:02.297723000	0.1	1.0322051153321222e-05	10	3			COMPLETE
19	0.5987276027909083	2020-07-23 15:09:30.114270	2020-07-23 15:36:13.803519	0 days 00:26:43.689249000		0.00011045393089025608	10	1			COMPLETE
20	0.5427954733897064	2020-07-23 15:36:13.804021	2020-07-23 15:53:05.260723	0 days 00:16:51.456702000	0.25	0.00013639396515760594	7	3	flat		COMPLETE
21	0.5411951213192341	2020-07-23 15:53:05.261337	2020-07-23 16:06:03.239184	0 days 00:12:57.977847000	0.30000000000000004	0.00013339459389664243	9	3			COMPLETE
22	0.5421481499775052	2020-07-23 16:06:03.239696	2020-07-23 16:23:16.326298	0 days 00:17:13.086602000	0.30000000000000004	1.7851234572660875e-05	9	3			COMPLETE
23	0.5399415749483538	2020-07-23 16:23:16.326824	2020-07-23 16:36:48.446974	0 days 00:13:32.120150000	0.25	7.06082682118315e-05	10	3			COMPLETE
24	0.540596311398656	2020-07-23 16:36:48.447421	2020-07-23 16:50:44.681019	0 days 00:13:56.233598000	0.2	6.0483465245729945e-05	10	3			COMPLETE
