number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	inf	2020-07-23 08:14:57.118687	2020-07-23 08:23:14.282640	0 days 00:08:17.163953000	0.15000000000000002	0.017003686542367436	7	3	pyramid_2			COMPLETE
1	0.5446048519217014	2020-07-23 08:23:14.283173	2020-07-23 08:34:19.803556	0 days 00:11:05.520383000	0.45	0.018469671069182663	7	2			pyramid_2	COMPLETE
2	inf	2020-07-23 08:34:19.804063	2020-07-23 08:42:42.915698	0 days 00:08:23.111635000	0.25	0.029989987259676987	8	2			pyramid_4	COMPLETE
3	0.5487831237610149	2020-07-23 08:42:42.916252	2020-07-23 08:53:11.203599	0 days 00:10:28.287347000		0.010537113092522326	7	1				COMPLETE
4	0.5505717560273733	2020-07-23 08:53:11.204070	2020-07-23 09:03:27.348340	0 days 00:10:16.144270000		0.0016147224609449806	10	1				COMPLETE
5	0.5575629730781988	2020-07-23 09:03:27.348848	2020-07-23 09:13:50.034770	0 days 00:10:22.685922000		8.997050983994439e-05	10	1				COMPLETE
6	0.5346205666395463	2020-07-23 09:13:50.035313	2020-07-23 09:25:12.398071	0 days 00:11:22.362758000	0.45	0.0002679595062527196	9	3				COMPLETE
7	0.5376201584033977	2020-07-23 09:25:12.398618	2020-07-23 09:36:42.604708	0 days 00:11:30.206090000	0.45	0.007034840380858529	7	2			flat	COMPLETE
8	0.5366711540422824	2020-07-23 09:36:42.605183	2020-07-23 09:48:06.978206	0 days 00:11:24.373023000	0.4	0.00063166077348326	10	2				COMPLETE
9	inf	2020-07-23 09:48:06.978680	2020-07-23 09:56:42.263203	0 days 00:08:35.284523000	0.1	0.02158354962780286	7	3	pyramid_2			COMPLETE
10	0.5358166933020676	2020-07-23 09:56:42.263674	2020-07-23 10:14:59.661935	0 days 00:18:17.398261000	0.30000000000000004	1.0794327506394241e-05	9	3				COMPLETE
11	0.5358251270871633	2020-07-23 10:14:59.662410	2020-07-23 10:33:53.628834	0 days 00:18:53.966424000	0.30000000000000004	1.094735486810361e-05	9	3				COMPLETE
12	0.5356932393614136	2020-07-23 10:33:53.629381	2020-07-23 10:52:39.028569	0 days 00:18:45.399188000	0.35000000000000003	1.0070622600274047e-05	9	3				COMPLETE
13	0.5348545467971989	2020-07-23 10:52:39.029060	2020-07-23 11:04:28.770576	0 days 00:11:49.741516000	0.5	6.241139353533099e-05	9	3				COMPLETE
14	0.535542236918946	2020-07-23 11:04:28.771057	2020-07-23 11:16:40.109651	0 days 00:12:11.338594000	0.5	7.048006723387399e-05	8	3	flat			COMPLETE
15	0.5348535262631228	2020-07-23 11:16:40.110133	2020-07-23 11:28:22.422982	0 days 00:11:42.312849000	0.5	6.302378939252335e-05	9	3				COMPLETE
16	0.5380032156314994	2020-07-23 11:28:22.423471	2020-07-23 11:39:17.069051	0 days 00:10:54.645580000	0.5	0.0001929540807704696	8	2			pyramid_4	COMPLETE
17	0.5352237694482229	2020-07-23 11:39:17.069533	2020-07-23 11:53:49.300815	0 days 00:14:32.231282000	0.4	2.896516767374027e-05	9	3				COMPLETE
18	0.5355764517313134	2020-07-23 11:53:49.301267	2020-07-23 12:05:07.132134	0 days 00:11:17.830867000	0.2	0.0003798229333640602	6	3		pyramid_2		COMPLETE
19	0.5513366705461388	2020-07-23 12:05:07.132643	2020-07-23 12:15:40.665933	0 days 00:10:33.533290000	0.05	2.9358252826272537e-05	10	2				COMPLETE
20	0.5360359871271826	2020-07-23 12:15:40.666474	2020-07-23 12:26:33.421030	0 days 00:10:52.754556000	0.4	0.0017326605345061462	9	3				COMPLETE
21	0.5349784906455329	2020-07-23 12:26:33.421485	2020-07-23 12:39:10.549260	0 days 00:12:37.127775000	0.5	5.823401897517198e-05	9	3				COMPLETE
22	0.5347353723482525	2020-07-23 12:39:10.549724	2020-07-23 12:50:20.898272	0 days 00:11:10.348548000	0.5	0.00020777541002447517	9	3				COMPLETE
23	0.5352142663250048	2020-07-23 12:50:20.898755	2020-07-23 13:01:54.600194	0 days 00:11:33.701439000	0.45	0.0002236401363705843	8	3	flat			COMPLETE
24	0.5362732798923602	2020-07-23 13:01:54.600641	2020-07-23 13:12:36.613889	0 days 00:10:42.013248000	0.5	0.0008268203351942213	10	3				COMPLETE
