number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	0.5453509316684713	2020-07-21 13:21:15.901131	2020-07-21 13:31:53.836076	0 days 00:10:37.934945000		0.0008420909559878218	7	1				COMPLETE
1	0.5360701193704107	2020-07-21 13:31:53.836558	2020-07-21 13:43:03.112565	0 days 00:11:09.276007000	0.15000000000000002	0.004994448385868393	6	3		pyramid_4		COMPLETE
2	0.543625463261423	2020-07-21 13:43:03.113116	2020-07-21 13:54:09.322054	0 days 00:11:06.208938000		3.078463555469786e-05	9	1				COMPLETE
3	inf	2020-07-21 13:54:09.322578	2020-07-21 14:02:02.827657	0 days 00:07:53.505079000	0.45	0.02667661301017305	10	3				COMPLETE
4	0.5371386772918026	2020-07-21 14:02:02.828146	2020-07-21 14:13:47.676623	0 days 00:11:44.848477000	0.15000000000000002	0.01268141984844319	7	2			pyramid_4	COMPLETE
5	0.5339897671740841	2020-07-21 14:13:47.677153	2020-07-21 14:25:15.775509	0 days 00:11:28.098356000	0.35000000000000003	0.00039651407235862744	10	3				COMPLETE
6	0.5480766327619342	2020-07-21 14:25:15.776036	2020-07-21 14:36:01.399522	0 days 00:10:45.623486000		0.0058634914325506205	8	1				COMPLETE
7	0.5479065216158893	2020-07-21 14:36:01.399998	2020-07-21 14:46:45.140373	0 days 00:10:43.740375000		0.0036974467860286645	9	1				COMPLETE
8	0.5441855983447438	2020-07-21 14:46:45.140897	2020-07-21 14:57:26.787062	0 days 00:10:41.646165000		0.00013663880226891725	9	1				COMPLETE
9	0.5567829856569002	2020-07-21 14:57:26.787539	2020-07-21 15:08:28.364528	0 days 00:11:01.576989000		0.008517845970291071	10	1				COMPLETE
10	0.5354295283013166	2020-07-21 15:08:28.365008	2020-07-21 15:19:54.496039	0 days 00:11:26.131031000	0.45	0.00033898112713208467	10	2				COMPLETE
11	0.5352863971295344	2020-07-21 15:19:54.496572	2020-07-21 15:32:35.742976	0 days 00:12:41.246404000	0.45	0.0003523649020928252	10	2				COMPLETE
12	0.532649125406955	2020-07-21 15:32:35.743462	2020-07-21 15:45:48.280716	0 days 00:13:12.537254000	0.35000000000000003	6.740545616899579e-05	10	3				COMPLETE
13	0.5343075414601941	2020-07-21 15:45:48.281209	2020-07-21 16:05:20.036000	0 days 00:19:31.754791000	0.30000000000000004	1.0699977838528582e-05	9	3				COMPLETE
14	0.53347340766104	2020-07-21 16:05:20.036492	2020-07-21 16:19:11.051339	0 days 00:13:51.014847000	0.30000000000000004	6.875927648711066e-05	8	3	flat			COMPLETE
15	0.533799831663582	2020-07-21 16:19:11.051869	2020-07-21 16:33:22.552376	0 days 00:14:11.500507000	0.25	4.2234159413686986e-05	8	3	flat			COMPLETE
16	0.549858592538471	2020-07-21 16:33:22.552873	2020-07-21 16:44:56.046225	0 days 00:11:33.493352000	0.0	6.930145840569885e-05	6	3		flat		COMPLETE
17	0.5411621172337485	2020-07-21 16:44:56.046736	2020-07-21 17:08:33.350112	0 days 00:23:37.303376000	0.35000000000000003	1.1748198789416106e-05	7	2			flat	COMPLETE
18	0.5332667958186222	2020-07-21 17:08:33.350642	2020-07-21 17:21:27.952943	0 days 00:12:54.602301000	0.15000000000000002	0.0001294033911962499	8	3	flat			COMPLETE
19	0.5351016161216243	2020-07-21 17:21:27.953455	2020-07-21 17:33:04.113419	0 days 00:11:36.159964000	0.1	0.0015005062475668663	7	2			pyramid_2	COMPLETE
20	0.5340211488435376	2020-07-21 17:33:04.113927	2020-07-21 17:45:21.082605	0 days 00:12:16.968678000	0.0	0.0001500651106320285	9	3				COMPLETE
21	0.5340569159442824	2020-07-21 17:45:21.083076	2020-07-21 18:05:10.318772	0 days 00:19:49.235696000	0.2	2.0856767488760545e-05	8	3	flat			COMPLETE
22	0.5329533516152785	2020-07-21 18:05:10.319280	2020-07-21 18:18:03.083967	0 days 00:12:52.764687000	0.35000000000000003	0.00011336765704503688	8	3	flat			COMPLETE
23	0.5330467021210229	2020-07-21 18:18:03.084472	2020-07-21 18:30:35.714412	0 days 00:12:32.629940000	0.35000000000000003	0.00015346247774806232	8	3	pyramid_2			COMPLETE
24	0.5336761537884106	2020-07-21 18:30:35.714925	2020-07-21 18:42:35.042982	0 days 00:11:59.328057000	0.4	0.00021530464620413026	7	3	pyramid_2			COMPLETE
