number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.6396816888028388	2020-07-20 21:36:49.924710	2020-07-20 22:01:59.671261	0 days 00:25:09.746551000	0.2	1.0969641757109444e-05	9	2		flat		COMPLETE
1	0.6228798903643189	2020-07-20 22:01:59.671855	2020-07-20 22:14:58.658468	0 days 00:12:58.986613000	0.4	2.6132615888874063e-05	10	3				COMPLETE
2	0.6246664866001389	2020-07-20 22:14:58.658972	2020-07-20 22:25:45.908024	0 days 00:10:47.249052000	0.0	0.0005313400935378332	9	2		pyramid_2		COMPLETE
3	0.6501266298369957	2020-07-20 22:25:45.908465	2020-07-20 22:44:48.343287	0 days 00:19:02.434822000		0.0020359860824258175	8	1				COMPLETE
4	0.6989029531976377	2020-07-20 22:44:48.343764	2020-07-20 22:55:04.714939	0 days 00:10:16.371175000		1.5934251877118856e-05	10	1				COMPLETE
5	0.6478493144796761	2020-07-20 22:55:04.715437	2020-07-20 23:07:50.855123	0 days 00:12:46.139686000		0.013758703099504608	6	1				COMPLETE
6	0.6230813063293511	2020-07-20 23:07:50.855627	2020-07-20 23:19:42.909930	0 days 00:11:52.054303000	0.35000000000000003	0.002442620367128606	7	3	flat			COMPLETE
7	0.6705717598386405	2020-07-20 23:19:42.910405	2020-07-20 23:30:10.618299	0 days 00:10:27.707894000		0.018519466633084677	9	1				COMPLETE
8	0.6205535427906363	2020-07-20 23:30:10.618777	2020-07-20 23:43:35.139302	0 days 00:13:24.520525000	0.05	3.364210356249633e-05	10	3				COMPLETE
9	inf	2020-07-20 23:43:35.139825	2020-07-20 23:51:23.789309	0 days 00:07:48.649484000	0.45	0.01559403933265653	8	3	pyramid_2			COMPLETE
10	0.62120426912586	2020-07-20 23:51:23.789813	2020-07-21 00:03:57.460955	0 days 00:12:33.671142000	0.0	0.00010874471796058804	10	3				COMPLETE
11	0.6206584123835744	2020-07-21 00:03:57.461446	2020-07-21 00:16:56.271031	0 days 00:12:58.809585000	0.0	8.21297411816089e-05	10	3				COMPLETE
12	0.6352214176235317	2020-07-21 00:16:56.271542	2020-07-21 00:29:35.711368	0 days 00:12:39.439826000	0.15000000000000002	7.634948942468695e-05	10	2				COMPLETE
13	0.6215590623439043	2020-07-21 00:29:35.711860	2020-07-21 00:42:03.241661	0 days 00:12:27.529801000	0.1	9.073316450472664e-05	9	3				COMPLETE
14	0.6217268045595744	2020-07-21 00:42:03.242177	2020-07-21 00:53:26.179046	0 days 00:11:22.936869000	0.0	0.00027906612709606876	10	3				COMPLETE
15	0.6311838459652361	2020-07-21 00:53:26.179533	2020-07-21 01:10:47.342445	0 days 00:17:21.162912000	0.1	4.3995763605762147e-05	7	2			pyramid_2	COMPLETE
16	0.622699321382558	2020-07-21 01:10:47.342956	2020-07-21 01:22:08.512058	0 days 00:11:21.169102000	0.30000000000000004	0.00027669020856270786	9	3				COMPLETE
17	0.6425012874384036	2020-07-21 01:22:08.512560	2020-07-21 01:34:33.192468	0 days 00:12:24.679908000	0.05	3.1865190314891675e-05	10	2				COMPLETE
18	0.6225600457195684	2020-07-21 01:34:33.192914	2020-07-21 01:46:14.004699	0 days 00:11:40.811785000	0.2	0.00017278049465963973	8	3	flat			COMPLETE
19	0.6237096954298483	2020-07-21 01:46:14.005182	2020-07-21 02:08:44.152943	0 days 00:22:30.147761000	0.1	1.1055830283310861e-05	7	3	pyramid_2			COMPLETE
20	0.6248321789405074	2020-07-21 02:08:44.153392	2020-07-21 02:19:37.206308	0 days 00:10:53.052916000	0.0	0.0008390648243530233	9	2		pyramid_2		COMPLETE
21	0.6212056533820223	2020-07-21 02:19:37.206771	2020-07-21 02:32:17.791273	0 days 00:12:40.584502000	0.0	6.884156356201957e-05	10	3				COMPLETE
22	0.6207019226148421	2020-07-21 02:32:17.791793	2020-07-21 02:44:36.073496	0 days 00:12:18.281703000	0.05	0.00010938952518865363	10	3				COMPLETE
23	0.6205593493804796	2020-07-21 02:44:36.073958	2020-07-21 02:57:23.779005	0 days 00:12:47.705047000	0.05	3.7411112156934075e-05	10	3				COMPLETE
24	0.6237765860114869	2020-07-21 02:57:23.779525	2020-07-21 03:14:10.109156	0 days 00:16:46.329631000	0.05	1.845277545351996e-05	9	3				COMPLETE
