number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.5446638011296961	2020-07-24 00:01:32.727681	2020-07-24 00:11:59.138602	0 days 00:10:26.410921000		0.009614775789419605	9	1					COMPLETE
1	0.5325263695864563	2020-07-24 00:11:59.139087	2020-07-24 00:25:13.778602	0 days 00:13:14.639515000	0.15000000000000002	3.145912551191766e-05	6	3		pyramid_4			COMPLETE
2	0.5280466757483959	2020-07-24 00:25:13.779124	2020-07-24 00:36:26.197865	0 days 00:11:12.418741000	0.2	0.0006879076891346671	8	3	flat				COMPLETE
3	0.533518229450558	2020-07-24 00:36:26.198449	2020-07-24 00:47:10.589374	0 days 00:10:44.390925000	0.5	0.0002639370404613082	10	2					COMPLETE
4	0.5558646629641169	2020-07-24 00:47:10.589852	2020-07-24 00:57:29.707970	0 days 00:10:19.118118000		5.6589911095263494e-05	8	1					COMPLETE
5	0.5348317828688407	2020-07-24 00:57:29.708485	2020-07-24 01:08:19.192594	0 days 00:10:49.484109000	0.2	0.0001685738890176984	10	2					COMPLETE
6	0.5290927170887807	2020-07-24 01:08:19.193084	2020-07-24 01:20:05.504064	0 days 00:11:46.310980000	0.0	0.00029021046174677347	7	3	pyramid_2				COMPLETE
7	0.5317585076667076	2020-07-24 01:20:05.504544	2020-07-24 01:31:29.778680	0 days 00:11:24.274136000	0.25	0.0005119747009157955	6	2				pyramid_4	COMPLETE
8	0.5450517436506315	2020-07-24 01:31:29.779217	2020-07-24 01:42:36.479189	0 days 00:11:06.699972000	0.5	2.774204607241929e-05	8	2				flat	COMPLETE
9	0.5443230930687321	2020-07-24 01:42:36.479714	2020-07-24 01:52:52.048822	0 days 00:10:15.569108000		0.0044139963058875175	10	1					COMPLETE
10	0.5296227678647869	2020-07-24 01:52:52.049412	2020-07-24 02:04:39.918595	0 days 00:11:47.869183000	0.35000000000000003	0.0021687390509699273	7	3	flat				COMPLETE
11	0.5288486254194339	2020-07-24 02:04:39.919093	2020-07-24 02:15:52.552608	0 days 00:11:12.633515000	0.0	0.0013535297368841412	7	3	pyramid_2				COMPLETE
12	0.5285401343741938	2020-07-24 02:15:52.553093	2020-07-24 02:27:21.434458	0 days 00:11:28.881365000	0.0	0.001532526271035908	7	3	pyramid_2				COMPLETE
13	0.5283051139969773	2020-07-24 02:27:21.435005	2020-07-24 02:38:16.374627	0 days 00:10:54.939622000	0.1	0.0012249323934285501	9	3					COMPLETE
14	inf	2020-07-24 02:38:16.375125	2020-07-24 02:46:01.206459	0 days 00:07:44.831334000	0.1	0.018544316246783467	9	3					COMPLETE
15	0.5271351446846226	2020-07-24 02:46:01.207014	2020-07-24 02:57:39.293930	0 days 00:11:38.086916000	0.30000000000000004	8.972701065504685e-05	9	3					COMPLETE
16	0.5367306767769685	2020-07-24 02:57:39.294425	2020-07-24 03:08:50.425482	0 days 00:11:11.131057000	0.35000000000000003	9.000761491289834e-05	9	2			pyramid_2		COMPLETE
17	0.5289224231659774	2020-07-24 03:08:50.425965	2020-07-24 03:26:35.653155	0 days 00:17:45.227190000	0.30000000000000004	1.3036459908792755e-05	8	3	flat				COMPLETE
18	0.5281680571345959	2020-07-24 03:26:35.653651	2020-07-24 03:37:32.484001	0 days 00:10:56.830350000	0.4	0.0005052229322715116	9	3					COMPLETE
19	0.5364844685682144	2020-07-24 03:37:32.484518	2020-07-24 03:48:45.910775	0 days 00:11:13.426257000	0.25	0.0001030271640168297	8	2				pyramid_2	COMPLETE
20	0.5279790764055636	2020-07-24 03:48:45.911244	2020-07-24 04:04:22.997131	0 days 00:15:37.085887000	0.4	2.115821534524414e-05	9	3					COMPLETE
21	0.5279517681404975	2020-07-24 04:04:22.997630	2020-07-24 04:26:51.759697	0 days 00:22:28.762067000	0.4	1.3353697530287197e-05	9	3					COMPLETE
22	0.5281426439558393	2020-07-24 04:26:51.760168	2020-07-24 04:49:18.595274	0 days 00:22:26.835106000	0.45	1.1847224242797708e-05	9	3					COMPLETE
23	0.5267229187439786	2020-07-24 04:49:18.595742	2020-07-24 05:04:51.068824	0 days 00:15:32.473082000	0.4	2.387445615561455e-05	10	3					COMPLETE
24	0.5262975206246925	2020-07-24 05:04:51.069459	2020-07-24 05:17:27.531588	0 days 00:12:36.462129000	0.35000000000000003	5.43545645552836e-05	10	3					COMPLETE
