number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.5596034002149011	2020-07-20 09:11:36.565649	2020-07-20 09:35:35.306245	0 days 00:23:58.740596000		7.694397460201918e-05	6	1					COMPLETE
1	0.5286312757637628	2020-07-20 09:35:35.306725	2020-07-20 09:51:58.436206	0 days 00:16:23.129481000	0.5	0.000343805697219576	7	2				pyramid_2	COMPLETE
2	0.5247927195145944	2020-07-20 09:51:58.436713	2020-07-20 10:04:30.062817	0 days 00:12:31.626104000	0.4	0.00046515439033500565	7	3	pyramid_2				COMPLETE
3	0.5290652794519142	2020-07-20 10:04:30.063338	2020-07-20 10:15:52.392017	0 days 00:11:22.328679000	0.2	0.0005946260858175876	9	2			flat		COMPLETE
4	0.5592573120363487	2020-07-20 10:15:52.392553	2020-07-20 10:32:30.996408	0 days 00:16:38.603855000		1.8530295172616127e-05	6	1					COMPLETE
5	0.53171255222489	2020-07-20 10:32:30.996890	2020-07-20 11:19:41.307965	0 days 00:47:10.311075000	0.35000000000000003	1.9892303844658437e-05	7	2				flat	COMPLETE
6	0.5448924765866403	2020-07-20 11:19:41.308448	2020-07-20 11:33:06.617460	0 days 00:13:25.309012000	0.0	2.1609494133834872e-05	10	2					COMPLETE
7	0.5593151874011316	2020-07-20 11:33:06.617939	2020-07-20 11:57:19.934577	0 days 00:24:13.316638000		1.929301420452334e-05	8	1					COMPLETE
8	inf	2020-07-20 11:57:19.935109	2020-07-20 12:04:36.355978	0 days 00:07:16.420869000	0.35000000000000003	0.01806411508658574	10	3					COMPLETE
9	0.5271793719296964	2020-07-20 12:04:36.356456	2020-07-20 12:17:03.697480	0 days 00:12:27.341024000	0.15000000000000002	0.005542170936852527	6	3		pyramid_2			COMPLETE
10	0.5254101555678753	2020-07-20 12:17:03.697961	2020-07-20 12:30:28.675839	0 days 00:13:24.977878000	0.5	0.0015995386187646246	8	3	pyramid_2				COMPLETE
11	0.5259995210303995	2020-07-20 12:30:28.676348	2020-07-20 12:42:45.703210	0 days 00:12:17.026862000	0.5	0.0015740201397297575	8	3	pyramid_2				COMPLETE
12	0.52549911919658	2020-07-20 12:42:45.703734	2020-07-20 12:56:11.760075	0 days 00:13:26.056341000	0.4	0.002208795145284738	7	3	pyramid_2				COMPLETE
13	0.5241520544177516	2020-07-20 12:56:11.760605	2020-07-20 13:10:44.075046	0 days 00:14:32.314441000	0.5	0.00017565998937215508	9	3					COMPLETE
14	0.5243889165997482	2020-07-20 13:10:44.075525	2020-07-20 13:26:26.757825	0 days 00:15:42.682300000	0.4	0.00011093359975594177	9	3					COMPLETE
15	0.5248319687203216	2020-07-20 13:26:26.758286	2020-07-20 13:40:47.010691	0 days 00:14:20.252405000	0.30000000000000004	6.990384043590462e-05	9	3					COMPLETE
16	0.5299323740817186	2020-07-20 13:40:47.011157	2020-07-20 13:53:22.940258	0 days 00:12:35.929101000	0.45	0.00010895715864743577	9	2			pyramid_2		COMPLETE
17	0.5249374157785409	2020-07-20 13:53:22.940753	2020-07-20 14:06:14.002060	0 days 00:12:51.061307000	0.25	0.0001592730565485458	9	3					COMPLETE
18	0.524546104946429	2020-07-20 14:06:14.002539	2020-07-20 14:24:18.632891	0 days 00:18:04.630352000	0.45	4.499346227315726e-05	10	3					COMPLETE
19	0.5291153282185185	2020-07-20 14:24:18.633348	2020-07-20 14:36:00.090543	0 days 00:11:41.457195000	0.4	0.00021637109051755765	9	2			pyramid_2		COMPLETE
20	0.5265633087602609	2020-07-20 14:36:00.091012	2020-07-20 14:48:32.669830	0 days 00:12:32.578818000	0.05	4.316031005961143e-05	10	3					COMPLETE
21	0.5243832687801047	2020-07-20 14:48:32.670377	2020-07-20 15:06:11.596085	0 days 00:17:38.925708000	0.45	5.274662374667062e-05	10	3					COMPLETE
22	0.5243516317673865	2020-07-20 15:06:11.596560	2020-07-20 15:21:21.932192	0 days 00:15:10.335632000	0.45	0.0002594108652346009	9	3					COMPLETE
23	0.5252835507182511	2020-07-20 15:21:21.932625	2020-07-20 15:33:55.030712	0 days 00:12:33.098087000	0.5	0.0008887225372620493	10	3					COMPLETE
24	0.5241996947823631	2020-07-20 15:33:55.031190	2020-07-20 15:48:39.173034	0 days 00:14:44.141844000	0.45	0.0002591347413829722	9	3					COMPLETE
