number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	0.872895941390564	2020-07-23 10:38:08.252357	2020-07-23 10:48:52.642451	0 days 00:10:44.390094000		0.022654587798164268	8	1				COMPLETE
1	0.8440036969621941	2020-07-23 10:48:52.642937	2020-07-23 11:00:50.283522	0 days 00:11:57.640585000	0.45	8.166562116395907e-05	9	3				COMPLETE
2	0.8405065624755356	2020-07-23 11:00:50.284041	2020-07-23 11:12:18.651073	0 days 00:11:28.367032000	0.0	0.0045512382643252604	7	3	flat			COMPLETE
3	0.8742694845247367	2020-07-23 11:12:18.651599	2020-07-23 11:22:55.957742	0 days 00:10:37.306143000		0.00010476524013882307	7	1				COMPLETE
4	0.8425279578611699	2020-07-23 11:22:55.958253	2020-07-23 11:34:19.044085	0 days 00:11:23.085832000	0.30000000000000004	0.0004571622326032202	8	2			pyramid_2	COMPLETE
5	0.8427563049244452	2020-07-23 11:34:19.044617	2020-07-23 11:46:14.674119	0 days 00:11:55.629502000	0.35000000000000003	0.000242347750047598	7	3	flat			COMPLETE
6	0.8414659348276208	2020-07-23 11:46:14.674662	2020-07-23 11:57:54.233345	0 days 00:11:39.558683000	0.0	0.0005923886987488873	9	3				COMPLETE
7	inf	2020-07-23 11:57:54.233888	2020-07-23 12:06:27.452004	0 days 00:08:33.218116000	0.45	0.019408957740942756	10	2				COMPLETE
8	0.8638512095646137	2020-07-23 12:06:27.452536	2020-07-23 12:17:08.211659	0 days 00:10:40.759123000		0.008622486604458584	7	1				COMPLETE
9	0.8690979424928305	2020-07-23 12:17:08.212209	2020-07-23 12:28:00.865221	0 days 00:10:52.653012000		8.867186526134778e-05	6	1				COMPLETE
10	0.8408689357264008	2020-07-23 12:28:00.865741	2020-07-23 12:38:55.363264	0 days 00:10:54.497523000	0.0	0.0029733099819802163	6	3		pyramid_4		COMPLETE
11	0.8405725143617	2020-07-23 12:38:55.363810	2020-07-23 12:49:51.440671	0 days 00:10:56.076861000	0.0	0.003073957780891287	6	3		pyramid_4		COMPLETE
12	0.8425410712635907	2020-07-23 12:49:51.441201	2020-07-23 13:00:51.218660	0 days 00:10:59.777459000	0.1	0.002673510357664737	6	2			flat	COMPLETE
13	0.8410407064827431	2020-07-23 13:00:51.219209	2020-07-23 13:12:26.104924	0 days 00:11:34.885715000	0.15000000000000002	0.002417557455060129	7	3	flat			COMPLETE
14	0.8447760870697714	2020-07-23 13:12:26.105459	2020-07-23 13:33:24.287092	0 days 00:20:58.181633000	0.1	1.201193930328818e-05	6	3		pyramid_4		COMPLETE
15	0.8450471590482271	2020-07-23 13:33:24.287639	2020-07-23 13:44:29.682539	0 days 00:11:05.394900000	0.0	0.006514456726174368	7	2			pyramid_4	COMPLETE
16	0.8435259015088653	2020-07-23 13:44:29.683086	2020-07-23 13:55:42.298695	0 days 00:11:12.615609000	0.2	0.0011421429511425767	6	3		pyramid_2		COMPLETE
17	0.8426693649584306	2020-07-23 13:55:42.299221	2020-07-23 14:06:43.176995	0 days 00:11:00.877774000	0.05	0.008605805426801887	8	2			flat	COMPLETE
18	0.8413739452052882	2020-07-23 14:06:43.177560	2020-07-23 14:17:38.570795	0 days 00:10:55.393235000	0.2	0.0013156007036453274	7	3	pyramid_2			COMPLETE
19	inf	2020-07-23 14:17:38.571295	2020-07-23 14:25:49.004759	0 days 00:08:10.433464000	0.05	0.026468422691702458	9	3				COMPLETE
20	0.8431293737274899	2020-07-23 14:25:49.005283	2020-07-23 14:36:37.610495	0 days 00:10:48.605212000	0.1	0.005241547989672295	6	2			pyramid_2	COMPLETE
21	0.8409176492373429	2020-07-23 14:36:37.611065	2020-07-23 14:47:30.867781	0 days 00:10:53.256716000	0.0	0.002709116621413004	6	3		pyramid_4		COMPLETE
22	0.8421007126038875	2020-07-23 14:47:30.868308	2020-07-23 14:58:42.354671	0 days 00:11:11.486363000	0.0	0.013048954290499817	6	3		flat		COMPLETE
23	0.8417027643385308	2020-07-23 14:58:42.355187	2020-07-23 15:10:14.253482	0 days 00:11:31.898295000	0.05	0.004207586712657092	7	3	flat			COMPLETE
24	0.8406208661318598	2020-07-23 15:10:14.254027	2020-07-23 15:21:09.077510	0 days 00:10:54.823483000	0.0	0.0012342638052160264	6	3		pyramid_4		COMPLETE
