number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_3	state
0	0.5581541344594148	2020-07-23 18:41:16.031480	2020-07-23 18:54:19.724632	0 days 00:13:03.693152000		0.0017856091068833904	7	1			COMPLETE
1	0.556784102947652	2020-07-23 18:54:19.725071	2020-07-23 19:04:53.094318	0 days 00:10:33.369247000		0.007444753049728882	6	1			COMPLETE
2	0.55671631596898	2020-07-23 19:04:53.094788	2020-07-23 19:18:09.520294	0 days 00:13:16.425506000		0.003739577940215892	6	1			COMPLETE
3	0.5606837020775924	2020-07-23 19:18:09.520721	2020-07-23 19:28:24.442315	0 days 00:10:14.921594000		0.010295454848047789	9	1			COMPLETE
4	0.5490802166892519	2020-07-23 19:28:24.442761	2020-07-23 19:39:52.054171	0 days 00:11:27.611410000	0.2	0.008591496679340605	10	3			COMPLETE
5	0.5569853152303512	2020-07-23 19:39:52.054679	2020-07-23 19:50:15.038376	0 days 00:10:22.983697000		0.005404623119235537	8	1			COMPLETE
6	0.5558619043025825	2020-07-23 19:50:15.038863	2020-07-23 20:03:22.883422	0 days 00:13:07.844559000		0.0057150391755378905	6	1			COMPLETE
7	0.5505522483500175	2020-07-23 20:03:22.883919	2020-07-23 20:18:57.819505	0 days 00:15:34.935586000	0.45	2.3723635537965414e-05	8	2		pyramid_4	COMPLETE
8	0.5468413063820728	2020-07-23 20:18:57.819941	2020-07-23 20:30:36.817832	0 days 00:11:38.997891000	0.2	0.008293808628618378	8	3	pyramid_2		COMPLETE
9	0.5450186507260152	2020-07-23 20:30:36.818325	2020-07-23 20:42:10.637091	0 days 00:11:33.818766000	0.45	0.00033451627239364733	8	2		pyramid_4	COMPLETE
10	0.5473628304825409	2020-07-23 20:42:10.637576	2020-07-23 20:53:51.030194	0 days 00:11:40.392618000	0.5	9.822005564202029e-05	10	2			COMPLETE
11	0.5428291879026322	2020-07-23 20:53:51.030738	2020-07-23 21:05:33.645250	0 days 00:11:42.614512000	0.05	0.000361460708283038	9	3			COMPLETE
12	0.5423715568154546	2020-07-23 21:05:33.645726	2020-07-23 21:17:03.982155	0 days 00:11:30.336429000	0.05	0.0002877069810534016	9	3			COMPLETE
13	0.543058673669134	2020-07-23 21:17:03.982647	2020-07-23 21:28:34.334364	0 days 00:11:30.351717000	0.0	0.000270965062094903	9	3			COMPLETE
14	0.5535944952192814	2020-07-23 21:28:34.334876	2020-07-23 21:43:38.985026	0 days 00:15:04.650150000	0.0	4.147486994223082e-05	9	3			COMPLETE
15	0.5432454331229125	2020-07-23 21:43:38.985483	2020-07-23 21:54:29.557216	0 days 00:10:50.571733000	0.1	0.0007616655258665872	9	3			COMPLETE
16	0.5419842026318673	2020-07-23 21:54:29.557666	2020-07-23 22:06:47.675837	0 days 00:12:18.118171000	0.1	0.00011527963391132566	10	3			COMPLETE
17	0.5481644501543965	2020-07-23 22:06:47.676349	2020-07-23 22:17:51.747562	0 days 00:11:04.071213000	0.1	0.00011516328787543665	10	2			COMPLETE
18	0.5420272420931114	2020-07-23 22:17:51.748035	2020-07-23 22:30:17.091964	0 days 00:12:25.343929000	0.30000000000000004	8.149003740764654e-05	10	3			COMPLETE
19	0.5518803818578403	2020-07-23 22:30:17.092469	2020-07-23 22:51:00.386577	0 days 00:20:43.294108000	0.35000000000000003	1.1103783088749602e-05	10	2			COMPLETE
20	0.5416762015578483	2020-07-23 22:51:00.387073	2020-07-23 23:03:12.885570	0 days 00:12:12.498497000	0.30000000000000004	7.476631406008254e-05	10	3			COMPLETE
21	0.5420550443023914	2020-07-23 23:03:12.886027	2020-07-23 23:15:38.616689	0 days 00:12:25.730662000	0.30000000000000004	8.433309861993114e-05	10	3			COMPLETE
22	0.5419267216720893	2020-07-23 23:15:38.617165	2020-07-23 23:28:41.211378	0 days 00:13:02.594213000	0.35000000000000003	3.844557114644733e-05	10	3			COMPLETE
23	0.5424723415408198	2020-07-23 23:28:41.211851	2020-07-23 23:48:24.025220	0 days 00:19:42.813369000	0.35000000000000003	1.0635898034376975e-05	10	3			COMPLETE
24	0.542114508155631	2020-07-23 23:48:24.025734	2020-07-24 00:01:29.914573	0 days 00:13:05.888839000	0.2	2.4681657114343824e-05	10	3			COMPLETE
