number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_3	state
0	7.577801625164919	2020-07-28 05:26:26.823936	2020-07-28 05:36:24.687593	0 days 00:09:57.863657000		0.0029849662476053008	9	1			COMPLETE
1	7.535778158739328	2020-07-28 05:36:24.688088	2020-07-28 05:44:12.532339	0 days 00:07:47.844251000		0.00013626591260529174	8	1			COMPLETE
2	7.613492955215413	2020-07-28 05:44:12.532835	2020-07-28 05:52:25.866120	0 days 00:08:13.333285000	0.1	0.0017323717216809482	10	3			COMPLETE
3	7.545854829580778	2020-07-28 05:52:25.866634	2020-07-28 06:01:41.795825	0 days 00:09:15.929191000		2.316473239486887e-05	10	1			COMPLETE
4	7.602650695962678	2020-07-28 06:01:41.796309	2020-07-28 06:07:43.111042	0 days 00:06:01.314733000	0.0	3.446964803281308e-05	9	3			COMPLETE
5	7.539425051310545	2020-07-28 06:07:43.111545	2020-07-28 06:15:13.034131	0 days 00:07:29.922586000	0.4	1.1075923475933642e-05	7	2		pyramid_2	COMPLETE
6	7.589582932152651	2020-07-28 06:15:13.034631	2020-07-28 06:22:20.011129	0 days 00:07:06.976498000	0.35000000000000003	0.00224883539703467	10	2			COMPLETE
7	7.617209640273575	2020-07-28 06:22:20.011633	2020-07-28 06:28:45.610618	0 days 00:06:25.598985000	0.30000000000000004	0.0003684702361444038	9	3			COMPLETE
8	7.628736531251727	2020-07-28 06:28:45.611114	2020-07-28 06:36:10.173368	0 days 00:07:24.562254000	0.1	0.006833051948557132	7	3	flat		COMPLETE
9	13.381285444642462	2020-07-28 06:36:10.184019	2020-07-28 08:59:14.954894	0 days 02:23:04.770875000		0.01476332385223582	10	1			COMPLETE
10	7.541508776974193	2020-07-28 08:59:14.957838	2020-07-28 09:07:07.900375	0 days 00:07:52.942537000		0.00017607602278140374	6	1			COMPLETE
11	7.5388896111472326	2020-07-28 09:07:07.900835	2020-07-28 09:14:07.890826	0 days 00:06:59.989991000	0.5	1.1135916916800408e-05	7	2		pyramid_2	COMPLETE
12	7.580549240530538	2020-07-28 09:14:07.891310	2020-07-28 09:19:53.210292	0 days 00:05:45.318982000	0.45	0.00012238416929541887	7	2		pyramid_2	COMPLETE
13	7.571404161960862	2020-07-28 09:19:53.258587	2020-07-28 09:25:40.098788	0 days 00:05:46.840201000	0.5	5.5818025425173814e-05	8	2		pyramid_4	COMPLETE
14	7.545845069568205	2020-07-28 09:25:40.099273	2020-07-28 09:32:31.813428	0 days 00:06:51.714155000	0.2	1.4688829068925046e-05	8	2		flat	COMPLETE
15	7.532163301746156	2020-07-28 09:32:31.813906	2020-07-28 09:39:58.346466	0 days 00:07:26.532560000		0.000732252942356718	6	1			COMPLETE
16	7.5334458733110905	2020-07-28 09:39:58.346929	2020-07-28 09:47:25.802273	0 days 00:07:27.455344000		0.0006005787697098815	6	1			COMPLETE
17	7.53473997787624	2020-07-28 09:47:25.802742	2020-07-28 09:54:53.617646	0 days 00:07:27.814904000		0.0006507762855874675	6	1			COMPLETE
18	7.529823737700148	2020-07-28 09:54:53.618104	2020-07-28 10:02:20.369485	0 days 00:07:26.751381000		0.0008457009547780895	6	1			COMPLETE
19	7.535844988187997	2020-07-28 10:02:20.369950	2020-07-28 10:09:54.388165	0 days 00:07:34.018215000		0.0012084533149009065	6	1			COMPLETE
20	7.563100324204071	2020-07-28 10:09:54.388979	2020-07-28 10:17:29.933409	0 days 00:07:35.544430000		0.007144524505123875	6	1			COMPLETE
21	7.534998918204472	2020-07-28 10:17:29.933865	2020-07-28 10:24:54.585423	0 days 00:07:24.651558000		0.00045231131511055484	6	1			COMPLETE
22	7.528937450081769	2020-07-28 10:24:54.668603	2020-07-28 10:32:27.225666	0 days 00:07:32.557063000		0.0008090877484863554	6	1			COMPLETE
23	7.547037836939966	2020-07-28 10:32:27.226131	2020-07-28 10:39:55.249683	0 days 00:07:28.023552000		0.0009971279710324847	7	1			COMPLETE
24	7.536546161466104	2020-07-28 10:39:55.250179	2020-07-28 10:47:19.893510	0 days 00:07:24.643331000		0.0003273497816467615	6	1			COMPLETE
