number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	7.812316658755302	2020-07-28 14:06:21.314139	2020-07-28 14:13:24.073666	0 days 00:07:02.759527000	0.30000000000000004	4.001180561341504e-05	6	2		flat	COMPLETE
1	12.774954820816754	2020-07-28 14:13:24.074234	2020-07-28 16:34:53.252582	0 days 02:21:29.178348000		0.011581685910911056	9	1			COMPLETE
2	12.774954820816754	2020-07-28 16:34:53.253119	2020-07-28 19:10:03.163428	0 days 02:35:09.910309000		0.010153922115527793	10	1			COMPLETE
3	7.973374898544568	2020-07-28 19:10:03.163948	2020-07-28 19:16:09.236880	0 days 00:06:06.072932000	0.15000000000000002	9.066093492747762e-05	10	2			COMPLETE
4	7.808141320617298	2020-07-28 19:16:09.237431	2020-07-28 19:24:05.125111	0 days 00:07:55.887680000		8.806872439461802e-05	8	1			COMPLETE
5	7.890327669961594	2020-07-28 19:24:05.125599	2020-07-28 19:31:06.809342	0 days 00:07:01.683743000	0.35000000000000003	0.0009294881059614841	10	2			COMPLETE
6	7.890909940441344	2020-07-28 19:31:06.809838	2020-07-28 19:37:37.450193	0 days 00:06:30.640355000	0.15000000000000002	0.0010781872282611853	9	3			COMPLETE
7	7.800755046706195	2020-07-28 19:37:37.450690	2020-07-28 19:43:36.464410	0 days 00:05:59.013720000		0.000141796644445998	10	1			COMPLETE
8	7.846137315556183	2020-07-28 19:43:36.473662	2020-07-28 19:50:09.585289	0 days 00:06:33.111627000	0.2	0.0022048402254999542	10	2			COMPLETE
9	7.85386191726806	2020-07-28 19:50:09.585794	2020-07-28 19:56:11.115868	0 days 00:06:01.530074000	0.25	4.816200899366473e-05	8	2		pyramid_2	COMPLETE
10	7.812846512286037	2020-07-28 19:56:11.117112	2020-07-28 20:02:26.635699	0 days 00:06:15.518587000	0.5	1.3649737713693756e-05	6	3	pyramid_2		COMPLETE
11	7.801524459123822	2020-07-28 20:02:26.636217	2020-07-28 20:07:47.506719	0 days 00:05:20.870502000		0.00025610075268526485	7	1			COMPLETE
12	7.799628122992478	2020-07-28 20:07:47.507215	2020-07-28 20:13:07.737574	0 days 00:05:20.230359000		0.00029665223790842533	7	1			COMPLETE
13	7.798116678927664	2020-07-28 20:13:07.738065	2020-07-28 20:18:31.107590	0 days 00:05:23.369525000		0.0003663418159249334	7	1			COMPLETE
14	7.798016609171658	2020-07-28 20:18:31.108072	2020-07-28 20:23:54.371258	0 days 00:05:23.263186000		0.00038156226877879724	7	1			COMPLETE
15	7.7453496969612585	2020-07-28 20:23:54.371748	2020-07-28 20:29:16.302839	0 days 00:05:21.931091000		0.003331785756829375	7	1			COMPLETE
16	7.7478835290020065	2020-07-28 20:29:16.303329	2020-07-28 20:35:26.786768	0 days 00:06:10.483439000		0.003434294925181145	7	1			COMPLETE
17	7.689738769855044	2020-07-28 20:35:26.787246	2020-07-28 20:41:42.337442	0 days 00:06:15.550196000		0.003584890392282718	6	1			COMPLETE
18	12.774954820816754	2020-07-28 20:41:42.337918	2020-07-28 22:57:32.440722	0 days 02:15:50.102804000	0.0	0.02887597520164864	6	2		pyramid_4	COMPLETE
19	7.691986426288527	2020-07-28 22:57:32.456056	2020-07-28 23:04:23.271023	0 days 00:06:50.814967000	0.5	0.004699744153146944	6	3	flat		COMPLETE
20	7.655975482323441	2020-07-28 23:04:23.272385	2020-07-28 23:11:10.355490	0 days 00:06:47.083105000	0.5	0.010003715355579765	6	3	flat		COMPLETE
21	7.671322019649542	2020-07-28 23:11:10.356031	2020-07-28 23:17:20.971475	0 days 00:06:10.615444000	0.5	0.007889089917426225	6	3	flat		COMPLETE
22	7.705751985234565	2020-07-28 23:17:20.972024	2020-07-28 23:23:59.593235	0 days 00:06:38.621211000	0.4	0.024380694847237372	6	3	flat		COMPLETE
23	7.668628909326042	2020-07-28 23:23:59.593760	2020-07-28 23:29:53.506167	0 days 00:05:53.912407000	0.45	0.010121640947115764	6	3	pyramid_4		COMPLETE
24	7.725350197492713	2020-07-28 23:29:53.506702	2020-07-28 23:35:45.727595	0 days 00:05:52.220893000	0.45	0.011600130996468777	6	3	pyramid_4		COMPLETE
