number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_3	state
0	7.486457482564776	2020-07-28 13:20:46.684827	2020-07-28 13:26:40.476021	0 days 00:05:53.791194000	0.15000000000000002	9.297122521578047e-05	8	3	flat		COMPLETE
1	7.475257156007802	2020-07-28 13:26:40.476564	2020-07-28 13:32:28.498265	0 days 00:05:48.021701000	0.30000000000000004	0.0004146436379496756	8	3	flat		COMPLETE
2	7.50912914709872	2020-07-28 13:32:28.498796	2020-07-28 13:38:38.840363	0 days 00:06:10.341567000	0.05	0.0022880830298296923	6	2		flat	COMPLETE
3	7.494491914433784	2020-07-28 13:38:38.840899	2020-07-28 13:44:27.175547	0 days 00:05:48.334648000	0.4	8.315538176559203e-05	9	3			COMPLETE
4	7.45265970250677	2020-07-28 13:44:27.176076	2020-07-28 13:53:41.574984	0 days 00:09:14.398908000		0.00012276119348690617	9	1			COMPLETE
5	7.470669714215158	2020-07-28 13:53:41.575442	2020-07-28 13:59:30.034779	0 days 00:05:48.459337000	0.25	0.00010964774153475725	7	2		pyramid_4	COMPLETE
6	7.490107096462098	2020-07-28 13:59:30.035260	2020-07-28 14:05:16.714215	0 days 00:05:46.678955000	0.25	0.00040031748374506345	8	2		pyramid_4	COMPLETE
7	7.462276975596299	2020-07-28 14:05:16.714698	2020-07-28 14:11:33.589888	0 days 00:06:16.875190000	0.0	4.2195874018793116e-05	10	3			COMPLETE
8	7.4482189027767705	2020-07-28 14:11:33.590378	2020-07-28 14:24:19.821170	0 days 00:12:46.230792000		3.3171055092993066e-05	8	1			COMPLETE
9	7.483169677734375	2020-07-28 14:24:19.821651	2020-07-28 14:30:42.515800	0 days 00:06:22.694149000	0.4	0.0007711419851877163	9	3			COMPLETE
10	7.4761254534734025	2020-07-28 14:30:42.538223	2020-07-28 14:43:23.765941	0 days 00:12:41.227718000		1.012762163391133e-05	6	1			COMPLETE
11	13.280524683027327	2020-07-28 14:43:23.766413	2020-07-28 17:02:45.659484	0 days 02:19:21.893071000		0.024257379787673797	10	1			COMPLETE
12	7.475964062974898	2020-07-28 17:02:45.680390	2020-07-28 17:10:30.548847	0 days 00:07:44.868457000		1.110454229832069e-05	9	1			COMPLETE
13	7.474643885119208	2020-07-28 17:10:30.549314	2020-07-28 17:17:56.757781	0 days 00:07:26.208467000		2.366433791560092e-05	7	1			COMPLETE
14	7.448001439965583	2020-07-28 17:17:56.758254	2020-07-28 17:30:30.347612	0 days 00:12:33.589358000		0.00019218101756172295	9	1			COMPLETE
15	7.446042910035367	2020-07-28 17:30:30.348058	2020-07-28 17:37:07.052180	0 days 00:06:36.704122000		0.002308985506126671	7	1			COMPLETE
16	7.438732159386052	2020-07-28 17:37:07.052640	2020-07-28 17:45:24.925501	0 days 00:08:17.872861000	0.5	0.0064007289911943935	7	2		pyramid_2	COMPLETE
17	7.467313721188816	2020-07-28 17:45:24.926051	2020-07-28 17:53:37.254230	0 days 00:08:12.328179000	0.5	0.008460806859316767	7	2		pyramid_2	COMPLETE
18	7.453815710093045	2020-07-28 17:53:37.254758	2020-07-28 17:59:38.823924	0 days 00:06:01.569166000	0.5	0.004704601042010717	7	2		pyramid_2	COMPLETE
19	7.57650522738321	2020-07-28 17:59:38.824453	2020-07-28 18:08:52.941844	0 days 00:09:14.117391000	0.4	0.02702428693483422	6	2		pyramid_2	COMPLETE
20	7.51589508747401	2020-07-28 18:08:52.955000	2020-07-28 18:14:27.047457	0 days 00:05:34.092457000	0.1	0.0016342314842211483	7	2		flat	COMPLETE
21	7.548723950130554	2020-07-28 18:14:27.058884	2020-07-28 18:20:38.767020	0 days 00:06:11.708136000		0.00940530972262607	7	1			COMPLETE
22	7.451413199697101	2020-07-28 18:20:38.767530	2020-07-28 18:29:42.463977	0 days 00:09:03.696447000		0.0008910547468966787	6	1			COMPLETE
23	7.448781681725243	2020-07-28 18:29:42.464505	2020-07-28 18:35:13.566461	0 days 00:05:31.101956000	0.5	0.003438179651052009	8	2		pyramid_2	COMPLETE
24	13.280524683027327	2020-07-28 18:35:13.567023	2020-07-28 20:43:40.060170	0 days 02:08:26.493147000		0.010942125765761868	9	1			COMPLETE
