number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	6.681137008302724	2020-07-28 03:53:05.550714	2020-07-28 04:00:26.891669	0 days 00:07:21.340955000	0.5	0.004147213148704532	8	3	flat			COMPLETE
1	6.84273017895443	2020-07-28 04:00:26.892264	2020-07-28 04:06:08.874471	0 days 00:05:41.982207000		0.0004522599035196651	6	1				COMPLETE
2	6.794623884529903	2020-07-28 04:06:08.875022	2020-07-28 04:14:41.350925	0 days 00:08:32.475903000	0.1	0.00150958538601485	10	3				COMPLETE
3	6.818484472893699	2020-07-28 04:14:41.351490	2020-07-28 04:21:37.207850	0 days 00:06:55.856360000		0.0014937338385807382	6	1				COMPLETE
4	6.844121272430285	2020-07-28 04:21:37.208403	2020-07-28 04:27:46.493278	0 days 00:06:09.284875000		4.3677508890371644e-05	9	1				COMPLETE
5	6.729944249970211	2020-07-28 04:27:46.493883	2020-07-28 04:35:33.323215	0 days 00:07:46.829332000	0.2	0.016048379103936354	7	2			pyramid_2	COMPLETE
6	6.804830176531373	2020-07-28 04:35:33.323763	2020-07-28 04:41:22.751402	0 days 00:05:49.427639000	0.15000000000000002	0.00010694036367640693	7	2			flat	COMPLETE
7	6.760685857717175	2020-07-28 04:41:22.751957	2020-07-28 04:47:33.653276	0 days 00:06:10.901319000	0.2	1.394158857925069e-05	8	2			pyramid_2	COMPLETE
8	6.862866122703654	2020-07-28 04:47:33.653889	2020-07-28 04:53:27.871743	0 days 00:05:54.217854000	0.0	0.0011199414225374854	7	3	pyramid_2			COMPLETE
9	6.822150946390302	2020-07-28 04:53:27.872276	2020-07-28 04:59:31.375134	0 days 00:06:03.502858000	0.30000000000000004	0.0001426913718484162	9	2		flat		COMPLETE
10	6.832820695440291	2020-07-28 04:59:31.419642	2020-07-28 05:09:15.362899	0 days 00:09:43.943257000	0.5	0.016491888308551323	9	3				COMPLETE
11	6.706608281332028	2020-07-28 05:09:15.363452	2020-07-28 05:15:14.646704	0 days 00:05:59.283252000	0.4	0.019097154800743234	7	3	flat			COMPLETE
12	6.691684646026315	2020-07-28 05:15:14.647279	2020-07-28 05:21:07.559674	0 days 00:05:52.912395000	0.5	0.005887936222787694	8	3	flat			COMPLETE
13	6.695212909027289	2020-07-28 05:21:07.560252	2020-07-28 05:27:58.342971	0 days 00:06:50.782719000	0.5	0.004958029272108255	8	3	flat			COMPLETE
14	6.720204115485639	2020-07-28 05:27:58.343517	2020-07-28 05:34:04.046729	0 days 00:06:05.703212000	0.4	0.005342685407116678	8	3	flat			COMPLETE
15	6.672187539826654	2020-07-28 05:34:04.047292	2020-07-28 05:40:29.547312	0 days 00:06:25.500020000	0.4	0.004794140374518572	10	3				COMPLETE
16	6.730249204923999	2020-07-28 05:40:29.547882	2020-07-28 05:47:36.968473	0 days 00:07:07.420591000	0.4	0.0035325671948209024	10	2				COMPLETE
17	6.834748737068749	2020-07-28 05:47:36.969000	2020-07-28 05:54:06.891431	0 days 00:06:29.922431000	0.30000000000000004	0.000496903314051901	10	3				COMPLETE
18	6.706348428282666	2020-07-28 05:54:06.891960	2020-07-28 06:00:09.995534	0 days 00:06:03.103574000	0.45	0.008353868923794775	9	3				COMPLETE
19	6.78839654859413	2020-07-28 06:00:09.996061	2020-07-28 06:06:30.156506	0 days 00:06:20.160445000	0.35000000000000003	0.0025963891306986326	10	2				COMPLETE
20	6.680688109811906	2020-07-28 06:06:30.176038	2020-07-28 06:12:25.351480	0 days 00:05:55.175442000	0.45	0.010139989634735629	9	3				COMPLETE
21	6.82987777280934	2020-07-28 06:12:25.351995	2020-07-28 06:22:14.164077	0 days 00:09:48.812082000	0.45	0.01122544752375428	9	3				COMPLETE
22	11.522986105570638	2020-07-28 06:22:14.164631	2020-07-28 08:57:22.481982	0 days 02:35:08.317351000	0.45	0.028335193741165887	9	3				COMPLETE
23	6.743877818761096	2020-07-28 08:57:22.482541	2020-07-28 09:05:11.849445	0 days 00:07:49.366904000	0.35000000000000003	0.0023165184606789794	10	3				COMPLETE
24	6.842742408327462	2020-07-28 09:05:11.850011	2020-07-28 09:14:30.854780	0 days 00:09:19.004769000	0.5	0.024380409939756133	9	3				COMPLETE
