number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	8.211444153723837	2020-07-29 02:25:43.093902	2020-07-29 02:32:50.452503	0 days 00:07:07.358601000	0.45	1.6206816321237214e-05	10	3					COMPLETE
1	14.60327124950915	2020-07-29 02:32:50.453104	2020-07-29 04:23:28.055135	0 days 01:50:37.602031000		0.014583624422337892	8	1					COMPLETE
2	8.182390991924382	2020-07-29 04:23:28.055645	2020-07-29 04:29:55.557616	0 days 00:06:27.501971000	0.4	0.0009400963079310784	9	2			flat		COMPLETE
3	8.173682360811306	2020-07-29 04:29:55.558171	2020-07-29 04:35:46.222765	0 days 00:05:50.664594000	0.30000000000000004	0.0010825207660029154	6	3		pyramid_2			COMPLETE
4	8.217099803360494	2020-07-29 04:35:46.223320	2020-07-29 04:43:12.423907	0 days 00:07:26.200587000		0.0002590295328305077	9	1					COMPLETE
5	8.18752147502888	2020-07-29 04:43:12.424447	2020-07-29 04:48:57.899708	0 days 00:05:45.475261000		2.2667996262500582e-05	8	1					COMPLETE
6	8.173873311955214	2020-07-29 04:48:57.900243	2020-07-29 04:54:39.427036	0 days 00:05:41.526793000	0.2	0.0001449868559326135	8	3	flat				COMPLETE
7	8.150095587332997	2020-07-29 04:54:39.441638	2020-07-29 05:00:44.513321	0 days 00:06:05.071683000	0.4	2.1911851972774137e-05	7	3	pyramid_2				COMPLETE
8	8.246385743899767	2020-07-29 05:00:44.513864	2020-07-29 05:06:31.537634	0 days 00:05:47.023770000		0.0033212334788072875	9	1					COMPLETE
9	8.148156876974813	2020-07-29 05:06:31.538153	2020-07-29 05:13:20.937567	0 days 00:06:49.399414000	0.05	0.00740853253388807	9	3					COMPLETE
10	14.60327124950915	2020-07-29 05:13:20.938034	2020-07-29 07:14:18.426576	0 days 02:00:57.488542000	0.0	0.022578660045758394	10	2					COMPLETE
11	8.15816056198575	2020-07-29 07:14:18.447237	2020-07-29 07:20:16.134689	0 days 00:05:57.687452000	0.0	6.436499052716263e-05	6	3		pyramid_4			COMPLETE
12	8.17404628062959	2020-07-29 07:20:16.135181	2020-07-29 07:26:26.786452	0 days 00:06:10.651271000	0.15000000000000002	0.004486427428357244	7	2				flat	COMPLETE
13	8.206466589762131	2020-07-29 07:26:26.786952	2020-07-29 07:34:16.965284	0 days 00:07:50.178332000	0.5	0.005106406614328746	7	3	pyramid_2				COMPLETE
14	8.155899397189543	2020-07-29 07:34:16.965787	2020-07-29 07:40:16.484018	0 days 00:05:59.518231000	0.35000000000000003	5.3273172875853806e-05	7	3	pyramid_2				COMPLETE
15	8.140954257200365	2020-07-29 07:40:16.484510	2020-07-29 07:46:20.573981	0 days 00:06:04.089471000	0.1	1.0755797088655157e-05	9	2			pyramid_2		COMPLETE
16	14.60327124950915	2020-07-29 07:46:20.574497	2020-07-29 09:43:53.254007	0 days 01:57:32.679510000	0.1	0.028673796647635693	9	2			pyramid_2		COMPLETE
17	8.173122498379055	2020-07-29 09:43:53.270670	2020-07-29 09:49:56.077046	0 days 00:06:02.806376000	0.05	0.0004016977430761133	10	2					COMPLETE
18	8.156358626846679	2020-07-29 09:49:56.091154	2020-07-29 09:56:32.767923	0 days 00:06:36.676769000	0.1	0.0016389328583398975	9	2			pyramid_2		COMPLETE
19	14.60327124950915	2020-07-29 09:56:32.768430	2020-07-29 11:57:00.444989	0 days 02:00:27.676559000	0.2	0.009398864080567003	10	2					COMPLETE
20	8.211835096277875	2020-07-29 11:57:00.459261	2020-07-29 12:03:01.629416	0 days 00:06:01.170155000		0.0022752967752401997	9	1					COMPLETE
21	8.147074085478613	2020-07-29 12:03:01.629938	2020-07-29 12:10:28.435252	0 days 00:07:26.805314000	0.25	1.1368321146773181e-05	7	3	pyramid_2				COMPLETE
22	8.149001029071997	2020-07-29 12:10:28.435760	2020-07-29 12:16:27.345752	0 days 00:05:58.909992000	0.25	4.873318393365969e-05	8	3	pyramid_2				COMPLETE
23	8.155418793990973	2020-07-29 12:16:27.346289	2020-07-29 12:24:01.400063	0 days 00:07:34.053774000	0.1	1.0515540336189227e-05	8	3	flat				COMPLETE
24	8.146455780403855	2020-07-29 12:24:01.400602	2020-07-29 12:31:42.634202	0 days 00:07:41.233600000	0.25	1.0298615265790857e-05	7	3	pyramid_2				COMPLETE
