number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_3	state
0	6.863460005009452	2020-07-29 05:04:02.512901	2020-07-29 05:09:58.961618	0 days 00:05:56.448717000	0.30000000000000004	0.00012515075470830822	8	2		pyramid_4	COMPLETE
1	6.851427347477228	2020-07-29 05:09:58.962187	2020-07-29 05:15:47.776232	0 days 00:05:48.814045000	0.45	0.0001270532165261771	7	3	pyramid_2		COMPLETE
2	6.906288376884337	2020-07-29 05:15:47.776787	2020-07-29 05:21:29.280089	0 days 00:05:41.503302000		0.00010886336381777413	9	1			COMPLETE
3	7.351101885358528	2020-07-29 05:21:29.280612	2020-07-29 05:28:43.448470	0 days 00:07:14.167858000		0.012427346996692097	9	1			COMPLETE
4	6.890283960191191	2020-07-29 05:28:43.448980	2020-07-29 05:34:08.136351	0 days 00:05:24.687371000		0.0032144814752554703	6	1			COMPLETE
5	6.848408474140522	2020-07-29 05:34:08.136886	2020-07-29 05:39:46.454788	0 days 00:05:38.317902000	0.4	1.1938521205319042e-05	7	3	flat		COMPLETE
6	6.860075476725404	2020-07-29 05:39:46.455346	2020-07-29 05:45:30.625399	0 days 00:05:44.170053000		1.2254884057915063e-05	6	1			COMPLETE
7	6.9035993934044475	2020-07-29 05:45:30.625904	2020-07-29 05:50:55.104430	0 days 00:05:24.478526000		0.00017782723599294597	6	1			COMPLETE
8	6.898647836898233	2020-07-29 05:50:55.104925	2020-07-29 05:56:28.470775	0 days 00:05:33.365850000		0.0005035851901158513	10	1			COMPLETE
9	6.887787359379893	2020-07-29 05:56:28.471285	2020-07-29 06:01:53.051662	0 days 00:05:24.580377000		2.1424432416862876e-05	8	1			COMPLETE
10	6.859035097823184	2020-07-29 06:01:53.052180	2020-07-29 06:07:30.116487	0 days 00:05:37.064307000	0.0	2.2755636230579398e-05	7	3	flat		COMPLETE
11	6.862726999298014	2020-07-29 06:07:30.117011	2020-07-29 06:13:27.309014	0 days 00:05:57.192003000	0.5	4.566506333293771e-05	7	3	pyramid_2		COMPLETE
12	6.816753307698927	2020-07-29 06:13:27.331579	2020-07-29 06:19:50.719165	0 days 00:06:23.387586000	0.45	0.0009591172110957101	7	3	flat		COMPLETE
13	6.8437941974760195	2020-07-29 06:19:50.719721	2020-07-29 06:25:27.085567	0 days 00:05:36.365846000	0.35000000000000003	0.001786544303389433	7	2		pyramid_2	COMPLETE
14	6.847383389069062	2020-07-29 06:25:27.086088	2020-07-29 06:31:30.202631	0 days 00:06:03.116543000	0.2	0.003398576248415419	8	2		pyramid_2	COMPLETE
15	6.842908049646676	2020-07-29 06:31:30.203162	2020-07-29 06:37:01.710750	0 days 00:05:31.507588000	0.30000000000000004	0.0014418232973633259	7	2		flat	COMPLETE
16	6.852975417420747	2020-07-29 06:37:01.711307	2020-07-29 06:42:33.110495	0 days 00:05:31.399188000	0.15000000000000002	0.001015877724892496	6	2		flat	COMPLETE
17	12.139361449583701	2020-07-29 06:42:33.111033	2020-07-29 08:39:26.025909	0 days 01:56:52.914876000	0.5	0.02909224979793847	9	3			COMPLETE
18	6.863257655891668	2020-07-29 08:39:26.050383	2020-07-29 08:45:14.457332	0 days 00:05:48.406949000	0.25	0.00044315849391734114	7	2		flat	COMPLETE
19	6.838753730717712	2020-07-29 08:45:14.457846	2020-07-29 08:51:00.853846	0 days 00:05:46.396000000	0.35000000000000003	0.008379868056557924	8	3	flat		COMPLETE
20	12.139361449583701	2020-07-29 08:51:00.854372	2020-07-29 11:06:01.710797	0 days 02:15:00.856425000	0.4	0.015275586108334951	10	3			COMPLETE
21	6.833646317441239	2020-07-29 11:06:01.722228	2020-07-29 11:11:59.179584	0 days 00:05:57.457356000	0.30000000000000004	0.005360001069018431	8	3	flat		COMPLETE
22	6.832539879683931	2020-07-29 11:11:59.193579	2020-07-29 11:17:43.749176	0 days 00:05:44.555597000	0.35000000000000003	0.006938876224777685	8	3	flat		COMPLETE
23	6.843470743707173	2020-07-29 11:17:43.749711	2020-07-29 11:24:38.414968	0 days 00:06:54.665257000	0.4	0.005283979076200841	9	3			COMPLETE
24	6.8845486872026855	2020-07-29 11:24:38.415498	2020-07-29 11:30:22.509679	0 days 00:05:44.094181000	0.15000000000000002	0.02850464561625717	8	3	flat		COMPLETE
