number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_3	state
0	8.423601492272693	2020-07-28 18:43:47.042143	2020-07-28 18:50:00.529208	0 days 00:06:13.487065000	0.45	0.00025327752057810384	8	3	flat			COMPLETE
1	8.507052128664483	2020-07-28 18:50:00.529760	2020-07-28 18:58:17.608168	0 days 00:08:17.078408000		0.004836114826284759	9	1				COMPLETE
2	8.709987885214044	2020-07-28 18:58:17.608722	2020-07-28 19:04:40.920472	0 days 00:06:23.311750000	0.0	0.0038504552667242395	10	3				COMPLETE
3	9.07561911241895	2020-07-28 19:04:40.921060	2020-07-28 19:11:10.260851	0 days 00:06:29.339791000	0.1	0.0014529720437497986	10	2				COMPLETE
4	8.598929640369994	2020-07-28 19:11:10.261396	2020-07-28 19:17:19.347693	0 days 00:06:09.086297000		0.00024231520672951087	7	1				COMPLETE
5	8.318369951836733	2020-07-28 19:17:19.348246	2020-07-28 19:23:39.889417	0 days 00:06:20.541171000	0.5	0.0027872973720000286	7	3	flat			COMPLETE
6	8.304747885985392	2020-07-28 19:23:39.889975	2020-07-28 19:29:47.203451	0 days 00:06:07.313476000	0.45	0.0001795644663220445	7	3	flat			COMPLETE
7	8.48341111878143	2020-07-28 19:29:47.204010	2020-07-28 19:35:56.104938	0 days 00:06:08.900928000	0.25	3.9173643516476135e-05	7	3	pyramid_2			COMPLETE
8	9.071412119952269	2020-07-28 19:35:56.105532	2020-07-28 19:42:03.584884	0 days 00:06:07.479352000	0.0	0.0005456819126792263	9	3				COMPLETE
9	8.688387437788393	2020-07-28 19:42:03.585435	2020-07-28 19:47:46.445302	0 days 00:05:42.859867000	0.1	0.0014532546462420026	6	3		flat		COMPLETE
10	14.128699867201314	2020-07-28 19:47:46.445880	2020-07-28 21:42:56.660605	0 days 01:55:10.214725000	0.35000000000000003	0.02645448029930412	6	2			pyramid_4	COMPLETE
11	8.533767101788149	2020-07-28 21:42:56.661204	2020-07-28 21:50:01.090270	0 days 00:07:04.429066000	0.5	3.436257521173699e-05	7	2			flat	COMPLETE
12	8.383695919577645	2020-07-28 21:50:01.090859	2020-07-28 21:55:54.949872	0 days 00:05:53.859013000	0.5	1.01044241105266e-05	8	3	flat			COMPLETE
13	8.274943774694684	2020-07-28 21:55:54.950451	2020-07-28 22:03:09.693785	0 days 00:07:14.743334000	0.4	0.015270883699495483	7	2			pyramid_2	COMPLETE
14	8.076520885500134	2020-07-28 22:03:09.694374	2020-07-28 22:09:33.483662	0 days 00:06:23.789288000	0.35000000000000003	0.02783872766802292	6	2			pyramid_2	COMPLETE
15	8.17052140177157	2020-07-28 22:09:33.484218	2020-07-28 22:15:36.044128	0 days 00:06:02.559910000	0.35000000000000003	0.024790097265472075	6	2			pyramid_2	COMPLETE
16	8.343128191384952	2020-07-28 22:15:36.044697	2020-07-28 22:22:04.665072	0 days 00:06:28.620375000		0.013375027011546144	6	1				COMPLETE
17	8.45231457746187	2020-07-28 22:22:04.665619	2020-07-28 22:30:33.160747	0 days 00:08:28.495128000	0.30000000000000004	0.009697397063698402	6	2			pyramid_2	COMPLETE
18	8.303449641552922	2020-07-28 22:30:33.161389	2020-07-28 22:36:13.895286	0 days 00:05:40.733897000	0.2	0.029292932529240107	6	2			pyramid_2	COMPLETE
19	14.128699867201314	2020-07-28 22:36:13.895839	2020-07-29 00:25:20.369367	0 days 01:49:06.473528000		0.025800729468490893	6	1				COMPLETE
20	8.584797558780831	2020-07-29 00:25:20.369906	2020-07-29 00:31:24.135448	0 days 00:06:03.765542000	0.35000000000000003	0.00772413261211932	8	2			pyramid_2	COMPLETE
21	8.183392244545296	2020-07-29 00:31:24.136001	2020-07-29 00:37:37.292753	0 days 00:06:13.156752000	0.4	0.015150141411347885	7	2			pyramid_2	COMPLETE
22	8.177039286349538	2020-07-29 00:37:37.293311	2020-07-29 00:43:20.533756	0 days 00:05:43.240445000	0.35000000000000003	0.024134161267861127	6	2			pyramid_2	COMPLETE
23	8.236676648298197	2020-07-29 00:43:20.534314	2020-07-29 00:49:39.424299	0 days 00:06:18.889985000	0.25	0.0285938581563022	6	2			pyramid_2	COMPLETE
24	8.568838444960212	2020-07-29 00:49:39.424876	2020-07-29 00:55:22.125439	0 days 00:05:42.700563000	0.35000000000000003	0.007231182325873989	6	2			pyramid_2	COMPLETE
