number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	12.56088876728628	2020-07-28 10:48:33.329399	2020-07-28 10:54:53.845572	0 days 00:06:20.516173000		0.013611720448986448	7	1				COMPLETE
1	7.028795773938733	2020-07-28 10:54:53.846057	2020-07-28 11:00:33.898238	0 days 00:05:40.052181000	0.1	0.005757514852735131	8	2			flat	COMPLETE
2	6.996119958312611	2020-07-28 11:00:33.898786	2020-07-28 11:06:23.090564	0 days 00:05:49.191778000		0.001204127443989205	6	1				COMPLETE
3	7.005319564536016	2020-07-28 11:06:23.091035	2020-07-28 11:12:10.968820	0 days 00:05:47.877785000		0.0001657248474913121	6	1				COMPLETE
4	7.011349886488641	2020-07-28 11:12:10.969275	2020-07-28 11:18:33.707193	0 days 00:06:22.737918000	0.05	3.505981137072498e-05	10	3				COMPLETE
5	6.999899487887516	2020-07-28 11:18:33.707674	2020-07-28 11:25:12.417195	0 days 00:06:38.709521000		0.0019877647381555596	8	1				COMPLETE
6	7.002952449134132	2020-07-28 11:25:12.417657	2020-07-28 11:30:35.116738	0 days 00:05:22.699081000		0.00014722356928637535	7	1				COMPLETE
7	7.000163668982441	2020-07-28 11:30:35.117215	2020-07-28 11:35:59.810965	0 days 00:05:24.693750000		0.00029981393634768836	8	1				COMPLETE
8	7.005970816992533	2020-07-28 11:35:59.811433	2020-07-28 11:41:22.619411	0 days 00:05:22.807978000		0.000164216164957065	8	1				COMPLETE
9	6.983382967165569	2020-07-28 11:41:22.619882	2020-07-28 11:47:15.111963	0 days 00:05:52.492081000	0.25	4.4018666701662476e-05	7	3	pyramid_2			COMPLETE
10	7.020203794174127	2020-07-28 11:47:15.112489	2020-07-28 11:54:17.036176	0 days 00:07:01.923687000	0.45	1.0528793922759421e-05	10	3				COMPLETE
11	7.0107554142123085	2020-07-28 11:54:17.054623	2020-07-28 12:00:00.341733	0 days 00:05:43.287110000	0.35000000000000003	0.0009517528654238176	6	2			pyramid_4	COMPLETE
12	6.978713925362476	2020-07-28 12:00:00.342266	2020-07-28 12:05:52.754835	0 days 00:05:52.412569000	0.2	1.9062113202755643e-05	7	3	pyramid_2			COMPLETE
13	6.976081122522329	2020-07-28 12:05:52.755385	2020-07-28 12:12:08.336259	0 days 00:06:15.580874000	0.2	1.0153883257718192e-05	7	3	pyramid_2			COMPLETE
14	6.988843925658208	2020-07-28 12:12:08.336793	2020-07-28 12:18:25.770267	0 days 00:06:17.433474000	0.2	1.1384162574998834e-05	9	3				COMPLETE
15	6.9752880825916295	2020-07-28 12:18:25.770798	2020-07-28 12:24:28.322507	0 days 00:06:02.551709000	0.2	2.9912314991963235e-05	7	2			pyramid_2	COMPLETE
16	6.983317982640759	2020-07-28 12:24:28.323195	2020-07-28 12:30:19.716194	0 days 00:05:51.392999000	0.30000000000000004	4.4939055251305285e-05	9	2		pyramid_2		COMPLETE
17	6.972887287655939	2020-07-28 12:30:19.716733	2020-07-28 12:37:42.712227	0 days 00:07:22.995494000	0.15000000000000002	1.0075028250310227e-05	7	2			pyramid_2	COMPLETE
18	6.987680107244867	2020-07-28 12:37:42.712777	2020-07-28 12:43:15.753115	0 days 00:05:33.040338000	0.0	6.740323773250593e-05	6	2			pyramid_2	COMPLETE
19	6.975371007350986	2020-07-28 12:43:15.753700	2020-07-28 12:48:58.939369	0 days 00:05:43.185669000	0.1	2.6955562201481822e-05	9	2		flat		COMPLETE
20	7.002194141229415	2020-07-28 12:48:58.939917	2020-07-28 12:54:36.009627	0 days 00:05:37.069710000	0.15000000000000002	8.068796094790824e-05	7	2			pyramid_2	COMPLETE
21	6.973547654965618	2020-07-28 12:54:36.010161	2020-07-28 13:00:19.653089	0 days 00:05:43.642928000	0.1	2.0272929756692675e-05	9	2		flat		COMPLETE
22	6.973888198596202	2020-07-28 13:00:19.672414	2020-07-28 13:06:03.655073	0 days 00:05:43.982659000	0.0	1.7222151312329005e-05	9	2		flat		COMPLETE
23	6.971816791618745	2020-07-28 13:06:03.655632	2020-07-28 13:12:34.509738	0 days 00:06:30.854106000	0.0	1.5542475270697297e-05	9	2		flat		COMPLETE
24	6.970224486872962	2020-07-28 13:12:34.510281	2020-07-28 13:19:19.752321	0 days 00:06:45.242040000	0.05	1.1117424579328879e-05	10	2				COMPLETE
