number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	14.51198354820963	2020-07-28 03:21:16.792984	2020-07-28 06:12:45.896835	0 days 02:51:29.103851000	0.45	0.02683857656906306	10	3					COMPLETE
1	7.796506813707143	2020-07-28 06:12:45.898949	2020-07-28 06:26:41.058847	0 days 00:13:55.159898000	0.2	2.6084788544940542e-05	7	3	flat				COMPLETE
2	8.301062958425776	2020-07-28 06:26:41.069518	2020-07-28 06:34:07.064529	0 days 00:07:25.995011000		0.005075198279955294	10	1					COMPLETE
3	7.828841711421183	2020-07-28 06:34:07.065038	2020-07-28 06:41:25.312769	0 days 00:07:18.247731000	0.05	0.001593645389629576	7	3	pyramid_2				COMPLETE
4	7.809176764120858	2020-07-28 06:41:25.313289	2020-07-28 06:54:20.684276	0 days 00:12:55.370987000	0.35000000000000003	3.0964873404566285e-05	6	2				pyramid_2	COMPLETE
5	7.839721022386979	2020-07-28 06:54:20.684790	2020-07-28 07:01:48.210157	0 days 00:07:27.525367000	0.15000000000000002	0.0008566975773877464	10	2					COMPLETE
6	8.054834291072071	2020-07-28 07:01:48.210665	2020-07-28 07:16:10.607939	0 days 00:14:22.397274000		1.189294403328831e-05	7	1					COMPLETE
7	7.803354007991227	2020-07-28 07:16:10.608465	2020-07-28 07:26:46.040737	0 days 00:10:35.432272000	0.2	0.0002094578223596232	6	3		flat			COMPLETE
8	8.058810018060866	2020-07-28 07:26:46.041270	2020-07-28 07:35:32.348037	0 days 00:08:46.306767000		0.00019500690242699488	10	1					COMPLETE
9	8.923808513483785	2020-07-28 07:35:32.371855	2020-07-28 07:43:26.828854	0 days 00:07:54.456999000	0.45	0.02528258502943274	6	3		pyramid_2			COMPLETE
10	7.825625250503812	2020-07-28 07:43:26.829375	2020-07-28 07:51:11.166610	0 days 00:07:44.337235000	0.0	3.49877696797336e-05	8	2				pyramid_4	COMPLETE
11	7.81659356402691	2020-07-28 07:51:11.167119	2020-07-28 07:59:22.244534	0 days 00:08:11.077415000	0.25	0.0001395767507417226	8	3	flat				COMPLETE
12	7.810022822354785	2020-07-28 07:59:22.245040	2020-07-28 08:07:56.081514	0 days 00:08:33.836474000	0.2	0.0001441987032938547	7	3	flat				COMPLETE
13	7.79853428468462	2020-07-28 08:07:56.082053	2020-07-28 08:39:28.785912	0 days 00:31:32.703859000	0.1	1.0659800421736984e-05	6	3		flat			COMPLETE
14	7.8209779022619434	2020-07-28 08:39:28.786434	2020-07-28 09:04:19.836270	0 days 00:24:51.049836000	0.1	1.0135578714974077e-05	7	2				flat	COMPLETE
15	7.807711913031542	2020-07-28 09:04:19.848238	2020-07-28 09:15:00.399486	0 days 00:10:40.551248000	0.35000000000000003	3.237168385182358e-05	9	3					COMPLETE
16	7.8317755098016795	2020-07-28 09:15:00.400952	2020-07-28 09:44:01.761214	0 days 00:29:01.360262000	0.0	1.2336364626578482e-05	6	2				flat	COMPLETE
17	7.796216988429425	2020-07-28 09:44:01.761722	2020-07-28 09:54:29.083414	0 days 00:10:27.321692000	0.30000000000000004	7.174508858300737e-05	7	3	flat				COMPLETE
18	7.808493580854494	2020-07-28 09:54:29.083936	2020-07-28 10:05:01.892097	0 days 00:10:32.808161000	0.30000000000000004	7.18850078235787e-05	8	3	flat				COMPLETE
19	7.811461138794129	2020-07-28 10:05:01.892628	2020-07-28 10:13:20.077597	0 days 00:08:18.184969000	0.35000000000000003	6.06984290731783e-05	9	2			flat		COMPLETE
20	7.826340906358642	2020-07-28 10:13:20.078624	2020-07-28 10:21:26.068317	0 days 00:08:05.989693000	0.25	0.0004335438253424584	7	3	flat				COMPLETE
21	7.799484004715095	2020-07-28 10:21:26.085561	2020-07-28 10:37:36.038484	0 days 00:16:09.952923000	0.1	1.688301932487157e-05	7	3	flat				COMPLETE
22	7.8088314277095385	2020-07-28 10:37:36.039015	2020-07-28 10:46:24.853627	0 days 00:08:48.814612000	0.15000000000000002	2.4006310975426874e-05	6	3		pyramid_4			COMPLETE
23	7.795900783922547	2020-07-28 10:46:24.854150	2020-07-28 10:56:51.672785	0 days 00:10:26.818635000	0.2	6.74752461552303e-05	7	3	flat				COMPLETE
24	7.806446292428224	2020-07-28 10:56:51.673307	2020-07-28 11:07:19.667446	0 days 00:10:27.994139000	0.30000000000000004	7.408416002625047e-05	8	3	flat				COMPLETE
