number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.0660351332830114	2020-07-06 19:25:29.794617	2020-07-06 19:36:41.386016	0 days 00:11:11.591399000	2	0.15000000000000002	2	2200	0.0005094466398810731	COMPLETE
1	0.9944761009777293	2020-07-06 19:36:41.386647	2020-07-06 19:51:16.828691	0 days 00:14:35.442044000	3	0.1	2	1700	8.205306159377513e-05	COMPLETE
2	0.9982184811132628	2020-07-06 19:51:16.829298	2020-07-06 20:30:19.385047	0 days 00:39:02.555749000	4	0.1	1	2300	1.145626527668092e-05	COMPLETE
3	0.9822337543930995	2020-07-06 20:30:19.405855	2020-07-06 20:42:18.234417	0 days 00:11:58.828562000	4	0.2	2	500	3.903281300921894e-05	COMPLETE
4	1.0182898760843677	2020-07-06 20:42:18.234995	2020-07-06 20:51:00.704685	0 days 00:08:42.469690000	2	0.1	3	1400	0.0019044424270902138	COMPLETE
5	0.9870179552657932	2020-07-06 20:51:00.705277	2020-07-06 21:03:34.281904	0 days 00:12:33.576627000	3	0.25	1	600	0.00018187619597926396	COMPLETE
6	0.9774508982145486	2020-07-06 21:03:34.282493	2020-07-06 21:39:20.340070	0 days 00:35:46.057577000	3	0.15000000000000002	2	2300	1.2329522949542368e-05	COMPLETE
7	inf	2020-07-06 21:39:20.371721	2020-07-06 21:42:45.820888	0 days 00:03:25.449167000	5	0.4	3	1900	0.0007749197211483945	COMPLETE
8	0.9806574168993312	2020-07-06 21:42:45.821546	2020-07-06 22:03:49.355306	0 days 00:21:03.533760000	3	0.1	3	1100	0.00020185798872389865	COMPLETE
9	0.9814252888455111	2020-07-06 22:03:49.355911	2020-07-06 22:23:42.299373	0 days 00:19:52.943462000	3	0.2	2	1200	1.0025621298634161e-05	COMPLETE
10	0.9920668356558856	2020-07-06 22:23:42.299970	2020-07-06 23:10:34.164170	0 days 00:46:51.864200000	6	0.0	1	2400	1.9011645776681683e-05	COMPLETE
11	0.977615753809611	2020-07-06 23:10:34.164800	2020-07-06 23:32:37.493902	0 days 00:22:03.329102000	3	0.0	3	900	0.00021951398729250674	COMPLETE
12	0.9890811864067527	2020-07-06 23:32:37.494550	2020-07-06 23:39:34.567656	0 days 00:06:57.073106000	2	0.0	3	800	5.675031817098558e-05	COMPLETE
13	0.9944392749909259	2020-07-06 23:39:34.568231	2020-07-06 23:45:09.168411	0 days 00:05:34.600180000	4	0.30000000000000004	3	900	0.00036147283555305844	COMPLETE
14	1.067134259294729	2020-07-06 23:45:09.169018	2020-07-06 23:50:40.356085	0 days 00:05:31.187067000	5	0.0	2	300	0.0013600655429203642	COMPLETE
15	1.0560689247956796	2020-07-06 23:50:40.356732	2020-07-06 23:59:05.478904	0 days 00:08:25.122172000	3	0.5	3	1500	0.00012130906916710336	COMPLETE
16	0.9862547575258741	2020-07-06 23:59:05.479506	2020-07-07 00:18:45.014465	0 days 00:19:39.534959000	2	0.35000000000000003	1	2000	2.8811391238198227e-05	COMPLETE
17	0.986787463937487	2020-07-07 00:18:45.015070	2020-07-07 00:40:47.502650	0 days 00:22:02.487580000	5	0.05	2	900	0.000330364821379053	COMPLETE
18	1.01969426135723	2020-07-07 00:40:47.503256	2020-07-07 00:52:22.846248	0 days 00:11:35.342992000	3	0.2	3	1600	0.00010231231154110684	COMPLETE
19	0.9899137120286957	2020-07-07 00:52:22.846865	2020-07-07 01:15:02.286096	0 days 00:22:39.439231000	4	0.05	2	1200	0.0002599177839455201	COMPLETE
20	1.1152763054484414	2020-07-07 01:15:02.286697	2020-07-07 01:20:35.421459	0 days 00:05:33.134762000	2	0.5	1	400	0.0007063791173837745	COMPLETE
21	0.9817022400743821	2020-07-07 01:20:35.422095	2020-07-07 01:41:39.820882	0 days 00:21:04.398787000	3	0.15000000000000002	3	1200	0.00014449944483684805	COMPLETE
22	0.9959549473113373	2020-07-07 01:41:39.821527	2020-07-07 01:49:48.207112	0 days 00:08:08.385585000	3	0.05	3	700	0.0002387327345758636	COMPLETE
23	1.019250206252774	2020-07-07 01:49:48.207722	2020-07-07 01:58:36.778170	0 days 00:08:48.570448000	3	0.15000000000000002	3	1000	7.36200493425479e-05	COMPLETE
