number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	0.9812703306615863	2020-07-04 03:56:47.156237	2020-07-04 04:27:49.847534	0 days 00:31:02.691297000	2	0.30000000000000004	3	900	3.128904987177527e-05	COMPLETE
1	0.9782560421312656	2020-07-04 04:27:49.848118	2020-07-04 05:51:48.395909	0 days 01:23:58.547791000	5	0.2	3	2000	0.00020560279734536314	COMPLETE
2	0.9801805582418207	2020-07-04 05:51:48.396490	2020-07-04 06:29:19.187272	0 days 00:37:30.790782000	2	0.1	2	2100	6.017913898221745e-05	COMPLETE
3	1.0859246464200936	2020-07-04 06:29:19.187870	2020-07-04 07:25:01.905431	0 days 00:55:42.717561000	5	0.45	2	1700	0.0016166343977189453	COMPLETE
4	0.9930569112635884	2020-07-04 07:25:01.922115	2020-07-04 08:16:42.235028	0 days 00:51:40.312913000	2	0.4	1	1900	0.00020446562077968352	COMPLETE
5	0.9779706730618957	2020-07-04 08:16:42.236227	2020-07-04 10:19:58.467600	0 days 02:03:16.231373000	6	0.2	2	1900	0.0002388755316769144	COMPLETE
6	0.9821811142379014	2020-07-04 10:19:58.468182	2020-07-04 11:04:42.807823	0 days 00:44:44.339641000	6	0.35000000000000003	2	800	0.00014177490511854208	COMPLETE
7	0.983867826367769	2020-07-04 11:04:42.809055	2020-07-04 11:37:12.273170	0 days 00:32:29.464115000	5	0.2	1	600	0.00015125337485909278	COMPLETE
8	0.9798921330517957	2020-07-04 11:37:12.273752	2020-07-04 13:12:58.784948	0 days 01:35:46.511196000	4	0.45	2	2400	5.9443888854994836e-05	COMPLETE
9	0.9832313452010373	2020-07-04 13:12:58.785540	2020-07-04 13:39:28.364992	0 days 00:26:29.579452000	3	0.0	2	1000	0.00035701546747758146	COMPLETE
10	inf	2020-07-04 13:39:28.380607	2020-07-04 13:44:04.113172	0 days 00:04:35.732565000	6	0.05	1	1400	0.0008647536740217274	COMPLETE
11	0.9788499887688396	2020-07-04 13:44:04.133508	2020-07-04 16:51:16.701089	0 days 03:07:12.567581000	5	0.15000000000000002	3	2400	0.0005141976527332646	COMPLETE
12	0.9828495202960369	2020-07-04 16:51:16.702526	2020-07-04 17:46:22.993836	0 days 00:55:06.291310000	6	0.25	3	1500	1.1078297693170958e-05	COMPLETE
13	0.9822212783112609	2020-07-04 17:46:22.996029	2020-07-04 18:52:43.855493	0 days 01:06:20.859464000	4	0.2	3	2100	0.0003658495623430727	COMPLETE
14	0.9812437700454204	2020-07-04 18:52:43.856079	2020-07-04 19:43:12.369400	0 days 00:50:28.513321000	5	0.25	3	1900	5.901525489992704e-05	COMPLETE
15	inf	2020-07-04 19:43:12.372085	2020-07-04 19:48:25.126954	0 days 00:05:12.754869000	6	0.1	3	2200	0.0011882042326504746	COMPLETE
16	0.9844785380295363	2020-07-04 19:48:25.147340	2020-07-04 20:57:34.453306	0 days 01:09:09.305966000	5	0.15000000000000002	1	1700	0.00025271228788004656	COMPLETE
17	0.9871128583013721	2020-07-04 20:57:34.455755	2020-07-04 22:19:48.193011	0 days 01:22:13.737256000	4	0.30000000000000004	2	1200	0.0005677590028325808	COMPLETE
18	0.9787367945781537	2020-07-04 22:19:48.193603	2020-07-04 22:41:35.688362	0 days 00:21:47.494759000	6	0.0	3	300	9.598995419761966e-05	COMPLETE
19	0.9804039633044513	2020-07-04 22:41:35.700970	2020-07-04 23:31:27.177529	0 days 00:49:51.476559000	3	0.2	2	1700	2.0103933687066987e-05	COMPLETE
