number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.020826126024184	2020-07-08 12:15:09.181254	2020-07-08 12:33:50.782369	0 days 00:18:41.601115000	5	0.5	3	600	0.00011098271839232711	COMPLETE
1	1.0263705956981557	2020-07-08 12:33:50.782945	2020-07-08 13:14:11.100122	0 days 00:40:20.317177000	6	0.25	1	2200	1.4688032077708305e-05	COMPLETE
2	inf	2020-07-08 13:14:11.100705	2020-07-08 13:16:00.681208	0 days 00:01:49.580503000	4	0.30000000000000004	1	1600	0.0015620384229378212	COMPLETE
3	1.0550463242006713	2020-07-08 13:16:00.681871	2020-07-08 13:26:48.782017	0 days 00:10:48.100146000	4	0.0	3	800	0.0015478191348199594	COMPLETE
4	1.0264015797511372	2020-07-08 13:26:48.799415	2020-07-08 13:30:44.198412	0 days 00:03:55.398997000	3	0.5	1	300	0.0006625431899587396	COMPLETE
5	1.0349094285932994	2020-07-08 13:30:44.198982	2020-07-08 13:39:35.589499	0 days 00:08:51.390517000	2	0.35000000000000003	2	2400	0.0007403066232655962	COMPLETE
6	1.0326474396461955	2020-07-08 13:39:35.590108	2020-07-08 13:45:56.127016	0 days 00:06:20.536908000	5	0.35000000000000003	1	700	0.0006563910787981103	COMPLETE
7	1.0252925701496474	2020-07-08 13:45:56.127605	2020-07-08 13:53:47.207611	0 days 00:07:51.080006000	5	0.30000000000000004	1	800	0.00019663472754558	COMPLETE
8	1.02208919751804	2020-07-08 13:53:47.208185	2020-07-08 14:00:40.240184	0 days 00:06:53.031999000	5	0.05	1	600	4.095819553860262e-05	COMPLETE
9	1.0333663145672545	2020-07-08 14:00:40.240770	2020-07-08 14:13:09.324905	0 days 00:12:29.084135000	6	0.35000000000000003	3	1000	0.000660932852535365	COMPLETE
10	1.0188335498859142	2020-07-08 14:13:09.325474	2020-07-08 14:30:40.983777	0 days 00:17:31.658303000	3	0.5	2	1500	9.911705969333244e-05	COMPLETE
11	1.0230904013289575	2020-07-08 14:30:40.984382	2020-07-08 14:43:31.093689	0 days 00:12:50.109307000	2	0.5	2	1500	0.00010047704290604548	COMPLETE
12	1.0202602796627644	2020-07-08 14:43:31.227120	2020-07-08 15:00:28.139345	0 days 00:16:56.912225000	3	0.45	3	1900	0.00012165697627856517	COMPLETE
13	1.0210685144638878	2020-07-08 15:00:28.139929	2020-07-08 15:14:58.539957	0 days 00:14:30.400028000	3	0.45	2	1900	4.707209225736272e-05	COMPLETE
14	1.0185007076296542	2020-07-08 15:14:58.540565	2020-07-08 15:35:47.961667	0 days 00:20:49.421102000	3	0.1	3	1900	0.0001743733468603288	COMPLETE
15	1.0267714020078895	2020-07-08 15:35:47.962238	2020-07-08 15:43:29.693731	0 days 00:07:41.731493000	3	0.1	2	1200	0.00035029657825892316	COMPLETE
16	1.0219417265063273	2020-07-08 15:43:29.694296	2020-07-08 16:01:01.208228	0 days 00:17:31.513932000	2	0.15000000000000002	3	1800	4.6997443019023536e-05	COMPLETE
