number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.0973152189133724	2020-06-30 19:29:47.307754	2020-06-30 19:49:51.576481	0 days 00:20:04.268727000	3	0.2	1	1700	0.001429046981547794	COMPLETE
1	1.0722845954342364	2020-06-30 19:49:51.577077	2020-06-30 20:16:15.367063	0 days 00:26:23.789986000	5	0.35000000000000003	1	2200	3.480572190592662e-05	COMPLETE
2	1.0614944630199008	2020-06-30 20:16:15.367644	2020-06-30 20:38:01.768201	0 days 00:21:46.400557000	6	0.45	2	1700	0.00023319563708592287	COMPLETE
3	1.0533313250661582	2020-06-30 20:38:01.768822	2020-06-30 20:53:31.851718	0 days 00:15:30.082896000	3	0.05	2	1900	3.222492632205316e-05	COMPLETE
4	1.138616497831783	2020-06-30 20:53:31.852319	2020-06-30 21:24:13.500918	0 days 00:30:41.648599000	6	0.35000000000000003	3	1800	0.0008658375238216218	COMPLETE
5	1.051597598340662	2020-06-30 21:24:13.501509	2020-06-30 21:32:40.674623	0 days 00:08:27.173114000	3	0.0	2	600	0.0008438665426517613	COMPLETE
6	1.1350011520116265	2020-06-30 21:32:40.675206	2020-06-30 21:43:35.181551	0 days 00:10:54.506345000	2	0.5	1	1300	0.0012890234732450515	COMPLETE
7	1.0489321332210781	2020-06-30 21:43:35.182299	2020-06-30 21:59:07.076877	0 days 00:15:31.894578000	3	0.15000000000000002	2	1300	4.227132419263252e-05	COMPLETE
8	inf	2020-06-30 21:59:07.077467	2020-06-30 22:02:18.499896	0 days 00:03:11.422429000	6	0.05	3	1700	0.0008277242668502416	COMPLETE
9	1.0590049008271476	2020-06-30 22:02:18.500613	2020-06-30 22:21:02.878055	0 days 00:18:44.377442000	6	0.0	2	1100	0.0002137705106058109	COMPLETE
10	1.0682688465634524	2020-06-30 22:21:02.878629	2020-06-30 22:35:09.412479	0 days 00:14:06.533850000	4	0.15000000000000002	3	800	1.4445669104577618e-05	COMPLETE
11	1.0699454781338857	2020-06-30 22:35:09.413077	2020-06-30 22:45:08.869831	0 days 00:09:59.456754000	2	0.1	2	300	8.932575379608289e-05	COMPLETE
12	1.0503781642122516	2020-06-30 22:45:08.896754	2020-06-30 22:53:08.971071	0 days 00:08:00.074317000	3	0.30000000000000004	2	300	8.602586105327019e-05	COMPLETE
13	1.0548686732420292	2020-06-30 22:53:08.971682	2020-06-30 23:02:10.392214	0 days 00:09:01.420532000	4	0.30000000000000004	2	500	8.123150735386332e-05	COMPLETE
14	1.051904236733685	2020-06-30 23:02:10.392797	2020-06-30 23:36:04.945784	0 days 00:33:54.552987000	3	0.25	3	2400	1.2843350260507593e-05	COMPLETE
15	1.0734211015176043	2020-06-30 23:36:04.946386	2020-06-30 23:45:50.658448	0 days 00:09:45.712062000	2	0.2	1	1000	3.410304289281247e-05	COMPLETE
16	1.0531543899341789	2020-06-30 23:45:50.659026	2020-06-30 23:58:26.025473	0 days 00:12:35.366447000	4	0.35000000000000003	2	1400	6.50511410719035e-05	COMPLETE
17	1.0619285946205201	2020-06-30 23:58:26.039616	2020-07-01 00:07:50.740096	0 days 00:09:24.700480000	3	0.25	2	300	0.0003862122519807544	COMPLETE
18	1.084541013542834	2020-07-01 00:07:50.740679	2020-07-01 00:20:15.599253	0 days 00:12:24.858574000	5	0.45	1	800	2.021489196989015e-05	COMPLETE
19	1.0600517765972122	2020-07-01 00:20:15.599838	2020-07-01 00:35:46.780187	0 days 00:15:31.180349000	2	0.15000000000000002	3	2100	0.00012856496322992915	COMPLETE
20	1.063887895552363	2020-07-01 00:35:46.780774	2020-07-01 00:51:00.870462	0 days 00:15:14.089688000	5	0.30000000000000004	2	1500	5.30832899871236e-05	COMPLETE
21	1.0639331421290321	2020-07-01 00:51:00.871085	2020-07-01 00:57:45.035065	0 days 00:06:44.163980000	3	0.0	2	600	0.00042737829077832813	COMPLETE
22	1.0447181204612228	2020-07-01 00:57:45.035652	2020-07-01 01:04:26.955300	0 days 00:06:41.919648000	3	0.1	2	500	0.00013929593867645858	COMPLETE
23	1.0491707412333324	2020-07-01 01:04:26.958043	2020-07-01 01:12:09.814976	0 days 00:07:42.856933000	3	0.1	2	300	0.00012234665217173888	COMPLETE
24	1.058029587041601	2020-07-01 01:12:09.815667	2020-07-01 01:21:18.736585	0 days 00:09:08.920918000	4	0.1	2	900	0.00017161246878438387	COMPLETE
