number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.0827810492168288	2020-07-04 20:17:32.711817	2020-07-04 20:25:03.528799	0 days 00:07:30.816982000	2	0.0	1	1100	3.390497671091222e-05	COMPLETE
1	1.117461673351897	2020-07-04 20:25:03.529402	2020-07-04 21:07:21.977469	0 days 00:42:18.448067000	5	0.2	3	2300	8.436783363587316e-05	COMPLETE
2	1.114019434659087	2020-07-04 21:07:21.978059	2020-07-04 21:17:39.148312	0 days 00:10:17.170253000	5	0.25	3	900	1.47399570538075e-05	COMPLETE
3	1.1218535379201424	2020-07-04 21:17:39.148895	2020-07-04 21:25:39.734207	0 days 00:08:00.585312000	3	0.2	2	1100	0.00016133251214172918	COMPLETE
4	1.2030756819148023	2020-07-04 21:25:39.734808	2020-07-04 21:32:48.720945	0 days 00:07:08.986137000	4	0.30000000000000004	3	1400	0.0008799906239916308	COMPLETE
5	1.3055028010483216	2020-07-04 21:32:48.721537	2020-07-04 21:38:20.564411	0 days 00:05:31.842874000	2	0.4	3	1600	0.0002051455265822097	COMPLETE
6	1.1029401770492895	2020-07-04 21:38:20.565004	2020-07-04 21:57:19.520434	0 days 00:18:58.955430000	4	0.2	1	2100	4.615408988501433e-05	COMPLETE
7	1.1437013164287855	2020-07-04 21:57:19.521029	2020-07-04 22:17:58.236742	0 days 00:20:38.715713000	4	0.1	1	1400	0.0006004445817374313	COMPLETE
8	1.133727363344668	2020-07-04 22:17:58.237331	2020-07-04 22:41:40.648889	0 days 00:23:42.411558000	5	0.05	1	2000	0.00010458608455398936	COMPLETE
9	1.257205332193722	2020-07-04 22:41:40.649478	2020-07-04 22:51:59.369002	0 days 00:10:18.719524000	2	0.45	2	1200	0.0006193918019500274	COMPLETE
10	1.1559190780174833	2020-07-04 22:51:59.369601	2020-07-04 23:09:47.124262	0 days 00:17:47.754661000	2	0.0	1	300	1.1278566311556783e-05	COMPLETE
11	1.1270166558711803	2020-07-04 23:09:47.124849	2020-07-04 23:27:05.433893	0 days 00:17:18.309044000	3	0.1	1	700	2.841706306681909e-05	COMPLETE
12	1.1278498224517544	2020-07-04 23:27:05.434492	2020-07-04 23:55:48.701809	0 days 00:28:43.267317000	6	0.35000000000000003	2	1900	4.515903575890752e-05	COMPLETE
13	1.1490563356241925	2020-07-04 23:55:48.702438	2020-07-05 00:19:12.776131	0 days 00:23:24.073693000	3	0.0	1	2400	3.175802495510967e-05	COMPLETE
14	1.1402530962345647	2020-07-05 00:19:12.776693	2020-07-05 00:45:25.869201	0 days 00:26:13.092508000	4	0.15000000000000002	1	500	1.9625580428960083e-05	COMPLETE
15	1.1415284977239721	2020-07-05 00:45:25.869763	2020-07-05 00:57:50.089869	0 days 00:12:24.220106000	3	0.5	2	1700	5.3610476435723484e-05	COMPLETE
16	1.2182676848911105	2020-07-05 00:57:50.090441	2020-07-05 01:27:39.196079	0 days 00:29:49.105638000	6	0.0	1	2100	0.0003181009756999798	COMPLETE
17	1.1152867708219534	2020-07-05 01:27:39.196677	2020-07-05 01:39:02.836551	0 days 00:11:23.639874000	5	0.30000000000000004	2	800	6.440892789621093e-05	COMPLETE
18	1.167083317993068	2020-07-05 01:39:02.837156	2020-07-05 01:49:51.987397	0 days 00:10:49.150241000	4	0.1	1	1100	2.0360918924932937e-05	COMPLETE
19	1.110674227152218	2020-07-05 01:49:51.987996	2020-07-05 02:17:32.841025	0 days 00:27:40.853029000	3	0.2	1	1600	3.8313862378933e-05	COMPLETE
20	1.0911123553911846	2020-07-05 02:17:32.841601	2020-07-05 02:32:20.302043	0 days 00:14:47.460442000	2	0.15000000000000002	2	1800	1.0349950203032565e-05	COMPLETE
21	1.0801158124993162	2020-07-05 02:32:20.302608	2020-07-05 02:47:32.980753	0 days 00:15:12.678145000	2	0.15000000000000002	2	2200	1.000771829552802e-05	COMPLETE
22	1.0764453381049532	2020-07-05 02:47:32.981367	2020-07-05 03:03:47.429973	0 days 00:16:14.448606000	2	0.05	2	2300	1.0208722598065908e-05	COMPLETE
23	1.0858621206604133	2020-07-05 03:03:47.448982	2020-07-05 03:20:14.256770	0 days 00:16:26.807788000	2	0.05	2	2400	1.0400597574024657e-05	COMPLETE
24	1.2416949096847982	2020-07-05 03:20:14.257343	2020-07-05 03:32:01.550265	0 days 00:11:47.292922000	2	0.05	2	2200	0.0018754132820163903	COMPLETE
25	1.1109655554555042	2020-07-05 03:32:01.550858	2020-07-05 03:44:02.536645	0 days 00:12:00.985787000	2	0.05	2	1300	1.727224175379454e-05	COMPLETE
26	1.115320980214939	2020-07-05 03:44:02.537252	2020-07-05 03:54:20.536278	0 days 00:10:17.999026000	3	0.15000000000000002	2	1000	2.3774313282572057e-05	COMPLETE
27	1.0866014668587543	2020-07-05 03:54:20.536859	2020-07-05 04:04:52.646257	0 days 00:10:32.109398000	2	0.1	2	1500	1.392431628780058e-05	COMPLETE
28	1.1385353541507774	2020-07-05 04:04:52.646877	2020-07-05 04:13:41.517599	0 days 00:08:48.870722000	3	0.0	3	700	1.1996084049569872e-05	COMPLETE
29	1.0516218422841626	2020-07-05 04:13:41.518206	2020-07-05 04:28:19.718608	0 days 00:14:38.200402000	2	0.15000000000000002	2	2400	8.357798207607169e-05	COMPLETE
30	1.1457181021946818	2020-07-05 04:28:19.719240	2020-07-05 04:57:26.554454	0 days 00:29:06.835214000	2	0.25	2	2300	0.0003058916900348279	COMPLETE
31	1.0465380474298942	2020-07-05 04:57:26.555001	2020-07-05 05:12:54.934087	0 days 00:15:28.379086000	2	0.15000000000000002	2	2400	9.333473515045346e-05	COMPLETE
32	1.043415373112975	2020-07-05 05:12:54.934664	2020-07-05 05:28:37.242425	0 days 00:15:42.307761000	2	0.15000000000000002	2	2400	8.463707571244079e-05	COMPLETE
33	1.060807482368138	2020-07-05 05:28:37.259415	2020-07-05 05:47:35.581810	0 days 00:18:58.322395000	2	0.15000000000000002	2	2400	9.652037795070709e-05	COMPLETE
34	1.1766873693265836	2020-07-05 05:47:35.582372	2020-07-05 06:01:32.623569	0 days 00:13:57.041197000	3	0.25	3	2400	9.534081253192552e-05	COMPLETE
35	1.048164458167987	2020-07-05 06:01:32.624244	2020-07-05 06:16:04.519519	0 days 00:14:31.895275000	2	0.2	2	2400	0.0001284104369960178	COMPLETE
36	1.0805357364045471	2020-07-05 06:16:04.520156	2020-07-05 06:47:28.272926	0 days 00:31:23.752770000	3	0.2	2	2000	0.0001382394595860232	COMPLETE
37	1.0833120032184933	2020-07-05 06:47:28.273530	2020-07-05 07:02:06.664280	0 days 00:14:38.390750000	2	0.30000000000000004	3	2200	6.788775120533652e-05	COMPLETE
38	1.1169029492623999	2020-07-05 07:02:06.664861	2020-07-05 07:20:15.452306	0 days 00:18:08.787445000	3	0.25	2	2100	0.00019068260641569738	COMPLETE
39	1.0811290700896448	2020-07-05 07:20:15.452887	2020-07-05 07:44:15.256105	0 days 00:23:59.803218000	2	0.2	3	2300	0.0001244474103177441	COMPLETE
40	1.090241572102245	2020-07-05 07:44:15.256698	2020-07-05 08:04:37.834816	0 days 00:20:22.578118000	2	0.2	2	2000	0.00026823713568763637	COMPLETE
41	1.039393500954497	2020-07-05 08:04:37.835410	2020-07-05 08:21:29.902678	0 days 00:16:52.067268000	2	0.15000000000000002	2	2400	7.808773219270999e-05	COMPLETE
42	1.0408506199759262	2020-07-05 08:21:29.903260	2020-07-05 08:38:16.858538	0 days 00:16:46.955278000	2	0.15000000000000002	2	2400	7.651417598607138e-05	COMPLETE
43	1.0443422627382253	2020-07-05 08:38:16.859156	2020-07-05 08:53:49.036072	0 days 00:15:32.176916000	2	0.1	2	2300	6.969850626455848e-05	COMPLETE
44	1.0491855830705465	2020-07-05 08:53:49.036641	2020-07-05 09:08:48.790431	0 days 00:14:59.753790000	2	0.1	2	2200	6.738093576885271e-05	COMPLETE
45	1.0913057614441346	2020-07-05 09:08:48.791002	2020-07-05 09:28:35.003552	0 days 00:19:46.212550000	3	0.1	2	2300	0.0001717477995528178	COMPLETE
46	1.0608966824721222	2020-07-05 09:28:35.004116	2020-07-05 09:40:55.197472	0 days 00:12:20.193356000	2	0.15000000000000002	2	1900	5.153402247434938e-05	COMPLETE
47	1.0394647490410578	2020-07-05 09:40:55.213932	2020-07-05 09:54:48.902913	0 days 00:13:53.688981000	2	0.1	2	2100	8.129966333805813e-05	COMPLETE
48	1.1087145254391582	2020-07-05 09:54:48.903963	2020-07-05 10:14:38.098262	0 days 00:19:49.194299000	3	0.1	2	2100	4.0166248907308963e-05	COMPLETE
49	1.0452908931993972	2020-07-05 10:14:38.098852	2020-07-05 10:25:42.713312	0 days 00:11:04.614460000	2	0.05	2	1900	7.824523646902236e-05	COMPLETE
50	1.1285911598125427	2020-07-05 10:25:42.713922	2020-07-05 10:55:26.642238	0 days 00:29:43.928316000	5	0.1	2	2100	0.00022302690857858338	COMPLETE
51	1.0441045306977772	2020-07-05 10:55:26.642804	2020-07-05 11:18:32.821984	0 days 00:23:06.179180000	2	0.05	2	1900	7.747848898137097e-05	COMPLETE
52	1.0476101496640373	2020-07-05 11:18:32.822659	2020-07-05 11:32:20.494372	0 days 00:13:47.671713000	2	0.05	2	1800	5.721309208305675e-05	COMPLETE
53	1.0524706247807885	2020-07-05 11:32:20.494961	2020-07-05 11:47:43.802304	0 days 00:15:23.307343000	2	0.1	2	2300	0.00012240453187828878	COMPLETE
54	1.0558424284812116	2020-07-05 11:47:43.825118	2020-07-05 11:56:49.615713	0 days 00:09:05.790595000	2	0.15000000000000002	2	2000	7.404105029684245e-05	COMPLETE
55	1.111071299605009	2020-07-05 11:56:49.616326	2020-07-05 12:18:24.400041	0 days 00:21:34.783715000	3	0.0	2	2200	4.558249442380591e-05	COMPLETE
56	1.0539913960531646	2020-07-05 12:18:24.400635	2020-07-05 12:30:13.527737	0 days 00:11:49.127102000	2	0.1	2	1800	2.995755878350124e-05	COMPLETE
57	1.0526285383547722	2020-07-05 12:30:13.528695	2020-07-05 12:45:05.290090	0 days 00:14:51.761395000	2	0.05	2	2300	0.00010574548969456915	COMPLETE
58	1.0433986103501307	2020-07-05 12:45:05.290670	2020-07-05 13:01:11.333846	0 days 00:16:06.043176000	2	0.1	2	2200	5.8671736498524386e-05	COMPLETE
59	1.0856744503440643	2020-07-05 13:01:11.334428	2020-07-05 13:22:07.899705	0 days 00:20:56.565277000	3	0.2	2	2100	3.545810284998588e-05	COMPLETE
60	1.058975239093898	2020-07-05 13:22:07.900287	2020-07-05 13:35:06.368087	0 days 00:12:58.467800000	2	0.0	2	1600	4.875952355106678e-05	COMPLETE
61	1.047869439719438	2020-07-05 13:35:06.368683	2020-07-05 13:46:14.713946	0 days 00:11:08.345263000	2	0.15000000000000002	2	2200	6.052058282449331e-05	COMPLETE
62	1.0363687852851482	2020-07-05 13:46:14.714545	2020-07-05 13:58:04.576060	0 days 00:11:49.861515000	2	0.1	2	2000	0.00010941931771975926	COMPLETE
63	1.0489249082506538	2020-07-05 13:58:04.578266	2020-07-05 14:09:43.090016	0 days 00:11:38.511750000	2	0.05	2	1700	0.00015391907759584365	COMPLETE
64	1.0453381775474013	2020-07-05 14:09:43.090615	2020-07-05 14:22:23.090331	0 days 00:12:39.999716000	2	0.15000000000000002	2	2000	0.00011484476633533858	COMPLETE
65	1.0463905713471378	2020-07-05 14:22:23.090910	2020-07-05 14:34:39.575024	0 days 00:12:16.484114000	2	0.1	2	1900	8.272138146160987e-05	COMPLETE
66	1.0451288403583174	2020-07-05 14:34:39.575607	2020-07-05 14:49:47.237328	0 days 00:15:07.661721000	2	0.05	2	2100	5.6761843425185535e-05	COMPLETE
67	1.0538845262607606	2020-07-05 14:49:47.237905	2020-07-05 15:04:09.202640	0 days 00:14:21.964735000	2	0.1	2	2000	8.48384074334891e-05	COMPLETE
68	1.1235657147332734	2020-07-05 15:04:09.205358	2020-07-05 15:22:24.701555	0 days 00:18:15.496197000	4	0.15000000000000002	2	2200	4.119862825886777e-05	COMPLETE
69	1.0456726995168948	2020-07-05 15:22:24.702161	2020-07-05 15:39:46.628076	0 days 00:17:21.925915000	2	0.05	2	2400	0.00010612608563895192	COMPLETE
70	1.0515206669892918	2020-07-05 15:39:46.628668	2020-07-05 16:08:24.931530	0 days 00:28:38.302862000	2	0.1	2	1900	0.0001625804522881142	COMPLETE
71	1.0418143602980285	2020-07-05 16:08:24.932124	2020-07-05 16:24:46.049011	0 days 00:16:21.116887000	2	0.1	2	2300	7.144618024028765e-05	COMPLETE
72	1.0505223314301306	2020-07-05 16:24:46.282405	2020-07-05 16:41:12.001700	0 days 00:16:25.719295000	2	0.15000000000000002	2	2200	9.092413643820486e-05	COMPLETE
73	1.0419297442048872	2020-07-05 16:41:12.003168	2020-07-05 16:58:30.467797	0 days 00:17:18.464629000	2	0.1	2	2400	6.034860092719827e-05	COMPLETE
74	1.0486337534185886	2020-07-05 16:58:30.468580	2020-07-05 17:15:07.118220	0 days 00:16:36.649640000	2	0.1	2	2400	6.01908732657536e-05	COMPLETE
75	1.0480344308858491	2020-07-05 17:15:07.118937	2020-07-05 17:30:17.948985	0 days 00:15:10.830048000	2	0.15000000000000002	2	2300	4.7540169597877485e-05	COMPLETE
76	1.0639911035195786	2020-07-05 17:30:17.952269	2020-07-05 17:44:33.824502	0 days 00:14:15.872233000	2	0.2	2	2400	2.5775810841801742e-05	COMPLETE
77	1.23392175659746	2020-07-05 17:44:33.825104	2020-07-05 17:58:12.731697	0 days 00:13:38.906593000	3	0.1	2	2200	0.00014655989060429196	COMPLETE
78	1.0538001571382796	2020-07-05 17:58:12.732280	2020-07-05 18:09:50.465527	0 days 00:11:37.733247000	2	0.15000000000000002	2	2300	0.00010455888451599666	COMPLETE
79	1.1086654474421376	2020-07-05 18:09:50.466127	2020-07-05 18:39:58.329048	0 days 00:30:07.862921000	6	0.1	2	2300	6.738349374031351e-05	COMPLETE
80	1.0547972313162326	2020-07-05 18:39:58.329677	2020-07-05 18:50:54.700312	0 days 00:10:56.370635000	2	0.2	2	2400	5.1670304811280605e-05	COMPLETE
81	1.050171743087074	2020-07-05 18:50:54.700920	2020-07-05 19:00:27.423740	0 days 00:09:32.722820000	2	0.05	2	2100	7.967913716347518e-05	COMPLETE
82	1.0465817613428046	2020-07-05 19:00:27.424351	2020-07-05 19:12:39.978195	0 days 00:12:12.553844000	2	0.1	2	2200	7.283569385309953e-05	COMPLETE
83	1.0614577690426374	2020-07-05 19:12:39.978795	2020-07-05 19:24:53.187461	0 days 00:12:13.208666000	2	0.05	2	2100	3.4870779208140526e-05	COMPLETE
84	1.0545561069867857	2020-07-05 19:24:53.188073	2020-07-05 19:41:02.681996	0 days 00:16:09.493923000	2	0.15000000000000002	2	2300	9.496014218030865e-05	COMPLETE
85	1.052567688690848	2020-07-05 19:41:02.721648	2020-07-05 19:55:47.994093	0 days 00:14:45.272445000	2	0.1	2	2000	6.25516543561119e-05	COMPLETE
86	1.041347337537119	2020-07-05 19:55:47.994673	2020-07-05 20:09:16.465695	0 days 00:13:28.471022000	2	0.05	2	1700	0.00013619128170574084	COMPLETE
87	1.05494200465392	2020-07-05 20:09:16.466288	2020-07-05 20:20:38.627682	0 days 00:11:22.161394000	2	0.0	2	1300	0.00012989172183044202	COMPLETE
88	1.1704051252506695	2020-07-05 20:20:38.628289	2020-07-05 20:34:15.177177	0 days 00:13:36.548888000	3	0.15000000000000002	2	1500	0.0001872375797216643	COMPLETE
89	1.0444094812502713	2020-07-05 20:34:15.177798	2020-07-05 20:57:27.910918	0 days 00:23:12.733120000	2	0.1	2	1700	0.00024382433489088153	COMPLETE
90	1.0529230677780985	2020-07-05 20:57:27.911546	2020-07-05 21:14:01.586450	0 days 00:16:33.674904000	2	0.1	2	2400	0.00010447524162204807	COMPLETE
91	1.0474077586700268	2020-07-05 21:14:01.587101	2020-07-05 21:26:48.094747	0 days 00:12:46.507646000	2	0.05	2	1800	7.680806002442815e-05	COMPLETE
92	1.0408519114098962	2020-07-05 21:26:48.095363	2020-07-05 21:48:01.614319	0 days 00:21:13.518956000	2	0.0	2	1900	0.00011652906159621716	COMPLETE
93	1.04676353146716	2020-07-05 21:48:01.614935	2020-07-05 22:02:17.199348	0 days 00:14:15.584413000	2	0.0	2	2000	0.00011843792997114286	COMPLETE
94	1.042012425864778	2020-07-05 22:02:17.202824	2020-07-05 22:29:27.203918	0 days 00:27:10.001094000	2	0.0	2	2200	0.00013993935840432066	COMPLETE
95	1.0488760207547527	2020-07-05 22:29:27.204650	2020-07-05 22:43:53.476461	0 days 00:14:26.271811000	2	0.0	2	2100	0.000135127324612679	COMPLETE
96	1.0560182032464933	2020-07-05 22:43:53.477064	2020-07-05 22:55:54.637449	0 days 00:12:01.160385000	2	0.0	2	1800	0.00017289490782750454	COMPLETE
97	1.0739128606326105	2020-07-05 22:55:54.638066	2020-07-05 23:11:38.974517	0 days 00:15:44.336451000	2	0.05	2	2200	0.0004760429855055456	COMPLETE
98	1.0583386930430971	2020-07-05 23:11:38.976139	2020-07-05 23:23:50.060721	0 days 00:12:11.084582000	2	0.0	2	2100	8.9249182503279e-05	COMPLETE
99	1.0391122635339154	2020-07-05 23:23:50.061365	2020-07-05 23:32:35.095634	0 days 00:08:45.034269000	2	0.05	2	1700	0.00020069208483352108	COMPLETE
