number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.014979492570477	2020-07-06 17:51:40.531198	2020-07-06 18:08:06.850445	0 days 00:16:26.319247000	4	0.05	2	800	4.024958736594442e-05	COMPLETE
1	1.015927171194996	2020-07-06 18:08:06.851030	2020-07-06 18:28:25.944036	0 days 00:20:19.093006000	6	0.0	1	1000	0.00020215957102129192	COMPLETE
2	1.0561853854947725	2020-07-06 18:28:25.944609	2020-07-06 18:37:41.219320	0 days 00:09:15.274711000	3	0.35000000000000003	1	2400	0.0018273793526746133	COMPLETE
3	1.0264305793235295	2020-07-06 18:37:41.219905	2020-07-06 19:04:22.225095	0 days 00:26:41.005190000	5	0.35000000000000003	2	2100	1.6696578769903267e-05	COMPLETE
4	1.0278750138381227	2020-07-06 19:04:22.235582	2020-07-06 19:13:59.207139	0 days 00:09:36.971557000	6	0.05	2	900	9.950645125704342e-05	COMPLETE
5	1.0512589432307016	2020-07-06 19:13:59.207757	2020-07-06 19:19:51.892346	0 days 00:05:52.684589000	4	0.05	2	1300	0.0014260718830059655	COMPLETE
6	1.0218529146882183	2020-07-06 19:19:51.892952	2020-07-06 19:33:41.816196	0 days 00:13:49.923244000	4	0.2	1	1300	0.0002612948292149173	COMPLETE
7	1.04719895046484	2020-07-06 19:33:41.816773	2020-07-06 19:40:39.655476	0 days 00:06:57.838703000	2	0.1	2	1500	0.0006167708606893702	COMPLETE
8	1.0276576118653933	2020-07-06 19:40:39.656071	2020-07-06 20:16:04.037533	0 days 00:35:24.381462000	6	0.35000000000000003	1	1900	0.00022432335704167627	COMPLETE
9	1.043473681833557	2020-07-06 20:16:04.133446	2020-07-06 20:24:28.529382	0 days 00:08:24.395936000	5	0.45	3	600	1.5023603973174438e-05	COMPLETE
10	1.0198667641838788	2020-07-06 20:24:28.529959	2020-07-06 20:34:25.767388	0 days 00:09:57.237429000	2	0.2	3	300	5.04702193164811e-05	COMPLETE
11	1.0192712694331876	2020-07-06 20:34:25.767999	2020-07-06 20:49:35.108917	0 days 00:15:09.340918000	5	0.0	1	1000	4.4667822028945873e-05	COMPLETE
12	1.0192209922369762	2020-07-06 20:49:35.109541	2020-07-06 21:00:11.164000	0 days 00:10:36.054459000	3	0.0	3	300	7.988339319383388e-05	COMPLETE
13	1.0180891537893209	2020-07-06 21:00:11.164635	2020-07-06 21:13:03.220147	0 days 00:12:52.055512000	6	0.15000000000000002	2	700	3.2879156123498056e-05	COMPLETE
14	1.0203996241487414	2020-07-06 21:13:03.220738	2020-07-06 21:28:33.028758	0 days 00:15:29.808020000	3	0.0	1	1000	0.00038988832138553935	COMPLETE
15	1.019208028868593	2020-07-06 21:28:33.043632	2020-07-06 21:42:57.727067	0 days 00:14:24.683435000	5	0.1	2	600	0.000149322445186918	COMPLETE
16	1.0472961017965932	2020-07-06 21:42:57.727666	2020-07-06 21:58:12.288789	0 days 00:15:14.561123000	4	0.25	1	1600	0.0007813544342891884	COMPLETE
17	1.022684372634374	2020-07-06 21:58:12.289391	2020-07-06 22:17:47.625223	0 days 00:19:35.335832000	6	0.1	3	1100	2.4055073276416648e-05	COMPLETE
