number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	0.9693025719962405	2020-07-08 04:43:19.021753	2020-07-08 05:13:34.540491	0 days 00:30:15.518738000	3	0.0	3	1400	7.519643121257859e-05	COMPLETE
1	1.0318989269988037	2020-07-08 05:13:34.541031	2020-07-08 05:25:20.569563	0 days 00:11:46.028532000	5	0.5	1	1900	0.0005406664500075721	COMPLETE
2	0.9680847305312614	2020-07-08 05:25:20.570076	2020-07-08 06:15:46.918670	0 days 00:50:26.348594000	3	0.30000000000000004	2	1600	7.194389968061283e-05	COMPLETE
3	0.969808654698163	2020-07-08 06:15:46.919191	2020-07-08 07:23:07.499605	0 days 01:07:20.580414000	2	0.30000000000000004	3	1000	1.919029666873342e-05	COMPLETE
4	0.967016405985892	2020-07-08 07:23:07.500101	2020-07-08 08:11:42.419482	0 days 00:48:34.919381000	6	0.05	3	800	0.0006086947842631263	COMPLETE
5	0.9667751318978064	2020-07-08 08:11:42.420052	2020-07-08 09:01:01.165337	0 days 00:49:18.745285000	3	0.25	2	1200	4.7010259462064e-05	COMPLETE
6	0.9717585781713922	2020-07-08 09:01:01.165871	2020-07-08 10:33:35.631265	0 days 01:32:34.465394000	4	0.35000000000000003	2	1300	0.0004023697377688053	COMPLETE
7	0.9663432082701068	2020-07-08 10:33:35.631788	2020-07-08 11:31:39.643901	0 days 00:58:04.012113000	4	0.2	3	1900	1.2125311086711228e-05	COMPLETE
8	0.9730432687086475	2020-07-08 11:31:39.644397	2020-07-08 12:13:06.122369	0 days 00:41:26.477972000	4	0.05	1	1100	9.23977423273714e-05	COMPLETE
9	0.9654252824174373	2020-07-08 12:13:06.122918	2020-07-08 13:01:16.074221	0 days 00:48:09.951303000	5	0.30000000000000004	3	800	0.00012711489488186897	COMPLETE
10	1.0789394546497542	2020-07-08 13:01:16.074733	2020-07-08 13:11:36.624160	0 days 00:10:20.549427000	6	0.45	3	300	0.0016570027196803907	COMPLETE
11	0.9689419265827209	2020-07-08 13:11:36.624726	2020-07-08 14:01:34.396173	0 days 00:49:57.771447000	5	0.15000000000000002	3	2300	1.4367474642625379e-05	COMPLETE
12	0.9640466608474367	2020-07-08 14:01:34.396704	2020-07-08 15:06:45.298665	0 days 01:05:10.901961000	5	0.15000000000000002	3	500	0.00019600069359133787	COMPLETE
13	0.9690756853369539	2020-07-08 15:06:45.299187	2020-07-08 15:47:23.032136	0 days 00:40:37.732949000	5	0.15000000000000002	2	300	0.0002066773625217338	COMPLETE
14	0.9683436139172742	2020-07-08 15:47:23.032717	2020-07-08 16:36:48.893827	0 days 00:49:25.861110000	5	0.35000000000000003	3	600	0.0002088425310572348	COMPLETE
15	0.9694768467290406	2020-07-08 16:36:48.894347	2020-07-08 17:18:00.618324	0 days 00:41:11.723977000	6	0.15000000000000002	2	500	3.2135121861300385e-05	COMPLETE
16	0.9701353844591937	2020-07-08 17:18:00.618835	2020-07-08 19:08:47.398155	0 days 01:50:46.779320000	5	0.45	3	800	0.00016614913181881393	COMPLETE
17	1.0547916061217188	2020-07-08 19:08:47.398674	2020-07-08 19:19:14.630957	0 days 00:10:27.232283000	6	0.1	3	600	0.001589328026335678	COMPLETE
18	0.970360864969505	2020-07-08 19:19:14.631535	2020-07-08 19:59:26.950884	0 days 00:40:12.319349000	5	0.25	2	900	0.0003090209232797537	COMPLETE
19	1.0132350482271089	2020-07-08 19:59:26.951392	2020-07-08 20:39:36.899743	0 days 00:40:09.948351000	4	0.4	1	300	0.0008389496409219545	COMPLETE
20	0.9637916808434591	2020-07-08 20:39:36.900265	2020-07-08 21:49:04.781066	0 days 01:09:27.880801000	6	0.2	3	600	0.00011349685741740721	COMPLETE
