number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	0.9962270035124655	2020-07-07 21:06:33.040697	2020-07-07 21:41:43.851806	0 days 00:35:10.811109000	5	0.15000000000000002	1	800	0.0002179394509859929	COMPLETE
1	0.9925046854828465	2020-07-07 21:41:43.852393	2020-07-07 22:18:22.387874	0 days 00:36:38.535481000	2	0.30000000000000004	2	1000	2.9111258277039536e-05	COMPLETE
2	0.987750236267298	2020-07-07 22:18:22.403034	2020-07-07 23:08:57.766787	0 days 00:50:35.363753000	2	0.05	2	1700	2.2654361633306583e-05	COMPLETE
3	0.9909956949071094	2020-07-07 23:08:57.767390	2020-07-08 00:01:36.239266	0 days 00:52:38.471876000	6	0.30000000000000004	3	300	7.441468099983222e-05	COMPLETE
4	0.9815547241106194	2020-07-08 00:01:36.268686	2020-07-08 01:14:13.630729	0 days 01:12:37.362043000	6	0.1	3	1300	0.00014597471541693822	COMPLETE
5	0.9862644828146837	2020-07-08 01:14:13.631446	2020-07-08 01:43:54.247743	0 days 00:29:40.616297000	2	0.25	3	400	0.0001550817070766932	COMPLETE
6	0.9863613371935613	2020-07-08 01:43:54.264036	2020-07-08 02:11:10.742488	0 days 00:27:16.478452000	3	0.1	3	1300	2.3807552981017684e-05	COMPLETE
7	0.9876963983952456	2020-07-08 02:11:10.743076	2020-07-08 03:00:14.154489	0 days 00:49:03.411413000	3	0.45	3	1500	4.550251592857663e-05	COMPLETE
8	inf	2020-07-08 03:00:14.155103	2020-07-08 03:01:48.431780	0 days 00:01:34.276677000	4	0.0	1	500	0.0017721090423890426	COMPLETE
9	0.9849472727125761	2020-07-08 03:01:48.432432	2020-07-08 03:39:10.972151	0 days 00:37:22.539719000	6	0.15000000000000002	3	300	0.0001435821975402162	COMPLETE
10	1.064516878035786	2020-07-08 03:39:10.973437	2020-07-08 04:13:46.468578	0 days 00:34:35.495141000	5	0.5	2	2400	0.0007799030568358437	COMPLETE
11	0.9847470366723041	2020-07-08 04:13:46.520637	2020-07-08 06:30:50.899016	0 days 02:17:04.378379000	6	0.15000000000000002	3	2000	0.000386122143549946	COMPLETE
12	0.9890893629308364	2020-07-08 06:30:50.899623	2020-07-08 08:30:17.939909	0 days 01:59:27.040286000	6	0.2	3	2100	0.0005745426880717097	COMPLETE
13	0.9854907541574668	2020-07-08 08:30:17.963054	2020-07-08 09:24:13.489415	0 days 00:53:55.526361000	5	0.0	2	1900	0.00045401240295922475	COMPLETE
14	0.9821994191741522	2020-07-08 09:24:13.490013	2020-07-08 11:36:41.108466	0 days 02:12:27.618453000	6	0.1	3	2400	0.0003160856947906363	COMPLETE
15	0.9927043917211401	2020-07-08 11:36:41.109095	2020-07-08 12:48:18.225779	0 days 01:11:37.116684000	5	0.05	2	1200	0.0012270543989563116	COMPLETE
16	0.9872438323494477	2020-07-08 12:48:18.228830	2020-07-08 13:49:12.047647	0 days 01:00:53.818817000	4	0.05	3	2400	6.373675177317166e-05	COMPLETE
17	0.9980094728739616	2020-07-08 13:49:12.048246	2020-07-08 15:18:00.814139	0 days 01:28:48.765893000	6	0.4	3	1600	0.00025580025339300367	COMPLETE
18	0.9910552752552896	2020-07-08 15:18:00.814751	2020-07-08 15:59:42.769875	0 days 00:41:41.955124000	5	0.1	2	800	1.1825723773975597e-05	COMPLETE
19	0.996696654985569	2020-07-08 15:59:42.770493	2020-07-08 16:40:18.167185	0 days 00:40:35.396692000	6	0.25	1	1100	8.791112229467866e-05	COMPLETE
20	0.98821742787489	2020-07-08 16:40:18.167798	2020-07-08 17:57:43.827246	0 days 01:17:25.659448000	4	0.2	3	1800	0.00029943676560846165	COMPLETE
21	0.9843875892830369	2020-07-08 17:57:43.828003	2020-07-08 20:18:01.680307	0 days 02:20:17.852304000	6	0.15000000000000002	3	2100	0.00037906386404097957	COMPLETE
22	inf	2020-07-08 20:18:01.680910	2020-07-08 20:25:45.385676	0 days 00:07:43.704766000	6	0.1	3	2200	0.0008297827491511899	COMPLETE
23	0.9831838884804421	2020-07-08 20:25:45.386346	2020-07-08 22:11:16.711711	0 days 01:45:31.325365000	5	0.2	3	2300	0.00011599629656476898	COMPLETE
24	0.9829625936408181	2020-07-08 22:11:16.714340	2020-07-08 23:15:55.055965	0 days 01:04:38.341625000	5	0.2	3	1400	0.00012782907781842478	COMPLETE
25	0.9851417125649884	2020-07-08 23:15:55.056619	2020-07-09 00:19:40.450966	0 days 01:03:45.394347000	5	0.30000000000000004	3	1400	0.00011452684252167316	COMPLETE
26	0.9862155682983722	2020-07-09 00:19:40.477627	2020-07-09 00:48:46.618988	0 days 00:29:06.141361000	5	0.1	2	800	0.0001886449874914769	COMPLETE
27	0.9887881537774603	2020-07-09 00:48:46.619589	2020-07-09 01:27:08.546277	0 days 00:38:21.926688000	6	0.0	3	1000	4.308891681194588e-05	COMPLETE
28	0.9901371075570348	2020-07-09 01:27:08.546888	2020-07-09 02:49:37.175391	0 days 01:22:28.628503000	5	0.35000000000000003	3	1500	0.0002064275561835146	COMPLETE
29	0.9868981062097285	2020-07-09 02:49:37.176037	2020-07-09 03:18:13.190530	0 days 00:28:36.014493000	4	0.15000000000000002	2	600	9.940677609814414e-05	COMPLETE
30	0.9858938002491903	2020-07-09 03:18:13.191954	2020-07-09 04:35:36.869698	0 days 01:17:23.677744000	5	0.2	3	1300	0.0002737936449245893	COMPLETE
31	0.9826859296944398	2020-07-09 04:35:36.872604	2020-07-09 06:46:32.168318	0 days 02:10:55.295714000	5	0.2	3	2400	0.00012886028153166924	COMPLETE
32	0.9819518416793206	2020-07-09 06:46:32.189358	2020-07-09 10:24:56.334435	0 days 03:38:24.145077000	6	0.25	3	2400	0.00017494850645841857	COMPLETE
33	0.9848059525767043	2020-07-09 10:24:56.379326	2020-07-09 12:58:42.353553	0 days 02:33:45.974227000	6	0.25	3	2400	0.0001842623165028351	COMPLETE
34	0.9831426450978399	2020-07-09 12:58:42.375487	2020-07-09 15:34:38.005065	0 days 02:35:55.629578000	6	0.35000000000000003	3	2200	5.644548944914252e-05	COMPLETE
35	0.9921370326983899	2020-07-09 15:34:38.005727	2020-07-09 16:18:27.479562	0 days 00:43:49.473835000	6	0.05	3	1800	0.00031141885148200843	COMPLETE
