number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.00033450396612729795	2020-10-14 18:55:57.517370	2020-10-14 19:05:32.216991	0 days 00:09:34.699621000	0.45	0.005066280652261715	7	2			flat	COMPLETE
1	0.0002978664637597113	2020-10-14 19:05:32.217458	2020-10-14 19:15:39.066871	0 days 00:10:06.849413000		0.00015796601420765813	6	1				COMPLETE
2	0.0003072295507143268	2020-10-14 19:15:39.067287	2020-10-14 19:25:42.157307	0 days 00:10:03.090020000	0.05	2.885812563780769e-05	8	2			pyramid_2	COMPLETE
3	0.00031440706839361873	2020-10-14 19:25:42.157755	2020-10-14 19:35:45.884870	0 days 00:10:03.727115000	0.2	0.004318101871630178	7	3	pyramid_2			COMPLETE
4	0.00031017033864002875	2020-10-14 19:35:45.885292	2020-10-14 19:45:01.350490	0 days 00:09:15.465198000		0.00045084542153204566	8	1				COMPLETE
5	0.0009131989184538663	2020-10-14 19:45:01.350969	2020-10-14 19:54:20.759787	0 days 00:09:19.408818000	0.30000000000000004	0.006950240656003605	8	3	flat			COMPLETE
6	0.0003669600467611845	2020-10-14 19:54:20.760211	2020-10-14 20:03:37.784851	0 days 00:09:17.024640000		0.009779838240428803	8	1				COMPLETE
7	0.0002940665658885002	2020-10-14 20:03:37.810805	2020-10-14 20:13:39.608522	0 days 00:10:01.797717000	0.4	9.519532406096562e-05	8	3	pyramid_2			COMPLETE
8	0.0015175779460819595	2020-10-14 20:13:39.608991	2020-10-14 20:23:05.357750	0 days 00:09:25.748759000	0.35000000000000003	0.012418687807970234	9	2		flat		COMPLETE
9	0.00033344043819918175	2020-10-14 20:23:05.371782	2020-10-14 20:32:13.795641	0 days 00:09:08.423859000	0.0	0.0022079263008558817	9	2		flat		COMPLETE
10	0.00030074094840164105	2020-10-14 20:32:13.796100	2020-10-14 20:43:13.180574	0 days 00:10:59.384474000	0.5	1.860570042584078e-05	10	3				COMPLETE
11	0.000301132140640512	2020-10-14 20:43:13.181071	2020-10-14 20:53:14.134038	0 days 00:10:00.952967000		0.00012308315692913217	6	1				COMPLETE
12	0.0003010518810128043	2020-10-14 20:53:14.134482	2020-10-14 21:03:09.212771	0 days 00:09:55.078289000		0.00012082357870319229	6	1				COMPLETE
13	0.00029695928025361736	2020-10-14 21:03:09.213239	2020-10-14 21:12:47.109703	0 days 00:09:37.896464000	0.15000000000000002	9.605473627313599e-05	7	3	pyramid_2			COMPLETE
14	0.0002998338738827405	2020-10-14 21:12:47.110544	2020-10-14 21:22:41.757819	0 days 00:09:54.647275000	0.15000000000000002	4.430744902943185e-05	7	3	pyramid_2			COMPLETE
15	0.00030814697289410125	2020-10-14 21:22:41.758290	2020-10-14 21:32:19.799601	0 days 00:09:38.041311000	0.4	0.0005687776220423349	9	3				COMPLETE
16	0.0003092661970483574	2020-10-14 21:32:19.807948	2020-10-14 21:43:05.611612	0 days 00:10:45.803664000	0.1	1.0701379984353378e-05	7	3	pyramid_2			COMPLETE
17	0.0003000649539461824	2020-10-14 21:43:05.612096	2020-10-14 21:52:45.698755	0 days 00:09:40.086659000	0.25	0.0009579971362346847	7	3	pyramid_2			COMPLETE
18	0.00029949419047680455	2020-10-14 21:52:45.699238	2020-10-14 22:02:42.836157	0 days 00:09:57.136919000	0.25	5.809935042500981e-05	10	2				COMPLETE
19	0.000290029588647008	2020-10-14 22:02:42.836627	2020-10-14 22:12:44.365038	0 days 00:10:01.528411000	0.15000000000000002	0.0002675332630520568	9	3				COMPLETE
20	0.00029309049641930196	2020-10-14 22:12:44.365567	2020-10-14 22:22:32.763006	0 days 00:09:48.397439000	0.35000000000000003	0.00032151451827800077	9	3				COMPLETE
21	0.00029532829759018316	2020-10-14 22:22:32.764160	2020-10-14 22:32:22.924951	0 days 00:09:50.160791000	0.35000000000000003	0.00031270305332689076	9	3				COMPLETE
22	0.00029775088141263965	2020-10-14 22:32:22.925415	2020-10-14 22:42:27.867331	0 days 00:10:04.941916000	0.45	0.0002545717582131719	9	3				COMPLETE
23	0.0003237263558242712	2020-10-14 22:42:27.867774	2020-10-14 22:52:37.108825	0 days 00:10:09.241051000	0.35000000000000003	0.0010933101998036375	9	3				COMPLETE
24	0.0004104853390514758	2020-10-14 22:52:37.109272	2020-10-14 23:02:33.169219	0 days 00:09:56.059947000	0.5	0.0009542458702499369	10	3				COMPLETE
