number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	inf	2020-07-26 18:04:31.454053	2020-07-26 18:12:29.151005	0 days 00:07:57.696952000	0.4	0.011169664375248462	10	3				COMPLETE
1	0.4742829475391589	2020-07-26 18:12:29.151544	2020-07-26 18:23:48.611805	0 days 00:11:19.460261000	0.1	0.0008621962412557134	8	3	pyramid_2			COMPLETE
2	0.5218500819522442	2020-07-26 18:23:48.612394	2020-07-26 18:48:48.576409	0 days 00:24:59.964015000		0.00010108851058277256	7	1				COMPLETE
3	0.47353363442301505	2020-07-26 18:48:48.576948	2020-07-26 18:59:33.936066	0 days 00:10:45.359118000	0.30000000000000004	0.009653804344604604	9	2		pyramid_2		COMPLETE
4	0.4923889662936273	2020-07-26 18:59:33.936608	2020-07-26 19:10:29.760738	0 days 00:10:55.824130000		0.014681128280839758	6	1				COMPLETE
5	0.4918554641494279	2020-07-26 19:10:29.761259	2020-07-26 19:23:18.711443	0 days 00:12:48.950184000		0.010284471031526592	7	1				COMPLETE
6	0.4946436067373746	2020-07-26 19:23:18.711990	2020-07-26 19:34:50.609276	0 days 00:11:31.897286000	0.2	0.0027845845823768214	6	2			pyramid_2	COMPLETE
7	0.5518973321844405	2020-07-26 19:34:50.609813	2020-07-26 19:45:56.384858	0 days 00:11:05.775045000		1.316103172859947e-05	6	1				COMPLETE
8	0.5035838176121306	2020-07-26 19:45:56.385392	2020-07-26 20:10:14.921908	0 days 00:24:18.536516000		0.0006555891846391326	6	1				COMPLETE
9	0.4819072132779545	2020-07-26 20:10:14.922380	2020-07-26 20:21:31.942640	0 days 00:11:17.020260000	0.35000000000000003	0.0004665751631826371	7	2			pyramid_2	COMPLETE
10	inf	2020-07-26 20:21:31.943171	2020-07-26 20:30:36.953696	0 days 00:09:05.010525000	0.0	0.02447166365911642	10	2				COMPLETE
11	0.4761750053003268	2020-07-26 20:30:36.954224	2020-07-26 20:41:30.656582	0 days 00:10:53.702358000	0.15000000000000002	0.001842086075243515	9	3				COMPLETE
12	0.4706109380612428	2020-07-26 20:41:30.657094	2020-07-26 20:54:00.891743	0 days 00:12:30.234649000	0.05	8.60543524563363e-05	9	3				COMPLETE
13	0.46959149591753413	2020-07-26 20:54:00.892204	2020-07-26 21:06:25.016344	0 days 00:12:24.124140000	0.30000000000000004	6.844492911911641e-05	9	3				COMPLETE
14	0.46901452654707304	2020-07-26 21:06:25.016875	2020-07-26 21:21:13.905741	0 days 00:14:48.888866000	0.5	3.484133145167842e-05	9	3				COMPLETE
15	0.4691682429449979	2020-07-26 21:21:13.906263	2020-07-26 21:50:02.741429	0 days 00:28:48.835166000	0.5	1.2023212063746454e-05	8	3	flat			COMPLETE
16	0.46911363344785567	2020-07-26 21:50:02.742081	2020-07-26 22:22:20.300914	0 days 00:32:17.558833000	0.5	1.107626824644692e-05	8	3	flat			COMPLETE
17	0.4693315533751272	2020-07-26 22:22:20.301431	2020-07-26 22:36:25.663329	0 days 00:14:05.361898000	0.5	2.8858579111799676e-05	8	3	flat			COMPLETE
18	0.48318630385574535	2020-07-26 22:36:25.663899	2020-07-26 22:53:23.319634	0 days 00:16:57.655735000	0.45	3.0219813735138466e-05	10	2				COMPLETE
19	0.4700262707643652	2020-07-26 22:53:23.320130	2020-07-26 23:04:44.742595	0 days 00:11:21.422465000	0.5	0.00023540652793266329	9	3				COMPLETE
20	0.4693306751380513	2020-07-26 23:04:44.743110	2020-07-26 23:23:44.304709	0 days 00:18:59.561599000	0.4	2.0791955999434673e-05	8	3	flat			COMPLETE
21	0.4691515072103872	2020-07-26 23:23:44.305209	2020-07-26 23:51:22.666363	0 days 00:27:38.361154000	0.5	1.246694542221646e-05	8	3	flat			COMPLETE
22	0.4779821063378129	2020-07-26 23:51:22.666869	2020-07-27 00:16:48.858377	0 days 00:25:26.191508000	0.45	1.002625996060953e-05	7	3	flat			COMPLETE
23	0.46920671189923996	2020-07-27 00:16:48.858917	2020-07-27 00:30:59.786311	0 days 00:14:10.927394000	0.5	4.4126535272191904e-05	8	3	flat			COMPLETE
24	0.4701930982756678	2020-07-27 00:30:59.786818	2020-07-27 00:42:52.339356	0 days 00:11:52.552538000	0.4	0.00020007109984069538	9	3				COMPLETE
