number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.4723728314643408	2020-07-27 03:41:03.617390	2020-07-27 04:06:18.119396	0 days 00:25:14.502006000	0.0	0.00011350817461995955	7	3	pyramid_2				COMPLETE
1	inf	2020-07-27 04:06:18.119976	2020-07-27 04:20:14.009893	0 days 00:13:55.889917000	0.1	0.01961954064902212	8	2				pyramid_4	COMPLETE
2	0.5177032208767325	2020-07-27 04:20:14.010418	2020-07-27 04:51:14.537416	0 days 00:31:00.526998000		0.0004769504092554698	6	1					COMPLETE
3	0.527257019636591	2020-07-27 04:51:14.537905	2020-07-27 05:36:14.990967	0 days 00:45:00.453062000		0.00013646693733878492	7	1					COMPLETE
4	0.5029759716907505	2020-07-27 05:36:14.991520	2020-07-27 05:47:21.442783	0 days 00:11:06.451263000		0.02256507633403334	7	1					COMPLETE
5	0.4785132014597548	2020-07-27 05:47:21.443299	2020-07-27 05:58:51.188759	0 days 00:11:29.745460000	0.2	0.000242394893297514	6	2				pyramid_2	COMPLETE
6	0.5512815455429118	2020-07-27 05:58:51.189292	2020-07-27 06:09:20.644483	0 days 00:10:29.455191000		1.0857606993114622e-05	10	1					COMPLETE
7	0.4780561702232462	2020-07-27 06:09:20.645028	2020-07-27 06:21:24.085306	0 days 00:12:03.440278000	0.4	8.080248885962978e-05	6	3		flat			COMPLETE
8	0.4652322745791165	2020-07-27 06:21:24.085812	2020-07-27 06:33:06.450220	0 days 00:11:42.364408000	0.05	0.008152944269323092	7	3	flat				COMPLETE
9	0.5045591855103942	2020-07-27 06:33:06.450721	2020-07-27 06:50:45.335885	0 days 00:17:38.885164000		0.0024452812872262936	9	1					COMPLETE
10	0.4672054635038637	2020-07-27 06:50:45.336380	2020-07-27 07:02:10.428700	0 days 00:11:25.092320000	0.0	0.0034976214233051503	8	3	flat				COMPLETE
11	0.4683870034997807	2020-07-27 07:02:10.429233	2020-07-27 07:13:12.941975	0 days 00:11:02.512742000	0.05	0.004227187407948723	8	3	flat				COMPLETE
12	0.4655116367053395	2020-07-27 07:13:12.942459	2020-07-27 07:24:34.426882	0 days 00:11:21.484423000	0.0	0.003422589422103518	9	3					COMPLETE
13	0.4662748534711033	2020-07-27 07:24:34.427441	2020-07-27 07:42:02.541363	0 days 00:17:28.113922000	0.2	0.009377189793142117	10	2					COMPLETE
14	0.4676287013255422	2020-07-27 07:42:02.541866	2020-07-27 07:52:58.724489	0 days 00:10:56.182623000	0.4	0.0010772405256439634	9	3					COMPLETE
15	0.47176343275318094	2020-07-27 07:52:58.725021	2020-07-27 08:03:57.778277	0 days 00:10:59.053256000	0.1	0.008958947326946689	9	3					COMPLETE
16	0.47453197426294247	2020-07-27 08:03:57.778785	2020-07-27 08:15:06.597107	0 days 00:11:08.818322000	0.30000000000000004	0.0014626930861922865	9	2			flat		COMPLETE
17	0.47261858182075694	2020-07-27 08:15:06.597633	2020-07-27 08:26:02.236431	0 days 00:10:55.638798000	0.0	0.008765274110262468	7	3	flat				COMPLETE
18	inf	2020-07-27 08:26:02.236971	2020-07-27 08:37:46.803942	0 days 00:11:44.566971000	0.1	0.02439107145695781	10	2					COMPLETE
19	0.4694856955868074	2020-07-27 08:37:46.804532	2020-07-27 08:48:47.288204	0 days 00:11:00.483672000	0.2	0.0009541889910019579	8	3	flat				COMPLETE
20	0.4650778640524462	2020-07-27 08:48:47.288720	2020-07-27 08:59:45.217206	0 days 00:10:57.928486000	0.5	0.005536342634868507	9	3					COMPLETE
21	0.46509580422628255	2020-07-27 08:59:45.217683	2020-07-27 09:10:40.690904	0 days 00:10:55.473221000	0.45	0.005391968204829901	9	3					COMPLETE
22	0.46402894901238534	2020-07-27 09:10:40.691433	2020-07-27 09:21:38.290465	0 days 00:10:57.599032000	0.5	0.008060166869869085	9	3					COMPLETE
23	inf	2020-07-27 09:21:38.290977	2020-07-27 09:29:53.242948	0 days 00:08:14.951971000	0.5	0.014040357448959574	9	3					COMPLETE
24	0.46572902265931526	2020-07-27 09:29:53.243479	2020-07-27 09:42:23.118227	0 days 00:12:29.874748000	0.5	0.002033318910136519	10	3					COMPLETE
