number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	state
0	0.5021293754643308	2020-07-29 01:25:03.907401	2020-07-29 01:37:29.317259	0 days 00:12:25.409858000	0.2	0.00011427252993983368	10	3				COMPLETE
1	0.5187875531304206	2020-07-29 01:37:29.317800	2020-07-29 01:48:55.312702	0 days 00:11:25.994902000		0.009001405538038628	10	1				COMPLETE
2	0.5147666069984784	2020-07-29 01:48:55.313139	2020-07-29 02:00:16.346987	0 days 00:11:21.033848000		0.006694725595083736	8	1				COMPLETE
3	0.5039503757708248	2020-07-29 02:00:16.347472	2020-07-29 02:11:08.287938	0 days 00:10:51.940466000	0.4	0.002591272287807851	9	3				COMPLETE
4	0.5229704710933374	2020-07-29 02:11:08.288378	2020-07-29 02:25:23.515114	0 days 00:14:15.226736000		0.0005494126211020767	10	1				COMPLETE
5	0.5028210262434105	2020-07-29 02:25:23.515602	2020-07-29 02:37:00.073351	0 days 00:11:36.557749000	0.2	0.0006260322608963084	10	2				COMPLETE
6	0.51460441389158	2020-07-29 02:37:00.073816	2020-07-29 02:51:13.034025	0 days 00:14:12.960209000		0.005160082341931052	9	1				COMPLETE
7	0.5076171816453183	2020-07-29 02:51:13.034469	2020-07-29 03:03:04.291323	0 days 00:11:51.256854000	0.5	0.008271696120292174	9	2			flat	COMPLETE
8	0.5037932038813405	2020-07-29 03:03:04.291816	2020-07-29 03:14:04.288074	0 days 00:10:59.996258000	0.1	0.005762747870671896	7	3	flat			COMPLETE
9	0.5136062554647941	2020-07-29 03:14:04.288507	2020-07-29 03:31:57.589863	0 days 00:17:53.301356000		0.005704607682257473	6	1				COMPLETE
10	0.5109719884771841	2020-07-29 03:31:57.590339	2020-07-29 03:48:44.265467	0 days 00:16:46.675128000	0.0	1.0433600863681777e-05	8	3	pyramid_2			COMPLETE
11	0.5061242914147591	2020-07-29 03:48:44.266002	2020-07-29 04:01:02.211198	0 days 00:12:17.945196000	0.2	6.767741809742092e-05	10	2				COMPLETE
12	0.5042046324758626	2020-07-29 04:01:02.211682	2020-07-29 04:12:36.169911	0 days 00:11:33.958229000	0.25	0.00012034260106311984	10	2				COMPLETE
13	0.5027023487746781	2020-07-29 04:12:36.170350	2020-07-29 04:23:35.966698	0 days 00:10:59.796348000	0.25	0.00037224641891521	9	3				COMPLETE
14	0.5024516841715891	2020-07-29 04:23:35.967176	2020-07-29 04:36:12.127762	0 days 00:12:36.160586000	0.35000000000000003	0.00010672632428929897	9	3				COMPLETE
15	0.5020891850047768	2020-07-29 04:36:12.128221	2020-07-29 04:55:54.187715	0 days 00:19:42.059494000	0.4	1.9667032417740994e-05	9	3				COMPLETE
16	0.502878152641421	2020-07-29 04:55:54.188229	2020-07-29 05:18:34.438384	0 days 00:22:40.250155000	0.5	1.014916365461091e-05	8	3	flat			COMPLETE
17	0.5024445653661974	2020-07-29 05:18:34.438870	2020-07-29 05:32:52.961493	0 days 00:14:18.522623000	0.35000000000000003	2.7654466418375483e-05	7	3	pyramid_2			COMPLETE
18	0.5148453660831932	2020-07-29 05:32:52.961937	2020-07-29 05:46:33.940590	0 days 00:13:40.978653000	0.1	2.6232389413079872e-05	9	2			pyramid_2	COMPLETE
19	0.5020980062946927	2020-07-29 05:46:33.941076	2020-07-29 06:03:09.037146	0 days 00:16:35.096070000	0.4	2.8263532360856932e-05	7	3	pyramid_2			COMPLETE
20	0.5019846094583108	2020-07-29 06:03:09.037610	2020-07-29 06:19:40.535016	0 days 00:16:31.497406000	0.45	2.6187753059473505e-05	7	3	pyramid_2			COMPLETE
21	0.5020581346844475	2020-07-29 06:19:40.535555	2020-07-29 06:36:18.908010	0 days 00:16:38.372455000	0.45	2.5203535817251305e-05	7	3	pyramid_2			COMPLETE
22	0.5016618717672605	2020-07-29 06:36:18.908499	2020-07-29 06:55:56.834886	0 days 00:19:37.926387000	0.45	1.5357015519365946e-05	6	3		pyramid_4		COMPLETE
23	0.5015237033805586	2020-07-29 06:55:56.835413	2020-07-29 07:09:18.757715	0 days 00:13:21.922302000	0.5	5.682036757544423e-05	6	3		pyramid_4		COMPLETE
24	0.5015118334472344	2020-07-29 07:09:18.758237	2020-07-29 07:22:39.012509	0 days 00:13:20.254272000	0.5	5.5443738195347254e-05	6	3		pyramid_4		COMPLETE
