number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.48380584594530934	2020-07-27 04:11:43.521426	2020-07-27 04:27:04.697654	0 days 00:15:21.176228000	0.45	4.870516317232005e-05	10	3				COMPLETE
1	0.5094442909031606	2020-07-27 04:27:04.698140	2020-07-27 04:50:08.917477	0 days 00:23:04.219337000		4.7123243497545473e-05	7	1				COMPLETE
2	0.4955380404579439	2020-07-27 04:50:08.917967	2020-07-27 04:59:59.117460	0 days 00:09:50.199493000		0.008840178846269616	10	1				COMPLETE
3	0.48652457441638575	2020-07-27 04:59:59.117904	2020-07-27 05:11:01.371151	0 days 00:11:02.253247000		0.004474098265963846	6	1				COMPLETE
4	0.49444100235417077	2020-07-27 05:11:01.371609	2020-07-27 05:22:32.263179	0 days 00:11:30.891570000	0.35000000000000003	0.022538653629444398	8	2			flat	COMPLETE
5	0.4845174416644082	2020-07-27 05:22:32.263635	2020-07-27 05:33:08.713810	0 days 00:10:36.450175000	0.15000000000000002	0.00013152942335615487	7	3	flat			COMPLETE
6	0.5100510336608617	2020-07-27 05:33:08.714255	2020-07-27 05:49:03.835696	0 days 00:15:55.121441000		4.852322792628394e-05	6	1				COMPLETE
7	0.48390451550167496	2020-07-27 05:49:03.836155	2020-07-27 06:03:58.894323	0 days 00:14:55.058168000	0.4	3.331570073415563e-05	8	3	pyramid_2			COMPLETE
8	0.5133393896188913	2020-07-27 06:03:58.894880	2020-07-27 06:20:36.286573	0 days 00:16:37.391693000		3.1770348086226376e-05	8	1				COMPLETE
9	0.489207139672061	2020-07-27 06:20:36.287117	2020-07-27 06:32:06.429146	0 days 00:11:30.142029000	0.35000000000000003	0.00018375400598431214	7	2			pyramid_2	COMPLETE
10	0.48649105713538215	2020-07-27 06:32:06.429675	2020-07-27 06:45:02.664653	0 days 00:12:56.234978000	0.5	0.0013077400497110343	10	3				COMPLETE
11	0.4841998870944049	2020-07-27 06:45:02.665105	2020-07-27 07:02:44.462204	0 days 00:17:41.797099000	0.5	1.041314581070945e-05	9	3				COMPLETE
12	0.48423483279234114	2020-07-27 07:02:44.462699	2020-07-27 07:20:06.775050	0 days 00:17:22.312351000	0.4	1.0710483910029398e-05	9	3				COMPLETE
13	0.4916615461877339	2020-07-27 07:20:06.775503	2020-07-27 07:30:09.435991	0 days 00:10:02.660488000	0.0	0.00043445240550858276	9	2		pyramid_2		COMPLETE
14	0.4841818866662279	2020-07-27 07:30:09.436483	2020-07-27 07:44:27.879322	0 days 00:14:18.442839000	0.25	2.0345282932855075e-05	10	3				COMPLETE
15	0.4840636213287434	2020-07-27 07:44:27.879810	2020-07-27 07:56:14.308577	0 days 00:11:46.428767000	0.45	0.00010559155540743311	9	3				COMPLETE
16	0.4842610840717319	2020-07-27 07:56:14.309037	2020-07-27 08:06:52.539937	0 days 00:10:38.230900000	0.25	0.0005859128737167655	8	2			pyramid_4	COMPLETE
17	0.48426562672352813	2020-07-27 08:06:52.540438	2020-07-27 08:21:00.027015	0 days 00:14:07.486577000	0.35000000000000003	1.5815368657315545e-05	10	3				COMPLETE
18	0.48853508606597873	2020-07-27 08:21:00.027486	2020-07-27 08:32:31.514261	0 days 00:11:31.486775000	0.5	6.0352885953573336e-05	7	2			pyramid_4	COMPLETE
19	0.4843854119497311	2020-07-27 08:32:31.514743	2020-07-27 08:42:45.158667	0 days 00:10:13.643924000	0.4	0.0003474729752718063	9	3				COMPLETE
20	0.4858866077966125	2020-07-27 08:42:45.159169	2020-07-27 08:53:48.416583	0 days 00:11:03.257414000	0.15000000000000002	0.0012173805643921633	8	3	pyramid_2			COMPLETE
21	0.4840488728591555	2020-07-27 08:53:48.417053	2020-07-27 09:05:59.778110	0 days 00:12:11.361057000	0.45	0.00010622800835988748	9	3				COMPLETE
22	0.4840170509935374	2020-07-27 09:05:59.778586	2020-07-27 09:21:52.754543	0 days 00:15:52.975957000	0.45	2.6181927962661962e-05	9	3				COMPLETE
23	0.48404033820761927	2020-07-27 09:21:52.755023	2020-07-27 09:36:28.960282	0 days 00:14:36.205259000	0.45	2.4055642137948865e-05	10	3				COMPLETE
24	0.4843799495410329	2020-07-27 09:36:28.960752	2020-07-27 09:54:04.400832	0 days 00:17:35.440080000	0.30000000000000004	1.0474499008474006e-05	9	3				COMPLETE
