number	value	datetime_start	datetime_complete	duration	params_dropout	params_init_lr	params_min_layer_size_exponent	params_num_layers	params_three_layers_architecture_2	params_three_layers_architecture_3	params_two_layers_architecture_2	params_two_layers_architecture_3	state
0	0.4784831855194052	2020-07-25 07:01:12.965739	2020-07-25 07:14:11.941623	0 days 00:12:58.975884000	0.05	0.0002518100972727444	6	3		pyramid_2			COMPLETE
1	0.4789978981832609	2020-07-25 07:14:11.942169	2020-07-25 07:26:42.557871	0 days 00:12:30.615702000	0.05	0.002716417759549656	6	3		pyramid_2			COMPLETE
2	0.478361327156642	2020-07-25 07:26:42.558412	2020-07-25 07:39:11.104447	0 days 00:12:28.546035000	0.1	7.84568180105273e-05	10	3					COMPLETE
3	0.47997548423454534	2020-07-25 07:39:11.104894	2020-07-25 07:57:02.840410	0 days 00:17:51.735516000	0.2	7.952909751257195e-05	7	2				pyramid_4	COMPLETE
4	0.4798703807345721	2020-07-25 07:57:02.840931	2020-07-25 08:15:52.609313	0 days 00:18:49.768382000	0.0	0.0002021530853254825	6	3		flat			COMPLETE
5	0.48733256551465604	2020-07-25 08:15:52.609825	2020-07-25 08:29:59.296128	0 days 00:14:06.686303000		4.014007096478985e-05	8	1					COMPLETE
6	0.4874252169878319	2020-07-25 08:29:59.296671	2020-07-25 08:47:30.342645	0 days 00:17:31.045974000		6.503303555403366e-05	8	1					COMPLETE
7	0.4775977908444238	2020-07-25 08:47:30.343151	2020-07-25 09:05:03.028190	0 days 00:17:32.685039000	0.5	0.00011687172748135109	8	3	flat				COMPLETE
8	0.4888331334939719	2020-07-25 09:05:03.028726	2020-07-25 09:16:36.205519	0 days 00:11:33.176793000		0.001382814497685574	10	1					COMPLETE
9	0.4874573456807669	2020-07-25 09:16:36.206047	2020-07-25 09:30:30.038612	0 days 00:13:53.832565000		9.013886882399362e-05	7	1					COMPLETE
10	inf	2020-07-25 09:30:30.039137	2020-07-25 09:38:51.620157	0 days 00:08:21.581020000	0.5	0.028385138619825678	9	2			pyramid_2		COMPLETE
11	0.47786070140622283	2020-07-25 09:38:51.620683	2020-07-25 10:05:09.319509	0 days 00:26:17.698826000	0.5	1.5702100523762884e-05	10	3					COMPLETE
12	0.4785597344115144	2020-07-25 10:05:09.320086	2020-07-25 11:01:43.360070	0 days 00:56:34.039984000	0.5	1.1009099479868656e-05	9	2			flat		COMPLETE
13	0.4777449466832054	2020-07-25 11:01:43.360657	2020-07-25 11:33:28.978940	0 days 00:31:45.618283000	0.4	1.2278210650558791e-05	9	3					COMPLETE
14	0.4779384629989041	2020-07-25 11:33:28.979470	2020-07-25 12:05:11.843678	0 days 00:31:42.864208000	0.35000000000000003	1.1375154942325706e-05	9	3					COMPLETE
15	0.4782529516303284	2020-07-25 12:05:11.844194	2020-07-25 12:18:54.386721	0 days 00:13:42.542527000	0.35000000000000003	0.0007804022861600378	8	2				pyramid_2	COMPLETE
16	0.4827379908144797	2020-07-25 12:18:54.387289	2020-07-25 12:31:53.920912	0 days 00:12:59.533623000	0.4	0.006923237651543545	9	3					COMPLETE
17	0.48186803319029675	2020-07-25 12:31:53.921476	2020-07-25 12:56:21.203935	0 days 00:24:27.282459000	0.4	2.3263028851317247e-05	7	2				flat	COMPLETE
18	0.4781953073190904	2020-07-25 12:56:21.204479	2020-07-25 13:08:30.438402	0 days 00:12:09.233923000	0.30000000000000004	0.00023395391982681475	9	3					COMPLETE
19	0.47761415982647726	2020-07-25 13:08:30.438927	2020-07-25 13:44:06.788994	0 days 00:35:36.350067000	0.45	2.5875120621893975e-05	8	3	flat				COMPLETE
20	0.47942728293215225	2020-07-25 13:44:06.789531	2020-07-25 14:23:21.439315	0 days 00:39:14.649784000	0.2	2.9729457874486735e-05	7	2				flat	COMPLETE
21	0.4775994697939426	2020-07-25 14:23:21.439868	2020-07-25 15:15:13.919666	0 days 00:51:52.479798000	0.45	1.1073925297898708e-05	8	3	flat				COMPLETE
22	0.47768894961671965	2020-07-25 15:15:13.920192	2020-07-25 15:41:45.981736	0 days 00:26:32.061544000	0.45	3.5306253732306674e-05	8	3	flat				COMPLETE
23	0.4776790025497933	2020-07-25 15:41:45.982265	2020-07-25 15:59:20.365568	0 days 00:17:34.383303000	0.45	0.00013486962447327674	8	3	flat				COMPLETE
24	0.47761247119014044	2020-07-25 15:59:20.366094	2020-07-25 16:19:01.921475	0 days 00:19:41.555381000	0.45	0.0004543276594400783	7	3	flat				COMPLETE
