number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.8336071028270746	2020-07-08 03:03:13.646316	2020-07-08 03:16:16.175153	0 days 00:13:02.528837000	4	0.45	3	2100	0.00040038042390991003	COMPLETE
1	1.7354323844387347	2020-07-08 03:16:16.175764	2020-07-08 03:41:27.227213	0 days 00:25:11.051449000	5	0.25	3	1800	8.444791275984461e-05	COMPLETE
2	1.8327103499095208	2020-07-08 03:41:27.227815	2020-07-08 03:49:14.081039	0 days 00:07:46.853224000	6	0.25	2	900	0.0009680956259956349	COMPLETE
3	1.7934569106962448	2020-07-08 03:49:14.081657	2020-07-08 04:20:53.059337	0 days 00:31:38.977680000	6	0.35000000000000003	1	2000	0.0005084951570386983	COMPLETE
4	1.7668469612812479	2020-07-08 04:20:53.133264	2020-07-08 04:31:38.716267	0 days 00:10:45.583003000	4	0.5	3	800	3.169571363927568e-05	COMPLETE
5	1.7553183144741349	2020-07-08 04:31:38.716883	2020-07-08 04:43:16.445881	0 days 00:11:37.728998000	2	0.15000000000000002	1	1800	1.769889505263082e-05	COMPLETE
6	1.7301621559041274	2020-07-08 04:43:16.446468	2020-07-08 05:08:15.232744	0 days 00:24:58.786276000	4	0.15000000000000002	3	2300	0.00010820765338610466	COMPLETE
7	1.8170352684929538	2020-07-08 05:08:15.233361	2020-07-08 05:16:54.010241	0 days 00:08:38.776880000	4	0.0	2	1700	0.0010359743908193739	COMPLETE
8	1.8422965808338636	2020-07-08 05:16:54.010835	2020-07-08 05:35:52.525849	0 days 00:18:58.515014000	5	0.25	3	2200	0.0012838486125132426	COMPLETE
9	1.7995251064787006	2020-07-08 05:35:52.547647	2020-07-08 05:45:22.882035	0 days 00:09:30.334388000	2	0.15000000000000002	3	1200	0.0006949177867583592	COMPLETE
10	1.735901793002309	2020-07-08 05:45:22.882637	2020-07-08 05:53:18.608422	0 days 00:07:55.725785000	3	0.0	2	300	0.0001346079349016359	COMPLETE
11	1.719663280970084	2020-07-08 05:53:18.609017	2020-07-08 06:49:39.379734	0 days 00:56:20.770717000	5	0.15000000000000002	3	2400	7.276628126771481e-05	COMPLETE
12	1.7359513769402153	2020-07-08 06:49:39.398782	2020-07-08 07:24:25.653365	0 days 00:34:46.254583000	5	0.1	3	2400	5.700599881186652e-05	COMPLETE
13	1.7462975606003748	2020-07-08 07:24:25.653953	2020-07-08 07:46:03.452087	0 days 00:21:37.798134000	3	0.1	2	2400	0.00021640412913836014	COMPLETE
14	1.7398132836943476	2020-07-08 07:46:03.452729	2020-07-08 08:22:40.096256	0 days 00:36:36.643527000	5	0.15000000000000002	3	2400	1.078950501295866e-05	COMPLETE
15	1.7480132708098883	2020-07-08 08:22:40.135272	2020-07-08 08:37:15.404645	0 days 00:14:35.269373000	3	0.35000000000000003	2	1500	5.049857784573788e-05	COMPLETE
16	1.7466873084217613	2020-07-08 08:37:15.405257	2020-07-08 09:16:55.740278	0 days 00:39:40.335021000	6	0.05	3	2200	0.00022271682956343986	COMPLETE
17	1.7211261785313319	2020-07-08 09:16:55.740921	2020-07-08 09:46:02.430779	0 days 00:29:06.689858000	5	0.2	3	1300	2.631082306302236e-05	COMPLETE
18	1.748718662387095	2020-07-08 09:46:02.448576	2020-07-08 10:00:35.693432	0 days 00:14:33.244856000	5	0.35000000000000003	2	1200	2.1870656341343615e-05	COMPLETE
19	1.7526905551941614	2020-07-08 10:00:35.694843	2020-07-08 10:12:22.224037	0 days 00:11:46.529194000	6	0.2	1	800	1.3822996264428953e-05	COMPLETE
20	1.7592507622489075	2020-07-08 10:12:22.224658	2020-07-08 10:21:14.377286	0 days 00:08:52.152628000	5	0.30000000000000004	3	300	3.683726707883544e-05	COMPLETE
21	1.7386588449589222	2020-07-08 10:21:14.377878	2020-07-08 10:36:30.501321	0 days 00:15:16.123443000	4	0.2	3	1400	0.00010231365169130945	COMPLETE
22	1.735933826487447	2020-07-08 10:36:30.501928	2020-07-08 10:49:24.697835	0 days 00:12:54.195907000	4	0.1	3	1100	6.746453063759284e-05	COMPLETE
23	1.7516686419777756	2020-07-08 10:49:24.698460	2020-07-08 11:09:44.513916	0 days 00:20:19.815456000	5	0.2	3	1600	0.00020841256537379305	COMPLETE
24	1.738003551924842	2020-07-08 11:09:44.514526	2020-07-08 11:18:10.131823	0 days 00:08:25.617297000	3	0.05	3	600	3.1389280442569267e-05	COMPLETE
25	1.7356196429970938	2020-07-08 11:18:10.132461	2020-07-08 11:37:19.659841	0 days 00:19:09.527380000	4	0.15000000000000002	3	1900	0.0001281656209848775	COMPLETE
26	1.7398430222556704	2020-07-08 11:37:19.696202	2020-07-08 11:53:22.183375	0 days 00:16:02.487173000	5	0.30000000000000004	2	1400	4.465459276898374e-05	COMPLETE
27	1.719492153460238	2020-07-08 11:53:22.183993	2020-07-08 12:46:41.678145	0 days 00:53:19.494152000	6	0.05	3	2200	2.1992604464306627e-05	COMPLETE
28	1.7197867885778986	2020-07-08 12:46:41.678775	2020-07-08 13:11:24.834365	0 days 00:24:43.155590000	6	0.05	3	1100	2.2915818433212383e-05	COMPLETE
29	1.7151025826470894	2020-07-08 13:11:24.834975	2020-07-08 13:57:30.032614	0 days 00:46:05.197639000	6	0.05	3	2000	1.205336629843324e-05	COMPLETE
30	1.7233291449631876	2020-07-08 13:57:30.033273	2020-07-08 14:48:13.845824	0 days 00:50:43.812551000	6	0.0	2	2100	1.1347683153945246e-05	COMPLETE
31	1.724845163435179	2020-07-08 14:48:13.846455	2020-07-08 15:43:54.453173	0 days 00:55:40.606718000	6	0.05	3	2000	1.8205952384158404e-05	COMPLETE
32	1.7101736566968746	2020-07-08 15:43:54.453791	2020-07-08 16:55:50.449622	0 days 01:11:55.995831000	6	0.05	3	2200	1.3750826313495118e-05	COMPLETE
33	1.73782080458484	2020-07-08 16:55:50.450241	2020-07-08 17:35:00.837369	0 days 00:39:10.387128000	6	0.1	3	2200	1.0225266372769758e-05	COMPLETE
34	1.7122412802774822	2020-07-08 17:35:00.837979	2020-07-08 18:36:36.359505	0 days 01:01:35.521526000	6	0.0	3	2000	1.4952918285715382e-05	COMPLETE
