number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.2729674532349116	2020-07-10 02:18:08.503669	2020-07-10 02:33:01.532800	0 days 00:14:53.029131000	6	0.45	3	1300	0.0010500920025945369	COMPLETE
1	1.1705524657581694	2020-07-10 02:33:01.533292	2020-07-10 02:59:34.864956	0 days 00:26:33.331664000	5	0.2	1	600	0.00021879002605496492	COMPLETE
2	1.270962922702481	2020-07-10 02:59:34.865530	2020-07-10 03:09:58.934944	0 days 00:10:24.069414000	4	0.15000000000000002	3	500	0.0016445394586106807	COMPLETE
3	1.1555833221635192	2020-07-10 03:09:58.935493	2020-07-10 03:52:06.655052	0 days 00:42:07.719559000	5	0.0	2	2400	0.00014588469483102514	COMPLETE
4	1.1798501244494632	2020-07-10 03:52:06.655671	2020-07-10 04:31:25.220098	0 days 00:39:18.564427000	6	0.45	2	800	0.00014474976832506127	COMPLETE
5	1.1682043881347342	2020-07-10 04:31:25.220614	2020-07-10 05:25:59.901605	0 days 00:54:34.680991000	4	0.4	3	400	0.00014149326919222238	COMPLETE
6	1.2593216864862584	2020-07-10 05:25:59.902095	2020-07-10 05:40:31.008418	0 days 00:14:31.106323000	6	0.0	1	2300	0.0017359479399276098	COMPLETE
7	1.177346259429687	2020-07-10 05:40:31.008946	2020-07-10 06:28:29.875501	0 days 00:47:58.866555000	2	0.5	1	1700	0.00012201701358141507	COMPLETE
8	1.1692555549781158	2020-07-10 06:28:29.876028	2020-07-10 06:56:01.013366	0 days 00:27:31.137338000	3	0.1	1	1600	0.00018356453043481951	COMPLETE
9	1.1442114551375124	2020-07-10 06:56:01.013907	2020-07-10 07:28:47.711911	0 days 00:32:46.698004000	5	0.05	3	2100	1.0850252177344461e-05	COMPLETE
10	1.1523157135304312	2020-07-10 07:28:47.712428	2020-07-10 08:19:44.312070	0 days 00:50:56.599642000	5	0.35000000000000003	3	2000	1.4958410058475161e-05	COMPLETE
11	1.1518522931454556	2020-07-10 08:19:44.312590	2020-07-10 09:10:43.475907	0 days 00:50:59.163317000	5	0.30000000000000004	3	2000	1.053944323324531e-05	COMPLETE
12	1.1535806315819328	2020-07-10 09:10:43.476431	2020-07-10 09:58:31.688840	0 days 00:47:48.212409000	5	0.30000000000000004	2	2200	1.106568178177017e-05	COMPLETE
13	1.1493930715597644	2020-07-10 09:58:31.689339	2020-07-10 10:39:08.219956	0 days 00:40:36.530617000	4	0.25	3	1900	2.4726469208920158e-05	COMPLETE
14	1.1504559789749156	2020-07-10 10:39:08.220498	2020-07-10 11:17:10.763152	0 days 00:38:02.542654000	4	0.1	3	1300	3.151253746362508e-05	COMPLETE
15	1.1488222182648287	2020-07-10 11:17:10.763735	2020-07-10 12:02:05.994218	0 days 00:44:55.230483000	3	0.25	2	1700	3.123570015114351e-05	COMPLETE
