number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.687288241002895	2020-07-08 08:05:28.715977	2020-07-08 08:09:59.693004	0 days 00:04:30.977027000	2	0.5	1	400	3.694435757358479e-05	COMPLETE
1	1.6483411092485842	2020-07-08 08:09:59.693656	2020-07-08 08:27:57.147970	0 days 00:17:57.454314000	5	0.35000000000000003	2	1700	8.447567326375911e-05	COMPLETE
2	1.6512024951599518	2020-07-08 08:27:57.148581	2020-07-08 08:57:33.943082	0 days 00:29:36.794501000	6	0.1	2	1800	0.0002910563663765986	COMPLETE
3	1.725344589189425	2020-07-08 08:57:33.943675	2020-07-08 09:06:13.264616	0 days 00:08:39.320941000	3	0.45	3	2100	0.0013090693468576027	COMPLETE
4	1.6464195979025653	2020-07-08 09:06:13.265210	2020-07-08 09:22:21.857111	0 days 00:16:08.591901000	4	0.15000000000000002	3	2100	4.7062493579521856e-05	COMPLETE
5	1.682955808404668	2020-07-08 09:22:21.860374	2020-07-08 09:27:51.468294	0 days 00:05:29.607920000	5	0.2	1	600	0.0006547360367069758	COMPLETE
6	1.6417106119600116	2020-07-08 09:27:51.469699	2020-07-08 09:51:54.021006	0 days 00:24:02.551307000	6	0.05	2	2400	4.956939446867662e-05	COMPLETE
7	1.6710466523928764	2020-07-08 09:51:54.021649	2020-07-08 10:12:24.830009	0 days 00:20:30.808360000	5	0.35000000000000003	1	2400	0.00022549352947367162	COMPLETE
8	1.646413009929382	2020-07-08 10:12:24.830615	2020-07-08 10:22:48.723179	0 days 00:10:23.892564000	6	0.1	1	1800	1.7291570085088244e-05	COMPLETE
9	1.6968946716377553	2020-07-08 10:22:48.723842	2020-07-08 10:27:44.013753	0 days 00:04:55.289911000	6	0.35000000000000003	1	300	0.0011721583947622801	COMPLETE
10	1.6490983218836917	2020-07-08 10:27:44.014355	2020-07-08 10:33:21.274496	0 days 00:05:37.260141000	4	0.0	2	1000	1.1952987698389588e-05	COMPLETE
11	1.647575732279361	2020-07-08 10:33:21.314207	2020-07-08 10:41:13.519621	0 days 00:07:52.205414000	6	0.0	2	1400	1.1952305149756556e-05	COMPLETE
12	1.6385371260721708	2020-07-08 10:41:13.520228	2020-07-08 11:04:19.494004	0 days 00:23:05.973776000	6	0.05	3	2400	2.590481951592793e-05	COMPLETE
13	1.6431159399928053	2020-07-08 11:04:19.494601	2020-07-08 11:23:35.778518	0 days 00:19:16.283917000	5	0.0	3	2300	3.214358106438924e-05	COMPLETE
14	1.6552487406113525	2020-07-08 11:23:35.779114	2020-07-08 11:38:37.144958	0 days 00:15:01.365844000	6	0.1	3	2300	8.64849582989466e-05	COMPLETE
15	1.663998384871719	2020-07-08 11:38:37.171198	2020-07-08 11:53:11.080435	0 days 00:14:33.909237000	3	0.25	3	2400	2.0886792838267606e-05	COMPLETE
16	1.6449612001427063	2020-07-08 11:53:11.081039	2020-07-08 12:05:10.166580	0 days 00:11:59.085541000	5	0.05	2	1400	7.554334031843998e-05	COMPLETE
