number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.2352839903173638	2020-07-11 01:18:53.236055	2020-07-11 01:40:54.957498	0 days 00:22:01.721443000	4	0.25	1	1900	2.601994790085247e-05	COMPLETE
1	1.3099403844146924	2020-07-11 01:40:54.958096	2020-07-11 01:46:25.435843	0 days 00:05:30.477747000	2	0.45	3	2100	0.0009529467237700104	COMPLETE
2	1.245731558821769	2020-07-11 01:46:25.436454	2020-07-11 02:00:14.435208	0 days 00:13:48.998754000	4	0.1	1	300	1.4476065163660267e-05	COMPLETE
3	1.2486991289628024	2020-07-11 02:00:14.435841	2020-07-11 02:30:01.461834	0 days 00:29:47.025993000	4	0.45	2	1900	0.00021997512595039374	COMPLETE
4	1.2868329902026694	2020-07-11 02:30:01.462451	2020-07-11 02:45:09.997761	0 days 00:15:08.535310000	6	0.1	2	1200	0.0016060212727579994	COMPLETE
5	1.2288142726977167	2020-07-11 02:45:09.998353	2020-07-11 03:04:03.691709	0 days 00:18:53.693356000	2	0.1	2	1700	1.0504851007093556e-05	COMPLETE
6	1.2171005503291035	2020-07-11 03:04:03.692303	2020-07-11 03:21:49.067430	0 days 00:17:45.375127000	2	0.15000000000000002	3	2100	3.6867021263075364e-05	COMPLETE
7	1.251595293522226	2020-07-11 03:21:49.068048	2020-07-11 03:40:07.707541	0 days 00:18:18.639493000	4	0.45	2	700	1.5329283331759806e-05	COMPLETE
8	1.2984423221560748	2020-07-11 03:40:07.708169	2020-07-11 04:01:27.778714	0 days 00:21:20.070545000	4	0.45	2	1200	0.0008480370111710932	COMPLETE
9	1.2499230600264495	2020-07-11 04:01:27.779302	2020-07-11 04:21:11.261430	0 days 00:19:43.482128000	4	0.0	2	1500	0.00103707896715663	COMPLETE
10	1.2261323383571083	2020-07-11 04:21:11.262033	2020-07-11 05:13:46.759598	0 days 00:52:35.497565000	6	0.30000000000000004	3	2400	6.385811726124275e-05	COMPLETE
11	1.2135794972615792	2020-07-11 05:13:46.760285	2020-07-11 06:03:49.920084	0 days 00:50:03.159799000	6	0.25	3	2400	6.710569986401716e-05	COMPLETE
12	1.2585987458577226	2020-07-11 06:03:49.921035	2020-07-11 06:16:56.578608	0 days 00:13:06.657573000	3	0.30000000000000004	3	2400	8.474730825796435e-05	COMPLETE
13	1.2360786920039892	2020-07-11 06:16:56.579220	2020-07-11 06:55:21.059437	0 days 00:38:24.480217000	5	0.2	3	2400	0.0002070968509173745	COMPLETE
14	1.2367137806185617	2020-07-11 06:55:21.060068	2020-07-11 07:14:50.506063	0 days 00:19:29.445995000	5	0.2	3	2200	3.793391147002586e-05	COMPLETE
15	1.2445431269663418	2020-07-11 07:14:50.506673	2020-07-11 07:36:18.305768	0 days 00:21:27.799095000	3	0.35000000000000003	3	2100	0.0001170788309764601	COMPLETE
16	1.2356772375588452	2020-07-11 07:36:18.306475	2020-07-11 07:51:26.148170	0 days 00:15:07.841695000	3	0.15000000000000002	3	1500	4.457507175901908e-05	COMPLETE
17	1.223367733478785	2020-07-11 07:51:26.181684	2020-07-11 08:29:38.202557	0 days 00:38:12.020873000	5	0.05	3	1800	0.00042449632368510233	COMPLETE
18	1.2094066731917439	2020-07-11 08:29:38.203212	2020-07-11 09:31:51.379824	0 days 01:02:13.176612000	6	0.35000000000000003	3	2200	3.132415872592476e-05	COMPLETE
19	1.2489600270212018	2020-07-11 09:31:51.380411	2020-07-11 09:51:03.451065	0 days 00:19:12.070654000	6	0.35000000000000003	1	700	1.876085201442731e-05	COMPLETE
20	1.237223640192901	2020-07-11 09:51:03.451916	2020-07-11 10:37:12.497457	0 days 00:46:09.045541000	6	0.35000000000000003	3	2400	0.00016336726464453912	COMPLETE
21	1.2326636674627185	2020-07-11 10:37:12.498064	2020-07-11 11:08:36.594733	0 days 00:31:24.096669000	5	0.2	3	2200	3.769830009545323e-05	COMPLETE
22	1.214948860815739	2020-07-11 11:08:36.595353	2020-07-11 12:07:57.664260	0 days 00:59:21.068907000	6	0.25	3	2100	6.476903091883305e-05	COMPLETE
23	1.2170701051297055	2020-07-11 12:07:57.664887	2020-07-11 12:53:38.898139	0 days 00:45:41.233252000	6	0.30000000000000004	3	2300	6.942527151556573e-05	COMPLETE
24	1.2161575020557056	2020-07-11 12:53:38.898759	2020-07-11 13:26:56.059680	0 days 00:33:17.160921000	5	0.25	3	2000	0.00010414298016588377	COMPLETE
25	1.2202909191228344	2020-07-11 13:26:56.106468	2020-07-11 14:03:18.529930	0 days 00:36:22.423462000	6	0.4	3	1600	5.566356921970473e-05	COMPLETE
26	1.2174076312133217	2020-07-11 14:03:18.530536	2020-07-11 14:58:30.727390	0 days 00:55:12.196854000	6	0.25	2	1900	2.447858978553003e-05	COMPLETE
27	1.2708698571958938	2020-07-11 14:58:30.728003	2020-07-11 15:45:16.599965	0 days 00:46:45.871962000	5	0.4	3	2300	0.00033573005986085115	COMPLETE
28	1.2239369152483754	2020-07-11 15:45:16.608708	2020-07-11 16:33:41.762077	0 days 00:48:25.153369000	6	0.30000000000000004	3	2200	2.6841612119767606e-05	COMPLETE
29	1.238839898949852	2020-07-11 16:33:41.762667	2020-07-11 17:02:33.117299	0 days 00:28:51.354632000	5	0.2	2	1800	1.0062895707141818e-05	COMPLETE
30	1.2432568899491467	2020-07-11 17:02:33.118752	2020-07-11 17:24:04.517626	0 days 00:21:31.398874000	6	0.5	3	1300	2.4672469102268796e-05	COMPLETE
31	1.2163117556754002	2020-07-11 17:24:04.518247	2020-07-11 18:13:27.721343	0 days 00:49:23.203096000	5	0.25	3	2000	0.00010619390425905188	COMPLETE
32	1.2304366253023256	2020-07-11 18:13:27.735078	2020-07-11 18:41:46.578566	0 days 00:28:18.843488000	5	0.25	3	2000	8.179338261928345e-05	COMPLETE
33	1.2275334330040037	2020-07-11 18:41:46.579165	2020-07-11 19:21:36.589250	0 days 00:39:50.010085000	6	0.25	3	2000	0.0001456914460005806	COMPLETE
34	1.2129544484123735	2020-07-11 19:21:36.590371	2020-07-11 20:24:44.054579	0 days 01:03:07.464208000	6	0.15000000000000002	3	2300	4.873571383999926e-05	COMPLETE
35	1.2453498127822837	2020-07-11 20:24:44.055176	2020-07-11 20:50:52.221876	0 days 00:26:08.166700000	6	0.15000000000000002	1	2300	4.873218787888264e-05	COMPLETE
36	1.2225521061335392	2020-07-11 20:50:52.222482	2020-07-11 21:39:20.940926	0 days 00:48:28.718444000	6	0.15000000000000002	3	2200	3.000739568863191e-05	COMPLETE
37	1.219740021397298	2020-07-11 21:39:20.941569	2020-07-11 22:13:47.766682	0 days 00:34:26.825113000	6	0.1	3	900	1.9686564395337077e-05	COMPLETE
38	1.2143561092818331	2020-07-11 22:13:47.767302	2020-07-11 22:55:24.204424	0 days 00:41:36.437122000	6	0.05	2	1800	6.901159661561929e-05	COMPLETE
39	1.223731630824631	2020-07-11 22:55:24.214389	2020-07-11 23:27:45.435673	0 days 00:32:21.221284000	6	0.0	2	1700	1.3980808432235936e-05	COMPLETE
