number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.6322422161469972	2020-07-07 23:48:29.191229	2020-07-08 00:07:13.454670	0 days 00:18:44.263441000	4	0.05	2	2000	4.7352280774079276e-05	COMPLETE
1	1.6391689180756894	2020-07-08 00:07:13.455302	2020-07-08 00:28:10.845610	0 days 00:20:57.390308000	2	0.45	1	2400	2.7478352757629422e-05	COMPLETE
2	1.6345631947662411	2020-07-08 00:28:10.846210	2020-07-08 01:01:14.042274	0 days 00:33:03.196064000	3	0.35000000000000003	1	2400	1.600754663968272e-05	COMPLETE
3	1.6365945482148407	2020-07-08 01:01:14.164250	2020-07-08 01:22:16.498798	0 days 00:21:02.334548000	6	0.35000000000000003	3	1000	0.00012264132816554147	COMPLETE
4	1.6288361032689669	2020-07-08 01:22:16.499452	2020-07-08 01:43:18.007173	0 days 00:21:01.507721000	6	0.0	1	1300	1.288219270332925e-05	COMPLETE
5	1.6324041306658494	2020-07-08 01:43:18.007783	2020-07-08 02:00:57.565080	0 days 00:17:39.557297000	2	0.25	1	2000	3.835363728663509e-05	COMPLETE
6	1.6519846472303985	2020-07-08 02:00:57.565696	2020-07-08 02:14:59.662295	0 days 00:14:02.096599000	2	0.25	2	2400	0.00015624562872183686	COMPLETE
7	1.6349548454150216	2020-07-08 02:14:59.686076	2020-07-08 02:46:03.054044	0 days 00:31:03.367968000	6	0.15000000000000002	3	2000	0.0001711095219806511	COMPLETE
8	1.663096482448023	2020-07-08 02:46:03.054652	2020-07-08 03:00:22.305796	0 days 00:14:19.251144000	4	0.4	2	500	0.0006069111809758501	COMPLETE
9	1.690512143071898	2020-07-08 03:00:22.306411	2020-07-08 03:11:53.383201	0 days 00:11:31.076790000	3	0.35000000000000003	3	300	0.0011755878649361356	COMPLETE
10	1.632309186532808	2020-07-08 03:11:53.383804	2020-07-08 03:31:56.592948	0 days 00:20:03.209144000	5	0.0	1	1300	1.0072403761056715e-05	COMPLETE
11	1.632688782395531	2020-07-08 03:31:56.593555	2020-07-08 03:53:47.025049	0 days 00:21:50.431494000	5	0.0	2	1700	5.963287414108758e-05	COMPLETE
12	1.637120597749606	2020-07-08 03:53:47.026313	2020-07-08 04:10:06.986665	0 days 00:16:19.960352000	5	0.1	2	1000	1.1447265281101252e-05	COMPLETE
13	1.6390295444391811	2020-07-08 04:10:06.987328	2020-07-08 04:26:15.682747	0 days 00:16:08.695419000	4	0.1	2	1500	6.248831703317306e-05	COMPLETE
14	1.624749084256618	2020-07-08 04:26:15.683369	2020-07-08 04:51:38.149715	0 days 00:25:22.466346000	6	0.0	1	1100	2.1667735721565404e-05	COMPLETE
15	1.6383746697128505	2020-07-08 04:51:38.150330	2020-07-08 05:03:11.155438	0 days 00:11:33.005108000	6	0.15000000000000002	1	700	1.7871594228194573e-05	COMPLETE
16	1.623251456096483	2020-07-08 05:03:11.156075	2020-07-08 05:30:53.124862	0 days 00:27:41.968787000	6	0.0	1	1100	2.1789542471572085e-05	COMPLETE
17	1.6384480025769137	2020-07-08 05:30:53.125491	2020-07-08 05:50:08.744711	0 days 00:19:15.619220000	5	0.2	1	900	0.0003358724803520953	COMPLETE
18	1.6353767360935265	2020-07-08 05:50:08.745336	2020-07-08 06:02:01.266322	0 days 00:11:52.520986000	6	0.05	1	700	2.666326458312589e-05	COMPLETE
19	1.6297885656742186	2020-07-08 06:02:01.266914	2020-07-08 06:17:44.027205	0 days 00:15:42.760291000	5	0.05	1	1200	8.974365718206071e-05	COMPLETE
