number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	3.7511026363449487	2020-07-02 04:05:14.680586	2020-07-02 04:22:27.462030	0 days 00:17:12.781444000	4	0.4	2	1500	8.808343254936695e-05	COMPLETE
1	3.7313997796055864	2020-07-02 04:22:27.462644	2020-07-02 04:37:36.155797	0 days 00:15:08.693153000	4	0.0	1	1300	2.774499127318773e-05	COMPLETE
2	3.7811113154156164	2020-07-02 04:37:36.156400	2020-07-02 04:47:12.662527	0 days 00:09:36.506127000	3	0.1	1	700	5.5321193515909387e-05	COMPLETE
3	3.7560568008332225	2020-07-02 04:47:12.663120	2020-07-02 05:11:51.830686	0 days 00:24:39.167566000	6	0.2	1	1500	8.743184784076554e-05	COMPLETE
4	3.8783226405319415	2020-07-02 05:11:51.831266	2020-07-02 05:25:41.959399	0 days 00:13:50.128133000	3	0.25	2	2400	9.196079504976968e-05	COMPLETE
5	3.888100609619018	2020-07-02 05:25:41.959993	2020-07-02 05:34:55.785088	0 days 00:09:13.825095000	2	0.4	3	1100	3.532724328058924e-05	COMPLETE
6	3.8693581514539774	2020-07-02 05:34:55.785682	2020-07-02 05:44:35.845370	0 days 00:09:40.059688000	4	0.4	2	500	0.0007368389822955809	COMPLETE
7	3.8491633018555	2020-07-02 05:44:35.845969	2020-07-02 05:54:05.210907	0 days 00:09:29.364938000	6	0.2	2	400	0.0004123638122119094	COMPLETE
8	3.8867827418603396	2020-07-02 05:54:05.211497	2020-07-02 06:01:58.622605	0 days 00:07:53.411108000	3	0.25	3	1000	0.0006283242869606875	COMPLETE
9	3.8405141264025926	2020-07-02 06:01:58.643842	2020-07-02 06:17:13.423636	0 days 00:15:14.779794000	5	0.35000000000000003	3	600	0.00023238352243303126	COMPLETE
10	3.7488823090380397	2020-07-02 06:17:13.424580	2020-07-02 06:53:52.199965	0 days 00:36:38.775385000	5	0.0	1	2100	1.3661832281135754e-05	COMPLETE
11	3.7522822089536847	2020-07-02 06:53:52.200557	2020-07-02 07:32:41.114308	0 days 00:38:48.913751000	5	0.05	1	2100	1.1224964677091456e-05	COMPLETE
12	3.7420727100811506	2020-07-02 07:32:41.150127	2020-07-02 08:05:27.810957	0 days 00:32:46.660830000	5	0.0	1	1900	1.121392158939085e-05	COMPLETE
13	3.7299649044435625	2020-07-02 08:05:28.990715	2020-07-02 08:37:54.909759	0 days 00:32:25.919044000	5	0.1	1	1800	2.3196884847725865e-05	COMPLETE
14	3.754769799217843	2020-07-02 08:37:54.928377	2020-07-02 09:00:19.006826	0 days 00:22:24.078449000	4	0.1	1	1700	2.5985195525049872e-05	COMPLETE
15	3.738427814858699	2020-07-02 09:00:19.007426	2020-07-02 09:22:23.049662	0 days 00:22:04.042236000	6	0.1	1	1200	2.263721054873393e-05	COMPLETE
16	3.9115964759860122	2020-07-02 09:22:23.050254	2020-07-02 09:46:07.266895	0 days 00:23:44.216641000	5	0.0	2	2400	0.0014704963267133898	COMPLETE
17	3.7279867429656592	2020-07-02 09:46:07.267645	2020-07-02 10:04:52.697387	0 days 00:18:45.429742000	2	0.15000000000000002	1	900	4.083586340423732e-05	COMPLETE
18	3.7547688972183138	2020-07-02 10:04:52.698001	2020-07-02 10:15:42.411594	0 days 00:10:49.713593000	2	0.15000000000000002	1	900	4.656468686080376e-05	COMPLETE
19	3.8615662342275097	2020-07-02 10:15:42.536770	2020-07-02 10:23:57.475650	0 days 00:08:14.938880000	2	0.5	2	800	0.00015276405542951138	COMPLETE
20	3.8105477085064727	2020-07-02 10:23:57.476231	2020-07-02 10:32:11.522967	0 days 00:08:14.046736000	3	0.30000000000000004	1	300	1.655054806985951e-05	COMPLETE
21	3.731197142984435	2020-07-02 10:32:11.523544	2020-07-02 10:46:15.213143	0 days 00:14:03.689599000	4	0.05	1	1300	2.7662684276063394e-05	COMPLETE
22	3.7470998727438745	2020-07-02 10:46:15.213745	2020-07-02 11:02:19.493179	0 days 00:16:04.279434000	4	0.15000000000000002	1	1500	5.10096130921602e-05	COMPLETE
23	3.734430934863481	2020-07-02 11:02:19.493767	2020-07-02 11:27:56.253955	0 days 00:25:36.760188000	5	0.05	1	1800	1.8432499613355487e-05	COMPLETE
24	3.8067154523573423	2020-07-02 11:27:56.254564	2020-07-02 11:43:16.542474	0 days 00:15:20.287910000	3	0.15000000000000002	1	1400	3.7217288578005804e-05	COMPLETE
25	3.7686452901328518	2020-07-02 11:43:16.543060	2020-07-02 12:02:10.003247	0 days 00:18:53.460187000	4	0.05	1	1700	6.388557752096955e-05	COMPLETE
26	3.774826354624932	2020-07-02 12:02:10.004352	2020-07-02 12:16:28.877131	0 days 00:14:18.872779000	5	0.2	2	1000	0.00014829899768078756	COMPLETE
27	3.7272453500687726	2020-07-02 12:16:28.910017	2020-07-02 12:48:48.143316	0 days 00:32:19.233299000	6	0.1	1	2000	3.170069846747665e-05	COMPLETE
28	3.7233866360801007	2020-07-02 12:48:48.143925	2020-07-02 13:33:17.078456	0 days 00:44:28.934531000	6	0.15000000000000002	1	2100	1.790915687956465e-05	COMPLETE
29	3.774826358459149	2020-07-02 13:33:17.079165	2020-07-02 14:08:38.123517	0 days 00:35:21.044352000	6	0.15000000000000002	2	2200	8.253160970758271e-05	COMPLETE
30	3.7624874823448953	2020-07-02 14:08:38.124124	2020-07-02 15:02:04.064479	0 days 00:53:25.940355000	6	0.30000000000000004	2	2200	1.671780159333949e-05	COMPLETE
31	3.7303645839119515	2020-07-02 15:02:04.091035	2020-07-02 15:39:55.714846	0 days 00:37:51.623811000	6	0.1	1	1900	1.0349775118888301e-05	COMPLETE
32	3.7146096188596816	2020-07-02 15:39:55.715434	2020-07-02 16:16:55.187542	0 days 00:36:59.472108000	6	0.2	1	1900	3.44154174098775e-05	COMPLETE
33	3.725875230037678	2020-07-02 16:16:55.188151	2020-07-02 17:01:34.394674	0 days 00:44:39.206523000	6	0.2	1	2000	3.380380703657911e-05	COMPLETE
34	3.6672983873657317	2020-07-02 17:01:34.395272	2020-07-02 18:11:48.201308	0 days 01:10:13.806036000	6	0.2	1	2000	7.511804155755947e-05	COMPLETE
35	3.6805373962685377	2020-07-02 18:11:48.201919	2020-07-02 19:42:36.395873	0 days 01:30:48.193954000	6	0.2	1	2300	7.201196327070186e-05	COMPLETE
36	3.6851944772646443	2020-07-02 19:42:36.414518	2020-07-02 20:29:41.622093	0 days 00:47:05.207575000	6	0.30000000000000004	1	2300	9.997983493194705e-05	COMPLETE
37	3.774780555513867	2020-07-02 20:29:41.623372	2020-07-02 21:16:39.143497	0 days 00:46:57.520125000	6	0.30000000000000004	1	2300	0.00020935790687490405	COMPLETE
38	3.7135175769789175	2020-07-02 21:16:39.144083	2020-07-02 22:02:00.852937	0 days 00:45:21.708854000	6	0.25	1	2400	0.00010397910166772124	COMPLETE
39	3.7468676605419806	2020-07-02 22:02:00.853538	2020-07-02 22:46:33.443029	0 days 00:44:32.589491000	6	0.35000000000000003	1	2400	0.00011595462107884098	COMPLETE
40	3.7105699066530193	2020-07-02 22:46:33.443636	2020-07-02 23:23:57.481129	0 days 00:37:24.037493000	6	0.25	1	2300	7.993898153748164e-05	COMPLETE
41	3.7203816912676158	2020-07-02 23:23:57.481777	2020-07-03 00:02:44.685829	0 days 00:38:47.204052000	6	0.30000000000000004	1	2300	8.4747450595582e-05	COMPLETE
42	3.6987959707689564	2020-07-03 00:02:44.686437	2020-07-03 00:58:44.545595	0 days 00:55:59.859158000	6	0.25	1	2300	6.83679719914839e-05	COMPLETE
43	3.7485877034085537	2020-07-03 00:58:44.546200	2020-07-03 01:43:52.990549	0 days 00:45:08.444349000	6	0.25	1	2300	7.687511791568969e-05	COMPLETE
44	3.719403019338323	2020-07-03 01:43:52.991899	2020-07-03 02:26:31.268354	0 days 00:42:38.276455000	5	0.35000000000000003	1	2200	5.99903716777034e-05	COMPLETE
