number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.3170673223417453	2020-07-10 13:49:01.678095	2020-07-10 14:10:45.541217	0 days 00:21:43.863122000	6	0.15000000000000002	3	1700	0.0005257797958829018	COMPLETE
1	1.2613887793675311	2020-07-10 14:10:45.541795	2020-07-10 15:51:43.766459	0 days 01:40:58.224664000	6	0.25	1	1700	0.000829371332185484	COMPLETE
2	1.2207846491883605	2020-07-10 15:51:43.767024	2020-07-10 16:20:39.520170	0 days 00:28:55.753146000	5	0.2	3	1100	0.00010012236152524893	COMPLETE
3	1.217977569486143	2020-07-10 16:20:39.520733	2020-07-10 16:47:47.436978	0 days 00:27:07.916245000	2	0.25	3	1300	4.061210722613134e-05	COMPLETE
4	1.260504202865559	2020-07-10 16:47:47.437556	2020-07-10 17:40:09.122744	0 days 00:52:21.685188000	4	0.5	2	600	1.0856920800192998e-05	COMPLETE
5	1.2343403562514845	2020-07-10 17:40:09.123312	2020-07-10 18:19:11.997935	0 days 00:39:02.874623000	5	0.15000000000000002	2	600	0.00030189527820818885	COMPLETE
6	1.24543394663911	2020-07-10 18:19:11.998553	2020-07-10 18:50:36.625533	0 days 00:31:24.626980000	4	0.25	1	2200	9.67439341812831e-05	COMPLETE
7	1.2462556611708449	2020-07-10 18:50:36.626106	2020-07-10 19:07:43.984989	0 days 00:17:07.358883000	4	0.0	1	1200	0.00015362969023527208	COMPLETE
8	1.2230559274324961	2020-07-10 19:07:43.985561	2020-07-10 19:59:56.189701	0 days 00:52:12.204140000	5	0.0	2	2300	0.00014449519933395176	COMPLETE
9	1.3072668909422431	2020-07-10 19:59:56.190285	2020-07-10 20:09:16.431372	0 days 00:09:20.241087000	6	0.0	2	1100	0.0010119028277581134	COMPLETE
10	1.2297094019395376	2020-07-10 20:09:16.431940	2020-07-10 20:42:37.839105	0 days 00:33:21.407165000	2	0.4	3	1700	2.2616047377976303e-05	COMPLETE
11	1.2387979843259944	2020-07-10 20:42:37.839704	2020-07-10 20:57:58.633096	0 days 00:15:20.793392000	2	0.35000000000000003	3	1000	3.7002672320051834e-05	COMPLETE
12	1.221332430400179	2020-07-10 20:57:58.633701	2020-07-10 21:10:34.098186	0 days 00:12:35.464485000	3	0.15000000000000002	3	900	5.221449019982985e-05	COMPLETE
13	1.2335261098033414	2020-07-10 21:10:34.098765	2020-07-10 21:41:17.903016	0 days 00:30:43.804251000	5	0.35000000000000003	3	1500	1.5233603283827341e-05	COMPLETE
14	1.2226250977117674	2020-07-10 21:41:17.903607	2020-07-10 22:02:02.426572	0 days 00:20:44.522965000	3	0.1	3	1400	6.196687237840554e-05	COMPLETE
15	1.23933954373116	2020-07-10 22:02:02.427170	2020-07-10 22:26:23.270086	0 days 00:24:20.842916000	3	0.30000000000000004	3	300	3.420925762226415e-05	COMPLETE
