number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.6701710534778968	2020-07-02 23:11:50.072693	2020-07-02 23:37:39.245946	0 days 00:25:49.173253000	2	0.35000000000000003	2	1000	1.126944218658547e-05	COMPLETE
1	1.6541023985159669	2020-07-02 23:37:39.246536	2020-07-03 00:22:52.888837	0 days 00:45:13.642301000	4	0.1	2	1700	0.0001389330470590997	COMPLETE
2	1.6836805633934897	2020-07-03 00:22:52.903087	2020-07-03 01:03:06.801432	0 days 00:40:13.898345000	2	0.2	1	400	1.613013716085203e-05	COMPLETE
3	1.7048748129250915	2020-07-03 01:03:06.802019	2020-07-03 01:42:38.727867	0 days 00:39:31.925848000	5	0.5	2	800	0.00024399236220509112	COMPLETE
4	1.6504510580246694	2020-07-03 01:42:38.728474	2020-07-03 02:08:31.759647	0 days 00:25:53.031173000	3	0.15000000000000002	3	1100	0.00010223366557811028	COMPLETE
5	1.6718293534196884	2020-07-03 02:08:31.855481	2020-07-03 03:04:26.291676	0 days 00:55:54.436195000	6	0.5	2	1500	0.00011831086647943657	COMPLETE
6	1.6565035599272975	2020-07-03 03:04:26.308721	2020-07-03 04:04:06.105867	0 days 00:59:39.797146000	5	0.45	2	1300	0.00010658591659682917	COMPLETE
7	1.6551276670011477	2020-07-03 04:04:06.106470	2020-07-03 04:32:42.652937	0 days 00:28:36.546467000	4	0.4	3	1300	1.7776276201986945e-05	COMPLETE
8	1.6637279512167613	2020-07-03 04:32:42.668304	2020-07-03 05:17:08.705138	0 days 00:44:26.036834000	4	0.30000000000000004	1	1800	2.3669805838156705e-05	COMPLETE
9	1.6758251522121852	2020-07-03 05:17:08.706614	2020-07-03 05:31:30.269858	0 days 00:14:21.563244000	4	0.5	2	700	7.301115516667124e-05	COMPLETE
10	1.8063373171677954	2020-07-03 05:31:30.270449	2020-07-03 05:43:09.899577	0 days 00:11:39.629128000	3	0.0	3	2300	0.0011505048786119142	COMPLETE
11	1.6653004451730795	2020-07-03 05:43:09.900179	2020-07-03 06:23:44.827228	0 days 00:40:34.927049000	3	0.1	3	2000	0.0004422993693965052	COMPLETE
12	1.6509721540783031	2020-07-03 06:23:44.850162	2020-07-03 06:54:05.162685	0 days 00:30:20.312523000	3	0.15000000000000002	3	1700	4.7812246620487265e-05	COMPLETE
13	1.6540385062910055	2020-07-03 06:54:05.163281	2020-07-03 07:31:22.945954	0 days 00:37:17.782673000	3	0.15000000000000002	3	2400	4.067828995632486e-05	COMPLETE
14	1.6534759709003124	2020-07-03 07:31:22.947311	2020-07-03 07:49:55.490286	0 days 00:18:32.542975000	2	0.0	3	1100	4.7096481624567164e-05	COMPLETE
15	1.6852124941290814	2020-07-03 07:49:55.490882	2020-07-03 08:21:35.523153	0 days 00:31:40.032271000	3	0.25	3	300	0.00048636182949173326	COMPLETE
16	1.648958173301663	2020-07-03 08:21:35.523760	2020-07-03 08:52:10.142562	0 days 00:30:34.618802000	3	0.1	3	2000	3.997095234692255e-05	COMPLETE
17	1.6691097020553705	2020-07-03 08:52:10.143185	2020-07-03 09:26:30.588069	0 days 00:34:20.444884000	2	0.05	3	2100	0.0002958744186216716	COMPLETE
18	1.6511596011245546	2020-07-03 09:26:30.588666	2020-07-03 09:53:30.429251	0 days 00:26:59.840585000	5	0.2	3	600	3.1547285536030314e-05	COMPLETE
19	1.6625438982315859	2020-07-03 09:53:30.459940	2020-07-03 10:16:37.422265	0 days 00:23:06.962325000	3	0.05	1	1000	7.959332634523643e-05	COMPLETE
