number	value	datetime_start	datetime_complete	duration	params_depth	params_dropout	params_ffn_num_layers	params_hidden_size	params_init_lr	state
0	1.315819822697335	2020-07-06 19:52:31.109194	2020-07-06 21:06:18.306806	0 days 01:13:47.197612000	3	0.4	2	1500	0.0006521445592304509	COMPLETE
1	1.2787673027847348	2020-07-06 21:06:18.307391	2020-07-06 21:37:38.421551	0 days 00:31:20.114160000	6	0.05	1	300	0.00039733074118603306	COMPLETE
2	1.2611374243892064	2020-07-06 21:37:38.422123	2020-07-06 22:34:32.070962	0 days 00:56:53.648839000	2	0.4	2	2400	0.00010389064330619606	COMPLETE
3	1.3785257559486943	2020-07-06 22:34:32.085279	2020-07-06 22:48:05.831367	0 days 00:13:33.746088000	6	0.15000000000000002	3	1300	0.0007166900271011886	COMPLETE
4	1.3440398197618704	2020-07-06 22:48:05.831957	2020-07-06 23:24:06.567696	0 days 00:36:00.735739000	2	0.30000000000000004	3	500	0.0008154095721233305	COMPLETE
5	1.2861114014878885	2020-07-06 23:24:06.568282	2020-07-06 23:53:20.134339	0 days 00:29:13.566057000	4	0.25	1	300	0.0002956017145679441	COMPLETE
6	1.250145143082117	2020-07-06 23:53:20.147549	2020-07-07 01:01:24.107533	0 days 01:08:03.959984000	4	0.35000000000000003	2	2000	0.00015239623142021706	COMPLETE
7	1.3110729571609336	2020-07-07 01:01:24.108122	2020-07-07 01:26:32.093258	0 days 00:25:07.985136000	3	0.35000000000000003	1	400	0.0006336570237385381	COMPLETE
8	1.2470305586348895	2020-07-07 01:26:32.093862	2020-07-07 02:01:07.370987	0 days 00:34:35.277125000	3	0.35000000000000003	3	900	5.056886437798619e-05	COMPLETE
9	1.24217475272319	2020-07-07 02:01:07.371585	2020-07-07 03:01:05.307869	0 days 00:59:57.936284000	4	0.05	3	2300	0.0001895851048034557	COMPLETE
10	1.2188786259282298	2020-07-07 03:01:05.308496	2020-07-07 04:13:23.314621	0 days 01:12:18.006125000	5	0.0	3	2400	1.1265433206455195e-05	COMPLETE
11	1.2221777541378418	2020-07-07 04:13:23.315218	2020-07-07 05:25:49.123688	0 days 01:12:25.808470000	5	0.0	3	2400	1.443973214308222e-05	COMPLETE
12	1.2201955530606776	2020-07-07 05:25:49.124296	2020-07-07 06:25:03.049070	0 days 00:59:13.924774000	5	0.0	3	2000	1.0915502796320742e-05	COMPLETE
13	1.2271365937160301	2020-07-07 06:25:03.111714	2020-07-07 07:40:18.982227	0 days 01:15:15.870513000	5	0.15000000000000002	3	1900	1.0552064401925109e-05	COMPLETE
14	1.2280045619463906	2020-07-07 07:40:18.999613	2020-07-07 08:36:57.922067	0 days 00:56:38.922454000	5	0.0	2	2000	2.5182750618660927e-05	COMPLETE
15	1.2647607002040377	2020-07-07 08:36:57.922686	2020-07-07 09:29:51.747477	0 days 00:52:53.824791000	5	0.5	3	1700	2.8807005020851923e-05	COMPLETE
16	2.864144185276325	2020-07-07 09:29:51.748076	2020-07-07 15:52:22.950422	0 days 06:22:31.202346000	6	0.15000000000000002	2	2200	0.0016547707368890529	COMPLETE
17	1.2296670014151097	2020-07-07 15:52:36.414625	2020-07-07 16:52:40.623828	0 days 01:00:04.209203000	5	0.1	3	1200	1.022724882207497e-05	COMPLETE
18	1.2245039355476957	2020-07-07 16:52:40.624493	2020-07-07 17:51:29.914147	0 days 00:58:49.289654000	6	0.0	3	1700	5.9103486816576335e-05	COMPLETE
19	1.227650036715609	2020-07-07 17:51:29.914773	2020-07-07 18:56:40.093663	0 days 01:05:10.178890000	5	0.1	2	2200	1.945114470323474e-05	COMPLETE
20	1.2281033341855836	2020-07-07 18:56:43.886504	2020-07-07 20:02:24.121731	0 days 01:05:40.235227000	4	0.2	3	1800	4.11380999452064e-05	COMPLETE
21	1.2246954711057134	2020-07-07 20:02:24.148769	2020-07-07 21:15:16.032145	0 days 01:12:51.883376000	5	0.0	3	2400	1.343541655723436e-05	COMPLETE
22	1.2226886681770934	2020-07-07 21:15:16.032769	2020-07-07 22:06:10.403062	0 days 00:50:54.370293000	5	0.05	3	2100	1.5374509554964685e-05	COMPLETE
23	1.222162146497122	2020-07-07 22:06:10.403663	2020-07-07 23:17:33.543236	0 days 01:11:23.139573000	6	0.0	3	2300	1.925959109040342e-05	COMPLETE
24	1.2221607214007566	2020-07-07 23:17:33.543840	2020-07-08 00:24:05.163564	0 days 01:06:31.619724000	6	0.1	3	2400	2.835573862133034e-05	COMPLETE
25	1.2102173248941444	2020-07-08 00:24:05.164189	2020-07-08 01:08:43.101623	0 days 00:44:37.937434000	6	0.1	3	1500	3.320403838379139e-05	COMPLETE
26	1.216799312963427	2020-07-08 01:08:43.102252	2020-07-08 01:31:56.350593	0 days 00:23:13.248341000	6	0.05	2	1000	7.38434304374693e-05	COMPLETE
27	1.2280707774948307	2020-07-08 01:31:56.351765	2020-07-08 02:24:43.656281	0 days 00:52:47.304516000	6	0.2	2	900	6.48730740530998e-05	COMPLETE
28	1.2858186539203837	2020-07-08 02:24:43.656930	2020-07-08 02:39:33.765141	0 days 00:14:50.108211000	6	0.1	1	1000	8.700737648071897e-05	COMPLETE
29	1.228876855596797	2020-07-08 02:39:33.765752	2020-07-08 03:02:43.187588	0 days 00:23:09.421836000	6	0.05	2	700	4.278851022799955e-05	COMPLETE
30	1.2285193497603208	2020-07-08 03:02:43.188222	2020-07-08 03:35:15.308865	0 days 00:32:32.120643000	6	0.2	2	1500	3.6785646584409143e-05	COMPLETE
31	1.230695135909973	2020-07-08 03:35:15.309498	2020-07-08 04:29:29.186560	0 days 00:54:13.877062000	5	0.05	3	1400	8.593229663747106e-05	COMPLETE
32	1.2274848387712138	2020-07-08 04:29:29.187172	2020-07-08 05:09:40.156415	0 days 00:40:10.969243000	5	0.05	3	1100	2.0066998086770086e-05	COMPLETE
33	1.2298340824335103	2020-07-08 05:09:40.157037	2020-07-08 06:23:52.327918	0 days 01:14:12.170881000	4	0.0	2	1600	1.0286887717185664e-05	COMPLETE
34	1.2904757088388175	2020-07-08 06:23:52.354731	2020-07-08 06:48:24.200460	0 days 00:24:31.845729000	6	0.1	1	1300	0.00012523947937048477	COMPLETE
35	1.230436262266763	2020-07-08 06:48:24.201085	2020-07-08 07:41:28.774197	0 days 00:53:04.573112000	6	0.15000000000000002	3	700	0.00021232968312740296	COMPLETE
36	1.2139336452894494	2020-07-08 07:41:28.775183	2020-07-08 08:35:43.693035	0 days 00:54:14.917852000	5	0.05	3	1500	6.991931228737625e-05	COMPLETE
37	1.2230491475730318	2020-07-08 08:35:43.693663	2020-07-08 09:09:28.576439	0 days 00:33:44.882776000	4	0.05	2	700	7.148517500814708e-05	COMPLETE
38	1.230442128444634	2020-07-08 09:09:28.577102	2020-07-08 10:43:08.706068	0 days 01:33:40.128966000	6	0.25	3	1400	0.00011496351214787157	COMPLETE
39	1.2985406785497662	2020-07-08 10:43:08.740718	2020-07-08 11:46:21.456400	0 days 01:03:12.715682000	5	0.5	1	1200	0.00016138026214500777	COMPLETE
40	1.2335294599545383	2020-07-08 11:46:21.456998	2020-07-08 12:12:56.326620	0 days 00:26:34.869622000	3	0.15000000000000002	3	1500	9.006929185810402e-05	COMPLETE
41	1.2185635850373078	2020-07-08 12:12:56.367162	2020-07-08 13:02:17.826160	0 days 00:49:21.458998000	5	0.05	3	1800	3.426248297582924e-05	COMPLETE
42	1.2150042901157312	2020-07-08 13:02:17.826797	2020-07-08 13:47:17.620132	0 days 00:44:59.793335000	4	0.05	3	1600	5.35208624868346e-05	COMPLETE
43	1.2103699756571524	2020-07-08 13:47:17.621066	2020-07-08 14:30:51.753875	0 days 00:43:34.132809000	4	0.05	3	1700	3.4387094554788405e-05	COMPLETE
44	1.2222172606543857	2020-07-08 14:30:51.800662	2020-07-08 15:12:48.465085	0 days 00:41:56.664423000	3	0.1	3	1600	4.8151081705225336e-05	COMPLETE
45	1.225047910157452	2020-07-08 15:12:48.465733	2020-07-08 15:46:55.961116	0 days 00:34:07.495383000	4	0.1	3	1700	6.027527146961434e-05	COMPLETE
46	1.2337167469859618	2020-07-08 15:46:55.961724	2020-07-08 16:07:26.279628	0 days 00:20:30.317904000	2	0.05	3	1600	5.471214716591688e-05	COMPLETE
47	1.2185692466437779	2020-07-08 16:07:26.280289	2020-07-08 16:37:05.194717	0 days 00:29:38.914428000	4	0.05	3	1400	3.298168564337079e-05	COMPLETE
48	1.2333440786790686	2020-07-08 16:37:05.209316	2020-07-08 17:31:01.084413	0 days 00:53:55.875097000	4	0.30000000000000004	3	1200	7.688301293169913e-05	COMPLETE
49	1.2415095528160869	2020-07-08 17:31:01.085051	2020-07-08 18:40:00.286125	0 days 01:08:59.201074000	3	0.15000000000000002	2	1900	0.00024983898940850066	COMPLETE
50	1.2263453349994204	2020-07-08 18:40:00.306800	2020-07-08 19:22:21.489834	0 days 00:42:21.183034000	4	0.1	3	1300	0.00010204761148362278	COMPLETE
51	1.2192103170221613	2020-07-08 19:22:21.491312	2020-07-08 20:13:22.813243	0 days 00:51:01.321931000	4	0.05	3	1800	2.6071790911127523e-05	COMPLETE
52	1.2193555920550014	2020-07-08 20:13:22.813890	2020-07-08 20:52:50.700457	0 days 00:39:27.886567000	3	0.0	3	1800	4.36564981174574e-05	COMPLETE
53	1.217380496331495	2020-07-08 20:52:50.712129	2020-07-08 21:44:10.171842	0 days 00:51:19.459713000	5	0.05	3	1500	3.226036190685415e-05	COMPLETE
54	1.2171204591427907	2020-07-08 21:44:10.173925	2020-07-08 22:24:22.296689	0 days 00:40:12.122764000	4	0.0	3	1500	2.2322615824324383e-05	COMPLETE
55	1.224849619448465	2020-07-08 22:24:22.297325	2020-07-08 23:00:07.099093	0 days 00:35:44.801768000	4	0.0	3	1600	2.295565645009017e-05	COMPLETE
56	1.2312766067291705	2020-07-08 23:00:07.125430	2020-07-08 23:38:54.920738	0 days 00:38:47.795308000	4	0.0	3	1700	5.434191518539235e-05	COMPLETE
57	1.2173422891500743	2020-07-08 23:38:54.921382	2020-07-09 00:04:02.761914	0 days 00:25:07.840532000	3	0.0	3	1300	1.6773556133590792e-05	COMPLETE
58	1.2402934465256306	2020-07-09 00:04:02.762563	2020-07-09 00:27:10.799309	0 days 00:23:08.036746000	2	0.1	3	1400	3.9695836530129006e-05	COMPLETE
59	1.2613816069840484	2020-07-09 00:27:10.799945	2020-07-09 01:21:19.480612	0 days 00:54:08.680667000	4	0.45	3	1900	7.015021145949024e-05	COMPLETE
60	1.2245208692036609	2020-07-09 01:21:19.481951	2020-07-09 01:48:12.916068	0 days 00:26:53.434117000	4	0.05	3	1100	2.335634181365978e-05	COMPLETE
61	1.2180556655039956	2020-07-09 01:48:12.916688	2020-07-09 02:13:56.356156	0 days 00:25:43.439468000	3	0.0	3	1300	1.4888972955432188e-05	COMPLETE
62	1.2177119337006514	2020-07-09 02:13:56.356772	2020-07-09 02:42:07.487588	0 days 00:28:11.130816000	3	0.0	3	1500	1.7148421402057074e-05	COMPLETE
63	1.2208908923944437	2020-07-09 02:42:07.490649	2020-07-09 03:04:30.588743	0 days 00:22:23.098094000	4	0.05	3	1100	2.952707123192962e-05	COMPLETE
64	1.239406845898691	2020-07-09 03:04:30.589532	2020-07-09 03:18:44.081582	0 days 00:14:13.492050000	2	0.0	3	900	4.644306666102031e-05	COMPLETE
65	1.2246397810576315	2020-07-09 03:18:44.082238	2020-07-09 03:49:31.927934	0 days 00:30:47.845696000	3	0.1	3	1700	1.951549733081072e-05	COMPLETE
66	1.2217189409563005	2020-07-09 03:49:31.928582	2020-07-09 04:22:03.458893	0 days 00:32:31.530311000	4	0.0	3	1500	1.2528429107690772e-05	COMPLETE
67	1.2112821629110442	2020-07-09 04:22:03.459516	2020-07-09 05:14:25.274042	0 days 00:52:21.814526000	5	0.05	3	1600	3.7559221708923685e-05	COMPLETE
68	1.2789585120686955	2020-07-09 05:14:25.274817	2020-07-09 06:10:18.761596	0 days 00:55:53.486779000	5	0.1	1	1600	3.7238463429306084e-05	COMPLETE
69	1.2115540026871496	2020-07-09 06:10:18.763006	2020-07-09 07:17:22.931555	0 days 01:07:04.168549000	5	0.05	3	1700	0.00013587768396700758	COMPLETE
