number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.05482833376033928	2021-05-24 02:04:13.805725	2021-05-24 02:08:12.072525	0 days 00:03:58.266800000	5	COMPLETE
1	0.0607128200913363	2021-05-24 02:08:12.072961	2021-05-24 02:12:07.916739	0 days 00:03:55.843778000	9	COMPLETE
2	0.06071184672748793	2021-05-24 02:12:07.917291	2021-05-24 02:15:57.448408	0 days 00:03:49.531117000	7	COMPLETE
3		2021-05-24 02:15:57.448986	2021-05-24 02:15:57.449433	0 days 00:00:00.000447000	9	PRUNED
4	0.045267582066983586	2021-05-24 02:15:57.534585	2021-05-24 02:20:10.985903	0 days 00:04:13.451318000	3	COMPLETE
5		2021-05-24 02:20:10.986590	2021-05-24 02:20:10.987123	0 days 00:00:00.000533000	5	PRUNED
6		2021-05-24 02:20:11.074219	2021-05-24 02:20:11.074989	0 days 00:00:00.000770000	7	PRUNED
7		2021-05-24 02:20:11.162432	2021-05-24 02:20:11.163165	0 days 00:00:00.000733000	3	PRUNED
8		2021-05-24 02:20:11.250028	2021-05-24 02:20:11.250865	0 days 00:00:00.000837000	5	PRUNED
9	0.016966886679355597	2021-05-24 02:20:11.337712	2021-05-24 02:24:03.837315	0 days 00:03:52.499603000	1	COMPLETE
