number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.05538400082899857	2021-05-24 02:23:04.212294	2021-05-24 02:28:33.612482	0 days 00:05:29.400188000	1	COMPLETE
1	0.0562269307622654	2021-05-24 02:28:33.612990	2021-05-24 02:33:12.933450	0 days 00:04:39.320460000	3	COMPLETE
2	0.08001238794341091	2021-05-24 02:33:12.933979	2021-05-24 02:37:47.887613	0 days 00:04:34.953634000	9	COMPLETE
3	0.07750955680304508	2021-05-24 02:37:47.888190	2021-05-24 02:42:52.843824	0 days 00:05:04.955634000	7	COMPLETE
4		2021-05-24 02:42:52.844464	2021-05-24 02:42:52.844965	0 days 00:00:00.000501000	7	PRUNED
5		2021-05-24 02:42:52.934603	2021-05-24 02:42:52.935245	0 days 00:00:00.000642000	1	PRUNED
6		2021-05-24 02:42:53.024568	2021-05-24 02:42:53.025264	0 days 00:00:00.000696000	7	PRUNED
7		2021-05-24 02:42:53.114756	2021-05-24 02:42:53.115475	0 days 00:00:00.000719000	1	PRUNED
8		2021-05-24 02:42:53.204824	2021-05-24 02:42:53.205601	0 days 00:00:00.000777000	7	PRUNED
9		2021-05-24 02:42:53.295009	2021-05-24 02:42:53.295812	0 days 00:00:00.000803000	1	PRUNED
10		2021-05-24 02:42:53.385479	2021-05-24 02:42:53.387687	0 days 00:00:00.002208000	9	PRUNED
11		2021-05-24 02:42:53.477629	2021-05-24 02:42:53.479589	0 days 00:00:00.001960000	9	PRUNED
12	0.07695955094750262	2021-05-24 02:42:53.569329	2021-05-24 02:47:27.690842	0 days 00:04:34.121513000	5	COMPLETE
