number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.1971052445048507	2021-05-23 04:04:54.746757	2021-05-23 04:09:53.908492	0 days 00:04:59.161735000	7	COMPLETE
1		2021-05-23 04:09:53.909001	2021-05-23 04:09:53.909432	0 days 00:00:00.000431000	7	PRUNED
2	1.1691299485580804	2021-05-23 04:09:54.006148	2021-05-23 04:13:31.596133	0 days 00:03:37.589985000	9	COMPLETE
3	1.3255478092556507	2021-05-23 04:13:31.596690	2021-05-23 04:17:09.165146	0 days 00:03:37.568456000	3	COMPLETE
4		2021-05-23 04:17:09.165775	2021-05-23 04:17:09.166256	0 days 00:00:00.000481000	7	PRUNED
5		2021-05-23 04:17:09.249834	2021-05-23 04:17:09.250446	0 days 00:00:00.000612000	3	PRUNED
6	1.2432000110566677	2021-05-23 04:17:09.333994	2021-05-23 04:20:56.247854	0 days 00:03:46.913860000	5	COMPLETE
7		2021-05-23 04:20:56.248600	2021-05-23 04:20:56.249222	0 days 00:00:00.000622000	3	PRUNED
8		2021-05-23 04:20:56.339283	2021-05-23 04:20:56.340009	0 days 00:00:00.000726000	3	PRUNED
9		2021-05-23 04:20:56.430180	2021-05-23 04:20:56.430943	0 days 00:00:00.000763000	3	PRUNED
10		2021-05-23 04:20:56.520875	2021-05-23 04:20:56.523096	0 days 00:00:00.002221000	9	PRUNED
11		2021-05-23 04:20:56.612745	2021-05-23 04:20:56.614755	0 days 00:00:00.002010000	9	PRUNED
12		2021-05-23 04:20:56.704390	2021-05-23 04:20:56.706393	0 days 00:00:00.002003000	7	PRUNED
13		2021-05-23 04:20:56.795952	2021-05-23 04:20:56.798019	0 days 00:00:00.002067000	9	PRUNED
14		2021-05-23 04:20:56.887648	2021-05-23 04:20:56.889729	0 days 00:00:00.002081000	7	PRUNED
15		2021-05-23 04:20:56.979416	2021-05-23 04:20:56.981573	0 days 00:00:00.002157000	5	PRUNED
16		2021-05-23 04:20:57.071352	2021-05-23 04:20:57.073564	0 days 00:00:00.002212000	9	PRUNED
17		2021-05-23 04:20:57.163569	2021-05-23 04:20:57.165797	0 days 00:00:00.002228000	7	PRUNED
18	1.699393519820018	2021-05-23 04:20:57.255675	2021-05-23 04:24:34.227315	0 days 00:03:36.971640000	1	COMPLETE
