number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.09705717502157286	2021-05-24 01:11:12.457713	2021-05-24 01:14:35.951197	0 days 00:03:23.493484000	3	COMPLETE
1	0.11159664718767626	2021-05-24 01:14:35.951712	2021-05-24 01:18:15.206960	0 days 00:03:39.255248000	9	COMPLETE
2	0.1110936134348204	2021-05-24 01:18:15.207465	2021-05-24 01:22:03.953684	0 days 00:03:48.746219000	5	COMPLETE
3		2021-05-24 01:22:03.954186	2021-05-24 01:22:03.954586	0 days 00:00:00.000400000	5	PRUNED
4		2021-05-24 01:22:04.010813	2021-05-24 01:22:04.011304	0 days 00:00:00.000491000	9	PRUNED
5		2021-05-24 01:22:04.065267	2021-05-24 01:22:04.065801	0 days 00:00:00.000534000	5	PRUNED
6	0.0649777766681969	2021-05-24 01:22:04.139195	2021-05-24 01:25:11.824893	0 days 00:03:07.685698000	1	COMPLETE
7		2021-05-24 01:25:11.825558	2021-05-24 01:25:11.826104	0 days 00:00:00.000546000	9	PRUNED
8		2021-05-24 01:25:11.885960	2021-05-24 01:25:11.886582	0 days 00:00:00.000622000	9	PRUNED
9	0.10980675730310911	2021-05-24 01:25:11.939975	2021-05-24 01:27:57.211159	0 days 00:02:45.271184000	7	COMPLETE
