number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.06751742575490444	2021-05-24 02:20:01.434393	2021-05-24 02:22:48.790474	0 days 00:02:47.356081000	5	COMPLETE
1	0.08630878753261742	2021-05-24 02:22:48.790995	2021-05-24 02:25:59.761915	0 days 00:03:10.970920000	9	COMPLETE
2	0.05392014289319068	2021-05-24 02:25:59.762465	2021-05-24 02:29:34.062154	0 days 00:03:34.299689000	3	COMPLETE
3		2021-05-24 02:29:34.062635	2021-05-24 02:29:34.063031	0 days 00:00:00.000396000	5	PRUNED
4		2021-05-24 02:29:34.128490	2021-05-24 02:29:34.129064	0 days 00:00:00.000574000	3	PRUNED
5	0.07885983736758917	2021-05-24 02:29:34.215760	2021-05-24 02:33:39.239159	0 days 00:04:05.023399000	7	COMPLETE
6		2021-05-24 02:33:39.239866	2021-05-24 02:33:39.240446	0 days 00:00:00.000580000	3	PRUNED
7		2021-05-24 02:33:39.331806	2021-05-24 02:33:39.332513	0 days 00:00:00.000707000	3	PRUNED
8		2021-05-24 02:33:39.436198	2021-05-24 02:33:39.437038	0 days 00:00:00.000840000	7	PRUNED
9		2021-05-24 02:33:39.528853	2021-05-24 02:33:39.529707	0 days 00:00:00.000854000	5	PRUNED
10		2021-05-24 02:33:39.620694	2021-05-24 02:33:39.622925	0 days 00:00:00.002231000	9	PRUNED
11		2021-05-24 02:33:39.713212	2021-05-24 02:33:39.715156	0 days 00:00:00.001944000	9	PRUNED
12		2021-05-24 02:33:39.805003	2021-05-24 02:33:39.806966	0 days 00:00:00.001963000	7	PRUNED
13		2021-05-24 02:33:39.896479	2021-05-24 02:33:39.898501	0 days 00:00:00.002022000	7	PRUNED
14		2021-05-24 02:33:39.987715	2021-05-24 02:33:39.989759	0 days 00:00:00.002044000	9	PRUNED
15		2021-05-24 02:33:40.085159	2021-05-24 02:33:40.087592	0 days 00:00:00.002433000	7	PRUNED
16		2021-05-24 02:33:40.172279	2021-05-24 02:33:40.174214	0 days 00:00:00.001935000	9	PRUNED
17	0.022147460322691766	2021-05-24 02:33:40.228737	2021-05-24 02:36:34.085062	0 days 00:02:53.856325000	1	COMPLETE
