number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	2.160212944928693	2021-05-23 02:32:15.779753	2021-05-23 02:36:10.676096	0 days 00:03:54.896343000	5	COMPLETE
1	2.0629786754026913	2021-05-23 02:36:10.676615	2021-05-23 02:39:38.482631	0 days 00:03:27.806016000	9	COMPLETE
2	3.2651654678858115	2021-05-23 02:39:38.483043	2021-05-23 02:42:57.303421	0 days 00:03:18.820378000	1	COMPLETE
3		2021-05-23 02:42:57.303994	2021-05-23 02:42:57.304475	0 days 00:00:00.000481000	5	PRUNED
4		2021-05-23 02:42:57.400840	2021-05-23 02:42:57.401433	0 days 00:00:00.000593000	1	PRUNED
5	2.3173178931431133	2021-05-23 02:42:57.498055	2021-05-23 02:47:11.274351	0 days 00:04:13.776296000	3	COMPLETE
6		2021-05-23 02:47:11.275034	2021-05-23 02:47:11.275592	0 days 00:00:00.000558000	5	PRUNED
7	2.0967378183744834	2021-05-23 02:47:11.364583	2021-05-23 02:50:49.117024	0 days 00:03:37.752441000	7	COMPLETE
