number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.6964647802170576	2021-05-23 05:03:35.920192	2021-05-23 05:06:20.146120	0 days 00:02:44.225928000	1	COMPLETE
1		2021-05-23 05:06:20.146661	2021-05-23 05:06:20.147092	0 days 00:00:00.000431000	1	PRUNED
2	1.1438467115500175	2021-05-23 05:06:20.244214	2021-05-23 05:10:40.592570	0 days 00:04:20.348356000	7	COMPLETE
3		2021-05-23 05:10:40.593183	2021-05-23 05:10:40.593669	0 days 00:00:00.000486000	1	PRUNED
4	1.118860576584644	2021-05-23 05:10:40.682764	2021-05-23 05:14:02.414795	0 days 00:03:21.732031000	9	COMPLETE
5	1.2906948824356705	2021-05-23 05:14:02.415431	2021-05-23 05:17:37.058111	0 days 00:03:34.642680000	3	COMPLETE
6		2021-05-23 05:17:37.058884	2021-05-23 05:17:37.059458	0 days 00:00:00.000574000	1	PRUNED
7		2021-05-23 05:17:37.145344	2021-05-23 05:17:37.146050	0 days 00:00:00.000706000	3	PRUNED
8		2021-05-23 05:17:37.232098	2021-05-23 05:17:37.232827	0 days 00:00:00.000729000	1	PRUNED
9	1.1830150755016808	2021-05-23 05:17:37.318688	2021-05-23 05:20:57.871021	0 days 00:03:20.552333000	5	COMPLETE
