number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.1752953913366446	2021-05-23 03:49:16.218772	2021-05-23 03:52:14.174757	0 days 00:02:57.955985000	7	COMPLETE
1	1.2126997829258657	2021-05-23 03:52:14.175251	2021-05-23 03:55:27.554137	0 days 00:03:13.378886000	5	COMPLETE
2	1.7093361658533397	2021-05-23 03:55:27.554565	2021-05-23 03:58:30.253578	0 days 00:03:02.699013000	1	COMPLETE
3		2021-05-23 03:58:30.254148	2021-05-23 03:58:30.254665	0 days 00:00:00.000517000	7	PRUNED
4		2021-05-23 03:58:30.339583	2021-05-23 03:58:30.340155	0 days 00:00:00.000572000	1	PRUNED
5	1.1444108968591755	2021-05-23 03:58:30.425033	2021-05-23 04:01:43.420735	0 days 00:03:12.995702000	9	COMPLETE
6		2021-05-23 04:01:43.421411	2021-05-23 04:01:43.421973	0 days 00:00:00.000562000	9	PRUNED
7		2021-05-23 04:01:43.507445	2021-05-23 04:01:43.508116	0 days 00:00:00.000671000	7	PRUNED
8		2021-05-23 04:01:43.593259	2021-05-23 04:01:43.593975	0 days 00:00:00.000716000	1	PRUNED
9		2021-05-23 04:01:43.678850	2021-05-23 04:01:43.679599	0 days 00:00:00.000749000	5	PRUNED
10		2021-05-23 04:01:43.764565	2021-05-23 04:01:43.766794	0 days 00:00:00.002229000	9	PRUNED
11		2021-05-23 04:01:43.851831	2021-05-23 04:01:43.853941	0 days 00:00:00.002110000	7	PRUNED
12		2021-05-23 04:01:43.939051	2021-05-23 04:01:43.941080	0 days 00:00:00.002029000	9	PRUNED
13		2021-05-23 04:01:44.026053	2021-05-23 04:01:44.028124	0 days 00:00:00.002071000	7	PRUNED
14	1.2882386695896857	2021-05-23 04:01:44.113306	2021-05-23 04:04:45.439082	0 days 00:03:01.325776000	3	COMPLETE
