number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.032054412875955	2021-05-24 01:58:13.721528	2021-05-24 02:01:36.765341	0 days 00:03:23.043813000	1	COMPLETE
1	0.08123381971549676	2021-05-24 02:01:36.765914	2021-05-24 02:04:18.341247	0 days 00:02:41.575333000	7	COMPLETE
2		2021-05-24 02:04:18.341837	2021-05-24 02:04:18.342334	0 days 00:00:00.000497000	7	PRUNED
3	0.08345480231224613	2021-05-24 02:04:18.453855	2021-05-24 02:07:06.145196	0 days 00:02:47.691341000	9	COMPLETE
4		2021-05-24 02:07:06.145726	2021-05-24 02:07:06.146163	0 days 00:00:00.000437000	7	PRUNED
5		2021-05-24 02:07:06.201125	2021-05-24 02:07:06.201643	0 days 00:00:00.000518000	1	PRUNED
6		2021-05-24 02:07:06.254681	2021-05-24 02:07:06.255234	0 days 00:00:00.000553000	1	PRUNED
7		2021-05-24 02:07:06.307748	2021-05-24 02:07:06.308342	0 days 00:00:00.000594000	1	PRUNED
8		2021-05-24 02:07:06.361003	2021-05-24 02:07:06.361623	0 days 00:00:00.000620000	1	PRUNED
9		2021-05-24 02:07:06.414357	2021-05-24 02:07:06.415024	0 days 00:00:00.000667000	7	PRUNED
10		2021-05-24 02:07:06.467621	2021-05-24 02:07:06.469461	0 days 00:00:00.001840000	9	PRUNED
11		2021-05-24 02:07:06.522095	2021-05-24 02:07:06.523732	0 days 00:00:00.001637000	9	PRUNED
12	0.0784892130399002	2021-05-24 02:07:06.576378	2021-05-24 02:10:17.423401	0 days 00:03:10.847023000	5	COMPLETE
13		2021-05-24 02:10:17.424391	2021-05-24 02:10:17.426567	0 days 00:00:00.002176000	5	PRUNED
14		2021-05-24 02:10:17.512527	2021-05-24 02:10:17.514715	0 days 00:00:00.002188000	9	PRUNED
15		2021-05-24 02:10:17.600610	2021-05-24 02:10:17.602858	0 days 00:00:00.002248000	7	PRUNED
16	0.06816339144720271	2021-05-24 02:10:17.688892	2021-05-24 02:13:54.601017	0 days 00:03:36.912125000	3	COMPLETE
