number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.06480102861488823	2021-05-24 01:34:37.644493	2021-05-24 01:39:36.338046	0 days 00:04:58.693553000	7	COMPLETE
1	0.05592926103789331	2021-05-24 01:39:36.338586	2021-05-24 01:44:34.867810	0 days 00:04:58.529224000	5	COMPLETE
2		2021-05-24 01:44:34.868348	2021-05-24 01:44:34.868764	0 days 00:00:00.000416000	5	PRUNED
3		2021-05-24 01:44:34.967879	2021-05-24 01:44:34.968431	0 days 00:00:00.000552000	7	PRUNED
4		2021-05-24 01:44:35.067082	2021-05-24 01:44:35.067671	0 days 00:00:00.000589000	5	PRUNED
5		2021-05-24 01:44:35.166589	2021-05-24 01:44:35.167216	0 days 00:00:00.000627000	5	PRUNED
6		2021-05-24 01:44:35.266245	2021-05-24 01:44:35.266909	0 days 00:00:00.000664000	7	PRUNED
7		2021-05-24 01:44:35.365964	2021-05-24 01:44:35.366657	0 days 00:00:00.000693000	7	PRUNED
8		2021-05-24 01:44:35.465567	2021-05-24 01:44:35.466310	0 days 00:00:00.000743000	5	PRUNED
9	0.023297085524993443	2021-05-24 01:44:35.565264	2021-05-24 01:48:12.344686	0 days 00:03:36.779422000	1	COMPLETE
10	0.06424883287453591	2021-05-24 01:48:12.345615	2021-05-24 01:54:29.954303	0 days 00:06:17.608688000	9	COMPLETE
11		2021-05-24 01:54:29.955184	2021-05-24 01:54:29.957417	0 days 00:00:00.002233000	9	PRUNED
12		2021-05-24 01:54:30.057323	2021-05-24 01:54:30.059384	0 days 00:00:00.002061000	9	PRUNED
13		2021-05-24 01:54:30.158560	2021-05-24 01:54:30.160662	0 days 00:00:00.002102000	9	PRUNED
14		2021-05-24 01:54:30.260139	2021-05-24 01:54:30.262265	0 days 00:00:00.002126000	1	PRUNED
15		2021-05-24 01:54:30.361494	2021-05-24 01:54:30.363694	0 days 00:00:00.002200000	7	PRUNED
16	0.03734644534506528	2021-05-24 01:54:30.462924	2021-05-24 01:58:25.996024	0 days 00:03:55.533100000	3	COMPLETE
