number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.3286792264290646	2021-05-23 04:58:21.292201	2021-05-23 05:01:43.408359	0 days 00:03:22.116158000	5	COMPLETE
1		2021-05-23 05:01:43.408867	2021-05-23 05:01:43.409284	0 days 00:00:00.000417000	5	PRUNED
2	1.4294260192506028	2021-05-23 05:01:43.501056	2021-05-23 05:05:22.356052	0 days 00:03:38.854996000	3	COMPLETE
3		2021-05-23 05:05:22.356677	2021-05-23 05:05:22.357185	0 days 00:00:00.000508000	3	PRUNED
4	1.2415638687960977	2021-05-23 05:05:22.447801	2021-05-23 05:08:30.560593	0 days 00:03:08.112792000	9	COMPLETE
5	1.284224447566512	2021-05-23 05:08:30.561233	2021-05-23 05:11:57.207253	0 days 00:03:26.646020000	7	COMPLETE
6		2021-05-23 05:11:57.207945	2021-05-23 05:11:57.208488	0 days 00:00:00.000543000	5	PRUNED
7		2021-05-23 05:11:57.294060	2021-05-23 05:11:57.294760	0 days 00:00:00.000700000	9	PRUNED
8		2021-05-23 05:11:57.380399	2021-05-23 05:11:57.381132	0 days 00:00:00.000733000	3	PRUNED
9	1.9331465321741432	2021-05-23 05:11:57.466435	2021-05-23 05:15:20.579816	0 days 00:03:23.113381000	1	COMPLETE
