number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.04725885570391711	2021-05-24 01:47:29.767091	2021-05-24 01:50:22.019400	0 days 00:02:52.252309000	1	COMPLETE
1	0.0716981243498112	2021-05-24 01:50:22.019932	2021-05-24 01:53:43.622870	0 days 00:03:21.602938000	5	COMPLETE
2		2021-05-24 01:53:43.623415	2021-05-24 01:53:43.623893	0 days 00:00:00.000478000	1	PRUNED
3	0.06251070858411681	2021-05-24 01:53:43.711462	2021-05-24 01:56:53.753238	0 days 00:03:10.041776000	3	COMPLETE
4		2021-05-24 01:56:53.754036	2021-05-24 01:56:53.754623	0 days 00:00:00.000587000	5	PRUNED
5		2021-05-24 01:56:53.848572	2021-05-24 01:56:53.849221	0 days 00:00:00.000649000	5	PRUNED
6		2021-05-24 01:56:53.942605	2021-05-24 01:56:53.943280	0 days 00:00:00.000675000	5	PRUNED
7		2021-05-24 01:56:54.030764	2021-05-24 01:56:54.031418	0 days 00:00:00.000654000	3	PRUNED
8		2021-05-24 01:56:54.112954	2021-05-24 01:56:54.113697	0 days 00:00:00.000743000	3	PRUNED
9		2021-05-24 01:56:54.198665	2021-05-24 01:56:54.199442	0 days 00:00:00.000777000	5	PRUNED
10	0.08131891212680042	2021-05-24 01:56:54.285322	2021-05-24 02:00:24.281526	0 days 00:03:29.996204000	9	COMPLETE
11		2021-05-24 02:00:24.282414	2021-05-24 02:00:24.284613	0 days 00:00:00.002199000	9	PRUNED
12		2021-05-24 02:00:24.373713	2021-05-24 02:00:24.375842	0 days 00:00:00.002129000	9	PRUNED
13	0.07650128315810319	2021-05-24 02:00:24.464864	2021-05-24 02:04:08.816865	0 days 00:03:44.352001000	7	COMPLETE
