number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.1205940254169253	2021-05-23 03:35:34.055544	2021-05-23 03:38:45.493031	0 days 00:03:11.437487000	5	COMPLETE
1		2021-05-23 03:38:45.493592	2021-05-23 03:38:45.494090	0 days 00:00:00.000498000	5	PRUNED
2	1.1003420174772032	2021-05-23 03:38:45.633653	2021-05-23 03:42:32.925607	0 days 00:03:47.291954000	7	COMPLETE
3	1.204451976686103	2021-05-23 03:42:32.926178	2021-05-23 03:45:40.738856	0 days 00:03:07.812678000	3	COMPLETE
4		2021-05-23 03:45:40.739440	2021-05-23 03:45:40.739913	0 days 00:00:00.000473000	5	PRUNED
5		2021-05-23 03:45:40.824382	2021-05-23 03:45:40.824970	0 days 00:00:00.000588000	7	PRUNED
6		2021-05-23 03:45:40.908991	2021-05-23 03:45:40.909622	0 days 00:00:00.000631000	7	PRUNED
7		2021-05-23 03:45:40.993794	2021-05-23 03:45:40.994461	0 days 00:00:00.000667000	7	PRUNED
8	1.6397955507404343	2021-05-23 03:45:41.078515	2021-05-23 03:48:41.766884	0 days 00:03:00.688369000	1	COMPLETE
9		2021-05-23 03:48:41.767697	2021-05-23 03:48:41.768377	0 days 00:00:00.000680000	1	PRUNED
10	1.1013404013384083	2021-05-23 03:48:41.864365	2021-05-23 03:51:55.774498	0 days 00:03:13.910133000	9	COMPLETE
