number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.4182823980999795	2021-05-23 04:15:42.651393	2021-05-23 04:19:28.397430	0 days 00:03:45.746037000	7	COMPLETE
1	2.1211410373315087	2021-05-23 04:19:28.397910	2021-05-23 04:22:58.024310	0 days 00:03:29.626400000	1	COMPLETE
2	1.3914991603835345	2021-05-23 04:22:58.024827	2021-05-23 04:26:57.888836	0 days 00:03:59.864009000	9	COMPLETE
3		2021-05-23 04:26:57.889386	2021-05-23 04:26:57.889829	0 days 00:00:00.000443000	9	PRUNED
4		2021-05-23 04:26:57.974453	2021-05-23 04:26:57.975017	0 days 00:00:00.000564000	7	PRUNED
5	1.4818431895899156	2021-05-23 04:26:58.059730	2021-05-23 04:30:27.732910	0 days 00:03:29.673180000	5	COMPLETE
6	1.610981397023372	2021-05-23 04:30:27.733568	2021-05-23 04:33:40.937319	0 days 00:03:13.203751000	3	COMPLETE
