number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	0.04655889389334657	2021-05-24 01:28:02.299877	2021-05-24 01:31:29.551853	0 days 00:03:27.251976000	1	COMPLETE
1	0.07656556767271995	2021-05-24 01:31:29.552316	2021-05-24 01:34:32.255105	0 days 00:03:02.702789000	5	COMPLETE
2	0.08254320182139657	2021-05-24 01:34:32.255644	2021-05-24 01:38:23.244693	0 days 00:03:50.989049000	9	COMPLETE
3	0.07354918446563671	2021-05-24 01:38:23.245327	2021-05-24 01:42:00.189248	0 days 00:03:36.943921000	7	COMPLETE
4		2021-05-24 01:42:00.189794	2021-05-24 01:42:00.190235	0 days 00:00:00.000441000	7	PRUNED
5		2021-05-24 01:42:00.247286	2021-05-24 01:42:00.247817	0 days 00:00:00.000531000	7	PRUNED
6		2021-05-24 01:42:00.302432	2021-05-24 01:42:00.303027	0 days 00:00:00.000595000	1	PRUNED
7		2021-05-24 01:42:00.357752	2021-05-24 01:42:00.358339	0 days 00:00:00.000587000	1	PRUNED
8		2021-05-24 01:42:00.429842	2021-05-24 01:42:00.430563	0 days 00:00:00.000721000	1	PRUNED
9		2021-05-24 01:42:00.518585	2021-05-24 01:42:00.519351	0 days 00:00:00.000766000	5	PRUNED
10		2021-05-24 01:42:00.607266	2021-05-24 01:42:00.609505	0 days 00:00:00.002239000	9	PRUNED
11		2021-05-24 01:42:00.697173	2021-05-24 01:42:00.699222	0 days 00:00:00.002049000	9	PRUNED
12	0.0581500732709989	2021-05-24 01:42:00.786786	2021-05-24 01:44:53.548349	0 days 00:02:52.761563000	3	COMPLETE
