number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.5017081330137774	2021-05-23 03:44:15.015226	2021-05-23 03:47:59.287881	0 days 00:03:44.272655000	5	COMPLETE
1	1.410940339075166	2021-05-23 03:47:59.288387	2021-05-23 03:52:32.522674	0 days 00:04:33.234287000	9	COMPLETE
2	2.188474433227133	2021-05-23 03:52:32.523229	2021-05-23 03:56:15.664109	0 days 00:03:43.140880000	1	COMPLETE
3	1.4508241167886873	2021-05-23 03:56:15.664688	2021-05-23 04:00:15.897715	0 days 00:04:00.233027000	7	COMPLETE
4		2021-05-23 04:00:15.898352	2021-05-23 04:00:15.898839	0 days 00:00:00.000487000	9	PRUNED
5		2021-05-23 04:00:15.984187	2021-05-23 04:00:15.984841	0 days 00:00:00.000654000	1	PRUNED
6		2021-05-23 04:00:16.070070	2021-05-23 04:00:16.070740	0 days 00:00:00.000670000	7	PRUNED
7		2021-05-23 04:00:16.155869	2021-05-23 04:00:16.156562	0 days 00:00:00.000693000	9	PRUNED
8		2021-05-23 04:00:16.241600	2021-05-23 04:00:16.242334	0 days 00:00:00.000734000	1	PRUNED
9		2021-05-23 04:00:16.327377	2021-05-23 04:00:16.328149	0 days 00:00:00.000772000	9	PRUNED
10		2021-05-23 04:00:16.413418	2021-05-23 04:00:16.415658	0 days 00:00:00.002240000	5	PRUNED
11		2021-05-23 04:00:16.500599	2021-05-23 04:00:16.502634	0 days 00:00:00.002035000	7	PRUNED
12		2021-05-23 04:00:16.587892	2021-05-23 04:00:16.589960	0 days 00:00:00.002068000	7	PRUNED
13		2021-05-23 04:00:16.675467	2021-05-23 04:00:16.677568	0 days 00:00:00.002101000	7	PRUNED
14	1.6438696365695051	2021-05-23 04:00:16.762747	2021-05-23 04:03:20.357536	0 days 00:03:03.594789000	3	COMPLETE
