number	value	datetime_start	datetime_complete	duration	params_n_neighbors	state
0	1.9274979472972162	2021-05-23 03:54:49.124626	2021-05-23 03:58:54.929378	0 days 00:04:05.804752000	1	COMPLETE
1		2021-05-23 03:58:54.929909	2021-05-23 03:58:54.930342	0 days 00:00:00.000433000	1	PRUNED
2	1.2664393641791203	2021-05-23 03:58:55.026171	2021-05-23 04:02:13.876344	0 days 00:03:18.850173000	5	COMPLETE
3		2021-05-23 04:02:13.876985	2021-05-23 04:02:13.877438	0 days 00:00:00.000453000	5	PRUNED
4		2021-05-23 04:02:13.963753	2021-05-23 04:02:13.964350	0 days 00:00:00.000597000	5	PRUNED
5		2021-05-23 04:02:14.050715	2021-05-23 04:02:14.051343	0 days 00:00:00.000628000	1	PRUNED
6	1.3850785363635745	2021-05-23 04:02:14.137635	2021-05-23 04:05:13.102055	0 days 00:02:58.964420000	3	COMPLETE
7	1.1853094304113578	2021-05-23 04:05:13.102787	2021-05-23 04:08:45.479384	0 days 00:03:32.376597000	9	COMPLETE
8		2021-05-23 04:08:45.480130	2021-05-23 04:08:45.480751	0 days 00:00:00.000621000	5	PRUNED
9		2021-05-23 04:08:45.562975	2021-05-23 04:08:45.563720	0 days 00:00:00.000745000	5	PRUNED
10		2021-05-23 04:08:45.645979	2021-05-23 04:08:45.647979	0 days 00:00:00.002000000	9	PRUNED
11		2021-05-23 04:08:45.730347	2021-05-23 04:08:45.732170	0 days 00:00:00.001823000	9	PRUNED
12	1.219978276477105	2021-05-23 04:08:45.814506	2021-05-23 04:11:51.447835	0 days 00:03:05.633329000	7	COMPLETE
